count,deltaKd
10,0.0
11,0.0
8,0.0
9,0.0
11,0.0
12,0.0
11,0.0
11,0.0
10,0.0
12,0.0
9,0.0
12,0.0
11,0.0
8,0.0
12,-0.03385610149873397
14,0.0
10,0.0
9,0.0
11,0.0
12,0.0
10,0.0
11,0.0
12,0.0
11,0.0
9,0.0
9,0.0
11,0.0
8,0.0
8,0.0
10,0.0
10,0.0
10,0.0
9,0.0
10,0.0
11,0.0
11,0.0
10,0.0
10,0.14528548982560618
11,0.0
13,0.0
10,0.0
10,0.0
12,0.0
9,0.0
10,0.0
8,0.0
8,0.0
9,0.0
13,-0.16222786564685698
12,0.0
12,0.0
10,0.0
12,0.0
12,0.0
11,0.0
10,0.0
13,0.0
12,0.0
9,0.0
12,0.0
13,0.0
11,0.0
9,0.0
9,0.0
11,0.0
11,0.0
11,0.0
8,0.0
11,0.0
11,0.0
12,0.0
10,0.0
8,0.0
10,0.052380020147011486
10,0.0
10,0.0
9,0.0
9,0.0
10,0.0
11,0.0
10,0.0
13,0.0
11,0.0
12,0.0
11,0.0
13,0.0
10,0.0
10,0.0
9,0.0
9,0.0
9,0.0
10,0.0
13,0.0
11,0.0
12,-0.8389889659763439
11,0.0
10,0.0
13,0.0
8,0.0
9,0.0
11,-0.09209050211017011
10,0.0
10,0.0
10,0.0
11,0.0
10,0.0
8,0.0
12,0.0
10,0.0
13,0.0
9,0.0
11,0.0
9,0.0
12,0.0
10,0.0
9,0.0
11,0.01842278867160463
8,0.0
12,0.0
12,-0.1127683721207049
10,0.0
11,0.0
10,0.0
9,0.0
9,0.0
9,0.0
10,0.0
9,0.0
13,0.0
10,0.0
10,0.0
12,0.0
10,0.0
8,0.0
10,0.0
8,0.0
11,0.0
9,0.0
10,0.0
10,0.0
9,0.0
10,0.0
11,0.0
12,0.0
10,0.0
9,0.0
8,0.0
8,0.0
13,0.0
10,0.0
11,0.0
10,0.0
13,0.0
12,0.0
11,0.0
11,0.0
9,0.0
10,0.0
12,0.0
10,0.0
8,0.0
11,0.0
9,0.0
8,0.0
11,0.0
10,0.0
13,0.0
12,0.0
9,0.0
11,0.0
11,0.0
10,0.0
9,0.0
11,0.0
12,0.0
10,0.0
8,0.0
10,0.0
8,0.0
11,0.0
10,0.0
11,0.0
12,0.0
10,0.0
10,0.0
11,0.0
12,0.0
10,0.0
11,0.0
11,0.0
8,0.0
11,0.0
11,0.0
10,0.0
10,0.0
8,0.0
13,0.0
12,0.0
10,0.0
9,0.0
9,0.0
9,0.0
9,0.0
7,0.0
10,0.0
12,0.0
8,0.0
12,0.0
12,0.0
11,0.0
10,0.0
9,0.0
11,0.0
8,0.0
10,0.0
12,0.0
10,0.0
10,0.0
10,0.0
12,0.0
13,0.0
12,0.0
11,0.0
10,0.0
9,0.0
7,0.0
6,0.0
10,0.0
7,0.0
11,0.0
9,0.0
10,0.0
6,0.0
10,0.0
9,0.0
8,0.0
9,0.0
12,0.0
10,0.0
10,0.0
10,0.0
10,0.0
10,0.0
11,0.0
8,0.0
8,0.0
9,0.0
10,0.0
11,0.0
11,0.0
9,0.0
9,0.0
8,0.0
10,0.0
8,0.0
8,0.0
7,0.0
11,0.0
12,0.0
9,0.0
10,0.0
10,0.0
12,0.0
9,0.0
12,0.0
10,0.0
9,0.0
11,0.0
10,0.0
9,0.0
9,0.0
9,0.0
11,0.0
9,0.0
11,0.0
11,0.0
11,0.0
10,0.0
9,0.0
12,0.0
11,0.0
7,0.0
10,0.0
11,0.0
10,0.0
9,0.0
11,0.0
9,0.0
10,0.0
