count,deltaKd
12,0.0
12,0.0
10,0.0
10,0.0
8,0.0
8,0.0
9,0.0
10,1.1703836408093347
13,0.899930192499367
9,0.0
11,0.0
10,0.0
13,0.0
12,0.0
11,0.0
9,0.0
8,0.0
11,0.0
14,0.0
10,0.0
10,0.0
9,0.0
12,0.0
10,0.0
7,0.0
10,0.0
8,0.0
10,0.0
10,0.0
8,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
9,0.0
11,0.0
11,0.0
9,0.0
10,0.0
12,0.0
8,0.0
11,0.0
10,0.0
10,0.0
10,0.0
8,0.0
6,0.0
6,0.0
10,0.0
8,0.0
11,0.0
8,0.0
10,0.0
11,0.0
11,0.0
10,0.0
8,0.0
8,0.0
9,0.0
11,0.0
11,0.0
10,0.0
9,0.0
10,0.0
12,0.0
9,0.0
11,0.0
9,0.0
7,0.0
12,0.0
10,0.0
9,0.0
7,0.0
9,0.0
12,0.0
8,0.0
11,0.0
8,0.0
10,0.0
9,0.0
9,0.0
9,0.0
10,0.0
10,0.0
8,0.0
7,0.0
10,0.0
9,0.0
9,0.0
9,0.0
9,0.0
10,0.0
9,0.0
8,0.0
7,0.0
9,0.0
11,0.0
10,0.0
10,0.0
8,0.0
11,0.0
9,0.0
12,0.0
7,0.0
10,0.0
11,0.0
12,0.0
10,0.0
10,1.2231019139637471
11,0.0
10,0.0
10,0.0
7,0.0
10,0.0
7,0.0
12,0.0
11,1.3656126400340014
11,0.0
10,0.0
10,0.0
9,0.0
9,0.0
13,1.347621461238104
10,0.0
10,0.0
11,0.0
7,0.0
11,0.0
10,0.0
12,0.0
9,0.0
10,0.0
12,1.2528100919064542
9,0.0
9,0.0
8,0.0
11,0.0
13,0.0
10,0.0
9,0.0
11,0.0
11,0.0
8,0.0
8,0.0
10,0.0
12,0.0
10,0.0
7,0.0
10,0.0
8,0.0
12,0.0
11,0.0
9,0.0
11,0.0
10,0.0
10,0.0
10,0.0
13,0.0
10,0.0
10,0.0
10,0.0
7,0.0
12,0.0
9,0.0
12,0.0
11,0.0
11,0.0
9,0.0
9,0.0
9,0.0
9,0.0
8,0.0
12,0.0
8,0.0
12,0.0
10,0.0
14,0.0
12,0.0
9,0.0
13,0.0
11,0.0
12,1.4922344053502927
10,0.0
8,0.0
9,0.0
9,0.0
8,0.0
10,0.0
5,0.0
9,0.0
10,0.0
11,0.0
8,0.0
12,0.0
8,0.0
10,0.0
11,0.0
10,0.0
11,1.0603698642831842
9,0.0
10,0.0
10,0.0
10,0.0
8,0.0
13,1.259283397315662
8,0.0
5,0.0
10,0.0
9,0.0
9,0.0
9,0.0
12,0.0
10,0.0
10,0.0
8,0.0
12,0.0
10,0.0
10,0.0
9,0.0
10,0.0
11,0.0
10,0.0
8,0.0
13,0.0
8,0.0
13,0.0
9,0.0
12,0.0
11,0.0
10,0.0
12,0.0
10,0.0
9,0.0
11,0.0
12,0.0
9,0.0
9,0.0
12,0.0
13,0.0
12,1.3946762923745695
11,0.0
10,0.0
12,0.0
10,0.0
9,0.0
11,0.0
10,0.0
11,0.0
9,0.0
6,0.0
13,0.0
11,0.0
8,0.0
8,0.0
7,0.0
9,0.0
10,0.0
11,0.0
11,0.0
13,0.0
10,0.0
10,0.0
7,0.0
8,0.0
9,0.0
10,0.0
12,0.0
9,0.0
12,0.0
7,0.0
6,0.0
8,0.0
9,0.0
13,0.0
11,0.0
8,0.0
10,0.0
12,0.0
10,0.0
10,0.0
10,0.0
11,0.0
11,0.0
7,0.0
11,0.0
9,0.0
7,0.0
10,0.0
9,0.0
12,0.0
9,0.0
9,0.0
12,0.0
9,0.0
8,0.0
11,0.0
8,0.0
9,0.0
14,1.3087055965011851
9,0.0
9,0.0
10,0.0
9,0.0
7,0.0
8,0.0
12,0.0
9,0.0
7,0.0
13,0.0
11,0.0
11,0.0
8,0.0
9,0.0
9,0.0
5,0.0
11,0.0
9,0.0
11,0.0
8,0.0
11,0.0
11,0.0
10,0.0
