count,deltaKd
3,-0.005478213656630704
6,-0.08104372087701783
6,0.025611188983480027
7,0.03734008183765791
9,0.04330842565282822
6,-0.04679964832930317
3,0.06384086172944858
10,0.03513242668439709
11,-0.11096470484112508
10,-0.08970833000841827
6,0.04444562058176649
7,0.03011451336033577
6,-0.03298864042774863
7,-0.08139321993807558
7,-0.09119922380814804
7,0.07480790636278378
8,-0.11890599582880634
6,0.04163604347069283
9,0.0022746366882877567
6,-0.08790965428361686
7,-0.03537041453305356
8,-0.2940619806764979
7,-0.09892682657544283
10,0.005824040028412192
7,-0.0014191647111827521
9,0.015567086939118902
6,0.023487925569039003
11,-0.1226092637070737
5,-0.06991194778554144
8,0.011917175348894027
8,0.051840779549066074
5,0.09330645155106243
8,-0.02991767914032195
5,0.0006069958399255171
9,-0.06195211968544845
9,-0.12991197940177335
11,-0.14467248182533288
8,0.004071503213208594
7,0.011916724988996208
11,-0.16776735394473175
8,0.09318425686827014
10,-0.006834855166587772
9,0.04693324978154978
8,-0.11831186322773979
5,-0.023467027562467546
8,-0.05902266877262008
8,0.05507984185026649
7,-0.14508541317724477
6,-0.02382481892352928
5,-0.012206076459236659
8,-0.11083007547447732
9,-0.16536439696936212
6,-0.02531419457844608
8,-0.024020673740787757
8,-0.0919150715431547
7,-0.05142243054687601
9,-0.0028542613300914788
3,0.2401509020675543
9,-0.05013430534087027
8,-0.10825686382027788
9,-0.04459390927161566
7,-0.04654175900428159
8,0.12367035002621751
4,-0.07363087078612951
10,-0.06583521170887074
7,-0.08375983147053834
8,0.0007822668456602955
5,-0.009782272682432591
5,-0.07215228848047905
8,-0.017503818350223188
4,0.0034917263426628153
10,0.015359889484810818
5,-0.22669714649466322
5,0.06672285587124938
9,-0.05396799890749193
5,0.1342156471005178
4,0.08352700519254075
4,-0.07929710855246608
9,0.09257789266241945
5,0.03544626603418832
5,0.0171912468191735
8,0.014948642739252449
9,-0.06344417167662231
4,-0.06520520167970156
8,-0.14296931543512637
7,0.012235970974746824
8,0.014453003567605371
6,0.030864775977517134
8,-0.12598864533828324
10,0.029365505509726386
7,-0.11506651362837772
7,0.011656124406111967
5,0.1646260803363897
10,-0.032741732067595564
12,0.04172596467853085
10,0.0958338743290521
7,0.0712671849967359
5,0.11250498687311472
8,-0.20321950590324223
8,-0.10756461684411933
5,0.07468485479727072
6,-0.09712831457777282
11,-0.1511061041998123
8,0.0013125479692739361
7,-0.03928886816280386
9,-0.005151835936493043
8,-0.017467241095990182
7,0.0753386790814976
6,0.06685283947633058
5,-0.05261951703108059
10,0.03139345371181612
8,0.018665437322605616
6,-0.04591579796547185
7,0.059225999549264774
10,0.09315407535603848
5,-0.039980933144093456
9,0.0570110269817361
4,-0.029792800208063852
8,-0.015083580337809543
6,-0.05709299916353272
9,-0.04708873574818728
7,0.10395628431378379
8,0.0525315620587854
10,0.04214102594593827
10,0.06467492748408965
5,-0.05437821907100826
9,-0.053317657169011046
9,-0.0444798706949423
8,-0.021805544554764467
7,0.06496630086281652
10,-0.0954308566327069
7,-0.09701390845262381
6,0.017811254645374586
5,0.001915092491119097
7,0.01346220465658865
10,-0.08452392777241657
11,0.04054941595507566
7,0.028244775980104553
7,-0.04929618166259253
6,0.03543955510114083
8,-0.030763030625700072
6,0.022321987861398274
8,-0.06171654997171361
11,-0.0535629118226888
8,0.023641946640060585
7,0.04127616836048409
5,0.030266533660622486
5,0.03563619860779754
9,-0.0662360122519643
7,-0.06838978358879766
6,-0.033551726521035885
5,0.024554412689766547
10,-0.021437915497617865
10,0.07079515294184091
8,0.022795959349510397
8,-0.014009549161778434
7,0.03979161907346418
6,-0.028498412833359854
8,-0.05678741462501513
6,0.12008601861763601
9,0.06179134040677203
8,-0.023740406366127953
8,0.13066433000897426
6,-0.059867822191724596
5,-0.05503799325873704
7,-0.10762870823114401
9,-0.03374913645987343
6,-0.08643969470330193
3,-0.06510747364024816
8,0.07720450479688035
7,-0.10676100237607677
8,-0.0028582218297801276
5,-0.10378531159286775
5,-0.056360361445636276
8,0.05451653828547576
8,-0.06947896814147603
8,0.09778280221448954
6,-0.06944811177827104
6,0.01797929579467361
7,0.1137557364256927
9,0.008418094797191689
5,-0.012818754591413128
10,0.09141536179941667
11,-0.01117544440656193
10,-0.043176992073995724
5,-0.019617589967900972
8,-0.2150360530794151
8,0.018584252952356994
10,-0.10665520994551159
6,0.04039596961221692
8,0.07859828404172298
5,-0.027328889031768
6,-0.012967349499344749
7,-0.07727401803355827
7,-0.04413375452645418
10,-0.02965854976398674
8,-0.03461630935893645
8,-0.1820412409602028
8,-0.2100870984854888
10,-0.21370020169224802
6,-0.03422309789708322
7,-0.04484202335664511
6,0.10317607831721709
8,-0.2548065376852584
4,0.03389970326477698
6,-0.07170290642688792
9,0.01690646223632708
9,-0.04141078212186633
6,-0.10817418143177715
6,-0.021652614576944895
8,-0.032038842122747546
11,0.026093175536839208
8,-0.10320553022185486
8,0.0597214051493431
8,-0.020770278340237258
7,-0.07903120130026098
6,-0.1847522399964503
9,0.03284984235888366
6,0.06414507197551078
6,-0.16560254689377762
6,0.11181363925908938
5,0.002986050425554332
7,0.017127669724603667
7,0.012376092729681876
9,-0.07388714630590165
10,0.019641121304962983
7,-0.02578118128690976
8,-0.07149324159515036
8,-0.1334432673543855
9,-0.04323447873598463
6,-0.07605122764682815
9,0.010686565355805033
6,0.057757248886701085
7,-0.06427319469741244
7,-0.04861395305624816
10,0.002447655725662301
9,-0.01430495846235047
8,-0.11411027156790432
8,-0.09013500408161423
9,0.050732290394742474
8,0.06588371068157217
7,0.0020298713678403857
9,-0.173616267430869
8,0.046807792460040076
8,0.054059458526555915
6,-0.029007791243934822
8,0.11489029682687413
9,0.1726629247437006
5,0.017400758288432794
7,-0.10512504644461718
9,-0.12008080647068864
8,-0.1397653176900473
5,0.0022431380057268413
7,-0.10640131665985253
9,0.06011573745597287
6,-0.06165417731426226
10,0.09386970986805743
10,-0.14556980705404055
10,-0.002440347856207392
8,-0.030929818209679993
13,0.05579479179789182
11,-0.04273504187511401
9,0.07508924586144117
9,-0.09671979802210906
8,-0.0023328661498274172
8,-0.06813290063020583
6,-0.043415455734983066
8,-0.052663454025635215
7,0.03697151917934338
8,-0.07179104633099787
4,-0.061635501890968225
7,0.07865284798927563
6,-0.22275077721920145
9,-0.09024295841729169
9,-0.027342246529561187
7,-0.009528254100894973
10,-0.03810700178769677
9,-0.0385767908612662
9,-0.09805675129955205
7,-0.0652837410492948
8,-0.16554784394851563
5,-0.13126425621382465
8,0.02446869287688802
7,-0.1120964400676443
7,0.08440457901049037
6,-0.0006057840107551726
6,-0.016296730100916257
11,-0.07818386648630682
7,0.053601765551349434
7,0.013729287797440648
8,0.03338640857856978
7,-0.0623260989867207
6,-0.13481006967805298
6,-0.009046418592843164
5,-0.11061778716764614
4,-0.00010947028183938556
10,0.04839258230323029
9,-0.010114017127611508
11,-0.040237670393746594
4,-0.005878648759926719
12,-0.13243339472954263
6,0.06539540157434054
4,-0.04276231436455946
5,-0.047959358686064046
9,0.0026807120739564816
7,0.028797442364902004
7,-0.061678285616134865
6,-0.07005127939229361
10,0.004124422880330769
11,0.039924831511256365
4,-0.011053764140251943
10,0.018051702607741582
6,-0.043251994921804204
11,-0.05055886770484097
5,-0.017299200103007895
10,0.10494932202584106
8,-0.07566037410910598
6,0.11663125181278211
7,-0.11817353380889717
7,-0.07072113733793506
7,0.12199997637624493
6,-0.05542788703801804
9,0.05825242041581369
6,-0.14576281215106057
8,0.08601186643955616
7,-0.03899737148346638
6,0.029184775930783058
8,0.009014265341232175
10,-0.03763354763686788
6,-0.014904482449537682
9,0.08934391975432643
9,-0.030663442103767924
9,0.06148064428814415
8,0.07423260793227193
5,0.13268813135145718
6,-0.1573123509416532
8,-0.05450198299360309
5,-0.0013549413288655998
10,-0.00046221584088668166
6,0.11340961322545162
8,0.05371169184990654
6,-0.015178868549178937
7,0.037050815469161336
10,-0.04542663831719418
10,-0.016798913650449165
8,-0.051591564700352865
8,0.04546171653576714
5,0.0903269966539928
10,0.2642460460522762
7,-0.026740519202911095
9,-0.04070355848941709
9,-0.10658442609886887
5,-0.035956819127963335
12,-0.10100294047126113
10,-0.0004553573084229434
8,-0.029185432499529096
7,0.02353233754870887
8,0.01796158478928689
7,-0.014236548054749498
10,0.03659627828184009
7,-0.016094081056030163
8,-0.12579157309715816
9,-0.023587894050295155
6,0.16471489538723105
9,0.018132490624337638
8,0.029409781922046463
10,0.0026463353560233216
5,0.01613258099328041
8,-0.06582690044037243
8,-0.02641860024876319
10,0.04471492366299934
6,-0.34066623596771617
7,-0.012046828073214666
10,0.023350939864171583
9,0.016897120434212987
10,-0.1107087126665749
10,-0.10256020940788924
8,0.017814945726919884
6,0.03414898274361722
6,0.05542213926464967
7,-0.2568150943861327
8,0.0028489131094824316
5,0.01941954908275667
10,0.025095929323356803
9,-0.03947642743823776
9,-0.12659976557250774
7,-0.08433165004706744
7,-0.016050076861204854
10,-0.07473267132993966
8,-0.013793208499372156
5,-0.12057556877665432
7,-0.034616415807076084
6,-0.01892823994873405
10,-0.02976170003676115
7,0.006893878123762853
11,0.02529307392402913
7,-0.18420175054688492
10,0.05978062287342434
7,0.06208739084324444
6,-0.08018260481971895
6,-0.1510587983746987
13,-0.02054176161106458
9,0.0043784145636913685
10,0.0381333777945545
6,0.0038717184297776264
6,-0.10517670638014387
9,0.00441488992155481
7,0.1355960118522428
6,0.031054743539258745
8,-0.2385527933285858
3,-0.033913733366629284
9,0.0880985368089724
9,-0.11987137952127425
8,0.09451184959583658
7,0.014505510913556563
5,0.0477725306083685
7,-0.07988887532087086
8,-0.02955789063863179
7,0.027954825599176836
6,-0.028653804542042582
7,-0.052465591163270986
7,0.0900502989164429
12,-0.10935190079896673
7,-0.01039942114759862
8,-0.019345025659076143
9,-0.1087536638416613
5,-0.007940896016634724
7,-0.08493133028121136
10,-0.003910965506986219
9,-0.05543423760728272
11,0.03798999002073522
9,-0.06667464099968612
8,-0.043693084594998766
9,-0.10815206999813443
9,0.025735341885939622
8,0.10467222249152863
6,0.15035010666195037
4,0.0697125781872785
10,-0.13141180844539235
6,0.17744860955928798
6,8.029062181247326e-05
7,-0.014710789943177094
8,-0.03174780294331292
9,-0.06613035461916628
7,-0.05280936664306335
8,0.048754434173531536
8,-0.05625118447276822
8,0.07102007898814655
6,0.024013304968593108
6,-0.17882166181439896
10,-0.08174377143444111
7,-0.049623448561479044
8,-0.09054195657911634
7,-0.020688654945349327
4,-0.20294349120810962
8,-0.02227604366929059
6,0.08106581234756982
7,-0.15163361305863576
5,-0.07546518061197771
9,0.049927118244879054
5,0.042986498137742135
6,0.02743853028213783
6,-0.07780747915096464
9,-0.09158082971757331
7,-0.12560242886733697
7,-0.11559681216177786
6,0.006521248114478961
2,0.03682061396617842
11,-0.027724274232984403
9,0.07119618005315731
10,0.07828720146243917
5,-0.1135101009816113
8,-0.1262440213292706
8,-0.08201504150247052
6,-0.0887928077460125
11,-0.05388976553781699
9,0.033997531216019006
9,-0.11347270586016434
8,0.05672599922840771
8,0.04398846457671768
7,-0.043961223542783756
7,0.21671395574754504
9,0.03860438827923485
10,-0.035613789193409406
5,0.08436681226108611
11,0.00568635754187552
9,-0.08940355728801253
7,-0.05587527503810774
7,0.013630368389808467
7,-0.06919619811341171
7,-0.0023127545420416062
6,0.016805307565694427
7,-0.21991140937871378
10,0.032307722805002825
