count,deltaKd
7,0.0
10,0.0
11,0.0
10,0.0
12,0.0
10,0.0
12,0.0
10,0.0
11,0.0
8,0.0
12,0.0
8,0.0
12,-0.030640030115310246
10,0.0
9,0.0
10,0.0
10,0.0
12,0.0
11,0.0
9,0.0
9,0.0
11,0.0
8,0.0
10,0.0
11,0.0
11,0.0
10,0.0
10,0.30264468797460164
11,0.0
10,0.0
10,0.0
8,0.0
11,0.0
11,0.0
8,0.0
13,0.0
12,0.0
10,0.0
12,0.0
13,0.0
12,0.0
9,0.0
10,0.0
9,0.0
11,0.0
11,0.0
8,0.0
11,0.0
8,0.0
11,0.0
12,0.0
8,0.0
10,-0.11070693351977567
10,0.0
9,0.0
9,0.0
11,0.0
11,0.0
11,0.0
11,0.0
12,0.0
10,0.0
12,0.0
10,0.0
12,0.0
12,-0.06696786204274474
10,0.0
11,0.0
8,0.0
9,0.0
9,0.0
10,0.0
11,0.0
10,0.0
8,0.0
10,0.0
11,0.0
13,0.0
9,0.0
11,0.0
9,0.0
10,0.0
9,0.0
11,-0.034790637999620344
12,0.0
10,0.0
12,0.0
10,0.0
11,0.0
9,0.0
7,0.0
9,0.0
8,0.0
11,0.0
10,0.0
8,0.0
10,0.0
10,0.0
10,0.0
8,0.0
8,0.0
11,0.0
9,0.0
10,0.0
9,0.0
9,0.0
10,0.0
11,0.0
12,0.0
10,0.0
8,0.0
13,0.0
10,0.0
10,0.0
12,0.0
10,0.0
7,0.0
11,0.0
10,0.0
8,0.0
10,0.0
10,0.0
13,0.0
9,0.0
11,0.0
11,0.0
10,0.0
12,0.0
10,0.0
9,0.0
12,0.0
10,0.0
12,0.0
10,0.0
8,0.0
10,0.0
11,0.0
10,0.0
11,0.0
11,0.0
11,0.0
11,0.0
10,0.0
10,0.0
8,0.0
12,0.0
9,0.0
10,0.0
9,0.0
9,0.0
9,0.0
7,0.0
8,0.0
12,0.0
11,0.0
10,0.0
9,0.0
8,0.0
12,0.0
10,0.0
10,0.0
10,0.0
9,0.0
11,0.0
8,0.0
10,0.0
11,0.0
10,0.0
8,0.0
10,0.0
10,0.0
10,0.0
11,0.0
6,0.0
7,0.0
11,0.0
10,0.0
6,0.0
10,0.0
12,0.0
10,0.0
9,0.0
8,0.0
9,0.0
12,0.0
11,0.0
8,0.0
10,0.0
10,0.0
11,0.0
7,0.0
9,0.0
10,0.0
10,0.0
11,0.0
9,0.0
8,0.0
10,0.0
11,0.0
11,0.0
9,0.0
8,0.0
8,0.0
8,0.0
11,0.0
9,0.0
7,0.0
11,0.0
11,0.0
12,0.0
9,0.0
12,0.0
9,0.0
11,0.0
12,0.0
13,-0.013650218515331325
13,0.0
10,0.0
9,0.0
8,0.0
11,0.0
9,0.0
9,0.0
10,0.0
9,0.0
11,0.0
10,0.0
12,0.0
9,0.0
10,0.0
9,0.0
7,0.0
12,0.0
11,0.0
8,0.0
11,0.0
11,0.0
10,0.0
13,0.20799000591412664
10,0.0
12,0.0
9,0.0
8,0.0
11,0.0
11,0.0
13,0.0965580686835974
12,0.0
9,0.0
10,0.0
7,0.0
10,0.0
13,0.0
8,0.0
11,0.0
11,0.0
12,0.0
10,0.0
9,0.0
11,0.0
11,0.0
8,0.0
12,0.11724602065057432
12,0.0
10,0.0
13,0.0
10,0.0
9,0.0
9,0.0
11,0.0
11,0.0
9,0.0
10,0.0
10,0.0
7,0.0
10,0.0
12,0.0
13,0.0
10,0.0
10,0.0
7,0.0
10,0.0
13,0.0
8,0.0
12,0.0
9,0.0
7,0.0
7,0.0
12,0.0
11,0.0
9,0.0
9,0.0
10,0.0
9,0.0
11,0.0
9,0.0
8,0.0
9,0.0
13,0.0
10,0.0
8,0.0
9,0.0
9,0.0
10,0.0
12,0.0
11,0.0
9,0.0
10,0.0
7,0.0
12,0.0
8,0.0
9,0.0
10,0.0
10,0.0
10,0.0
8,0.0
11,0.0
7,0.0
8,0.0
8,0.0
10,0.0
11,0.0
7,0.0
8,0.0
8,0.0
9,0.0
7,0.0
7,0.0
9,0.0
10,0.0
9,0.0
10,0.0
11,0.0
10,0.0
9,0.0
8,0.0
10,0.0
8,0.0
11,0.0
9,0.0
10,0.0
10,0.0
9,0.0
13,-0.06419169786904533
9,0.0
10,0.0
9,0.0
7,0.0
10,0.0
11,0.0
9,0.0
10,0.0
11,0.0
10,0.0
7,0.0
10,0.0
7,0.0
13,0.0
10,0.0
8,0.0
8,0.0
10,0.0
11,0.004538392400385227
11,0.0
8,0.0
11,-0.2380592132417778
11,0.0
9,0.0
10,0.0
6,0.0
12,0.0
11,0.0
9,0.0
8,0.0
8,0.0
10,-0.05895994702652185
9,0.0
10,0.0
11,0.0
12,0.0
10,0.0
9,0.0
12,0.0
8,0.0
12,0.0
10,0.0
11,0.0
10,0.0
10,0.0
10,0.0
9,0.0
7,0.0
11,0.0
8,0.0
10,0.0
8,0.0
12,-0.4085079204580051
12,0.0
11,0.0
10,0.0
7,0.0
11,0.0
10,0.0
13,0.0
9,0.0
9,0.0
10,0.0
10,0.15874470166101773
11,0.0
13,0.0
10,0.0
13,0.0
9,0.0
10,0.0
11,0.0
10,0.0
7,0.0
12,-0.0201235239245392
11,0.0
12,0.0
11,0.0
11,0.0
7,0.0
7,0.0
10,0.0
9,0.0
8,0.0
10,0.0
10,0.0
9,0.0
10,0.0
12,0.0
10,0.0
8,0.0
11,0.0
11,0.0
