count,deltaKd
7,0.0
12,0.0
10,0.0
11,0.0
11,0.0
8,0.0
10,0.0
11,0.0
8,0.0
9,0.0
12,0.0
12,0.0
12,0.0
8,0.0
9,0.0
11,0.0
10,0.0
10,0.0
11,0.0
9,0.0
12,0.0
9,0.0
11,0.0
8,0.0
10,0.0
11,0.0
9,0.0
11,0.0
11,0.0
11,0.0
10,0.0
9,0.0
9,0.0
9,0.0
10,0.0
8,0.0
11,0.0
9,0.0
12,0.0
12,0.0
11,0.0
12,0.0
10,0.0
12,0.0
12,0.0
9,0.0
9,0.0
11,0.0
10,0.0
11,0.0
10,0.0
9,0.0
9,0.0
10,0.0
11,0.0
8,0.0
8,0.0
12,0.0
10,0.0
8,0.0
10,-0.2772227276929673
10,0.0
9,0.0
11,0.0
9,0.0
9,0.0
10,0.0
9,0.0
12,0.0
11,0.0
11,0.0
10,0.0
11,0.0
8,0.0
11,0.0
11,0.0
11,0.0
9,0.0
8,0.0
10,0.0
10,0.0
11,0.0
11,0.0
10,0.0
9,0.0
10,0.0
11,0.0
10,0.0
11,0.0
7,0.0
10,0.0
8,0.0
12,-0.149922169754924
6,0.0
10,0.0
10,0.0
11,0.0
13,0.0
10,0.0
9,0.0
7,0.0
9,0.0
13,0.0
8,0.0
11,0.0
10,0.0
10,0.0
8,0.0
10,0.0
10,0.0
10,0.0
8,0.0
8,0.0
11,0.0
14,0.0
11,0.0
9,0.0
10,0.0
8,0.0
11,0.0
9,0.0
10,0.0
11,0.0
12,0.0
10,0.0
11,0.0
11,0.0
8,0.0
10,0.0
11,0.0
9,0.0
8,0.0
10,0.0
10,0.0
8,0.0
7,0.0
10,0.0
9,0.0
13,0.0
8,0.0
8,0.0
10,0.0
8,0.0
11,0.0
8,0.0
9,0.0
12,0.0
10,0.0
10,0.0
10,0.0
10,0.0
8,0.0
14,0.06663387929107678
11,0.0
10,0.0
11,0.0
8,0.0
10,0.0
7,0.0
12,0.0
11,0.0
11,0.0
11,0.0
10,0.0
10,0.0
10,0.0
9,0.0
10,0.0
9,0.0
13,0.0
10,0.0
9,0.0
10,0.0
9,0.0
9,0.0
9,0.0
9,0.0
14,0.0
7,0.0
10,0.0
10,0.0
9,0.0
12,0.0
12,0.0
10,0.0
13,0.0
9,0.0
11,0.0
9,0.0
11,0.0
10,0.0
11,0.0
11,0.0
10,0.0
12,0.0
9,0.0
12,0.0
11,0.0
8,0.0
10,0.0
10,0.0
8,0.0
13,0.0
10,0.0
10,0.0
10,0.0
11,0.0
6,0.0
7,0.0
9,0.0
9,0.0
10,0.0
6,0.0
10,0.0
10,0.0
13,0.0
9,0.0
13,0.0
8,0.0
10,0.0
10,0.0
10,0.0
7,0.0
9,0.0
11,0.0
10,0.0
9,0.0
8,0.0
9,0.0
11,0.0
10,0.0
9,0.0
9,0.0
8,0.0
10,0.0
11,0.0
10,0.0
8,0.0
11,0.0
9,0.0
9,0.0
7,0.0
11,0.0
11,0.0
10,0.0
10,0.0
10,0.0
11,0.0
12,0.0
9,0.0
9,0.0
10,0.0
9,0.0
9,0.0
11,0.0
11,0.0
10,0.0
11,0.0
12,0.0
9,0.0
14,0.0
9,0.0
7,0.0
10,0.0
9,0.0
8,0.0
11,0.0
11,0.0
9,0.0
13,0.0006149555281291796
10,0.0
10,0.0
11,0.0
11,0.0
10,0.0
11,0.0
10,0.0
12,0.0
11,0.0
12,0.0
7,0.0
9,0.0
11,0.0
8,0.0
12,0.09423737284449452
10,0.0
9,0.0
11,0.0
9,0.0
12,0.0
11,0.0
12,0.0
9,0.0
8,0.0
11,0.0
10,0.0
8,0.0
10,0.0
11,0.0
9,0.0
9,0.0
10,0.0
10,0.0
7,0.0
9,0.0
10,0.0
12,0.0
7,0.0
8,0.0
11,0.0
10,0.0
10,0.0
7,0.0
7,0.0
13,-0.13373423982199117
10,0.0
11,0.0
9,0.0
8,0.0
7,0.0
11,0.0
9,0.0
8,0.0
12,0.0
8,0.0
11,0.0
9,0.0
10,0.0
11,0.0
9,0.0
10,0.0
9,0.0
9,0.0
7,0.0
11,0.0
11,0.0
10,0.0
8,0.0
8,0.0
10,0.0
9,0.0
12,0.0
7,0.0
9,0.0
10,0.0
11,0.0
10,0.0
10,0.0
10,0.0
8,0.0
10,0.0
10,0.0
12,0.0
13,0.0
7,0.0
8,0.0
10,0.0
8,0.0
9,0.0
10,0.0
10,0.0
8,0.0
12,0.0
11,0.0
10,0.0
9,0.0
7,0.0
13,0.009442306501894926
11,0.0
10,0.0
8,0.0
8,0.0
13,0.0
11,0.0
11,0.0
11,0.0
9,0.0
9,0.0
9,0.0
9,0.0
7,0.0
10,0.0
10,0.0
8,0.0
10,0.0
10,0.0
7,0.0
9,0.0
11,0.0
8,0.0
8,0.0
10,0.0
8,0.0
10,0.0
9,0.0
10,0.0
11,0.0
8,0.0
11,0.010911741210294146
9,0.0
8,0.0
6,0.0
9,0.0
8,0.0
10,0.0
10,0.0
11,0.0
10,0.0
9,0.0
10,0.0
7,0.0
12,0.0
8,0.0
10,0.0
8,0.0
8,0.0
6,0.0
12,-0.13422543753553207
12,0.0
12,0.0
9,0.0
10,0.0
13,0.0
11,0.0
12,0.0
9,0.0
7,0.0
9,0.0
10,0.0
11,0.0
10,0.0
11,0.0
9,0.0
11,0.0
9,0.0
11,0.0
12,0.0
9,0.0
10,0.0
11,0.0
10,0.0
9,0.0
11,0.0
8,0.0
7,0.0
10,0.0
12,0.0
10,0.0
9,0.0
8,0.0
9,0.0
10,0.0
9,0.0
12,0.0
10,0.0
9,0.0
8,0.0
12,0.0
8,0.0
11,0.0
11,0.0
10,0.0
11,0.0
12,0.0
10,0.0
11,0.0
9,0.0
10,0.0
9,0.0
10,0.0
11,0.0
9,0.0
11,0.0
8,0.0
8,0.0
10,0.0
8,0.0
9,0.0
10,0.0
9,0.0
10,0.0
9,0.0
10,0.0
10,0.0
12,0.0
9,0.0
12,0.0
10,0.0
8,0.0
7,0.0
9,0.0
10,0.0
7,0.0
12,0.0
12,0.0
10,0.0
8,0.0
7,0.0
9,0.0
10,0.0
10,0.0
9,0.0
10,0.0
11,0.0
11,0.0
12,0.0
7,0.0
10,0.0
9,0.0
9,0.0
7,0.0
8,0.0
6,0.0
9,0.0
9,0.0
8,0.0
9,0.0
14,0.4290738786346058
10,0.0
10,0.0
9,0.0
10,0.0
9,0.0
9,0.0
8,0.0
10,0.0
9,0.0
8,0.0
10,0.0
9,0.0
9,0.0
10,0.0
10,0.0
9,0.0
9,0.0
11,0.0
10,0.0
7,0.0
12,0.14462922219132324
11,0.0
12,0.0
13,0.0
10,0.0
9,0.0
7,0.0
7,0.0
9,0.0
10,0.0
9,0.0
12,0.0
8,0.0
9,0.0
12,0.0
9,0.0
8,0.0
10,0.0
8,0.0
12,0.0
11,0.0
8,0.0
9,0.0
12,0.0
11,0.0
11,0.0
9,0.0
11,0.0
11,0.0
8,0.0
13,-0.05402008753297416
11,0.0
11,0.0
10,0.0
13,0.0
10,0.0
12,0.0
10,0.0
10,0.0
9,0.0
9,0.0
9,0.0
8,0.0
11,0.0
8,0.0
8,0.0
8,0.0
9,0.0
11,0.0
9,0.0
9,0.0
10,0.0
12,0.0
9,0.0
9,0.0
7,0.0
9,0.0
9,0.0
11,0.0
9,0.0
13,0.0
9,0.0
9,0.0
9,0.0
11,0.08368780336598025
10,0.0
10,0.0
10,0.0
9,0.0
10,0.0
9,0.0
9,0.0
8,0.0
10,0.0
11,0.0
10,0.0
11,0.2590132797939608
12,0.0
10,0.0
12,-0.3252016094552923
11,0.0
11,0.0
9,0.0
8,0.0
12,0.0023023150528045377
8,0.0
9,0.0
8,0.0
8,0.0
12,0.0
12,0.0
8,0.0
10,0.0
10,0.0
9,0.0
12,0.0
7,0.0
12,0.0
9,0.0
8,0.0
11,0.0
10,0.0
9,0.0
9,0.0
11,0.0
8,0.0
5,0.0
11,0.0
11,0.0
10,0.0
11,0.0
9,0.0
10,0.0
9,0.0
11,0.0
8,0.0
13,0.17535931031226148
12,0.0
12,0.0
9,0.0
10,0.0
9,0.0
9,0.0
11,0.0
8,0.0
10,0.0
9,0.0
8,0.0
9,0.0
8,0.0
9,0.0
11,0.0
12,0.0
10,0.0
11,0.0
8,0.0
11,0.0
7,0.0
10,0.0
11,0.0
11,0.0
9,0.0
12,0.0
12,0.0
9,0.0
12,0.0
11,0.0
10,0.0
11,0.0
12,0.0
8,0.0
7,0.0
9,0.0
11,0.0
7,0.0
11,0.0
8,0.0
7,0.0
9,0.0
5,0.0
9,0.0
8,0.0
8,0.0
10,0.0
10,0.0
11,0.0
12,0.0
10,0.0
10,0.0
10,0.0
11,0.0
11,0.0
9,0.0
11,0.0
9,0.0
9,0.0
12,0.0
9,0.0
11,0.0
9,0.0
11,0.0
9,0.0
8,0.0
11,0.0
8,0.0
9,0.0
10,0.0
9,0.0
12,0.0
12,0.0
10,0.0
10,0.0
10,0.0
9,0.0
8,0.0
10,0.0
9,0.0
9,0.0
11,0.0
11,0.0
10,0.0
12,0.0
10,0.0
9,0.0
9,0.0
8,0.0
