count,deltaKd
3,-0.09510007019573452
8,0.023980811705259786
9,-0.026638431831572884
10,-0.015517594089761833
7,-0.11108859912333102
6,-0.21427523218410682
9,-0.047123762788749524
6,0.083697855386073
7,-0.035024137668163036
4,0.0010036449781689605
8,0.014810003691113849
8,0.12178073126420008
7,0.04915206492551416
6,-0.23774294314339706
10,0.040982852443113504
6,0.049784956837995775
7,0.033469355312480076
9,0.00350572947670047
9,0.04393601456466589
9,-0.022755486427397553
8,-0.008700250684141153
8,0.07168506664380558
7,-0.0005634826785243519
8,0.07709840832283632
8,-0.04072391820781096
7,-0.0743591786164588
7,-0.04959691011968781
7,0.025260179049344522
7,-0.03609887696340808
11,-0.04280124387539974
8,-0.03515685045045469
9,0.10076843426425564
10,0.0049236568095070155
7,-0.009829765081104114
8,0.10174850096185839
11,0.025360495575444286
9,0.0853171680366267
8,-0.0083740828609562
10,-0.04545506447247094
10,0.03563415018888305
6,0.0444884322996808
6,-0.136385271362772
9,0.04838330197963492
11,0.054272988444707515
6,-0.075906126592034
9,0.11223381939390054
7,0.0018474576319698066
7,-0.1272358404317946
11,0.08427485736558671
10,0.13030165949314876
7,-0.13947616778458904
9,-0.09526426405333899
11,-0.02824043988376479
6,-0.03726529061311723
9,-0.054211423265360104
9,0.0003514289190253983
8,0.0008761714958827049
6,0.011688647849686262
7,-0.10072002399389168
9,0.026538883923380663
6,0.060750456798751795
10,0.033655204936495764
10,-0.022187925900067018
11,0.019948839827704568
10,-0.12224701995928733
8,-0.0549359979480184
8,0.1187921590236285
7,0.022848733314178027
10,-0.032868286148950876
9,0.09367907535527342
8,-0.03285339155388867
8,0.07529112530232274
6,0.006669011432004268
7,-0.034746983709248
7,0.07676543183110063
5,-0.04877848051192846
8,0.005802054271210277
9,0.03336354507882211
8,-0.20047640710122394
10,-0.006385694972995459
9,-0.21928360022118287
7,0.09754073269269359
9,-0.09022432533242375
9,0.05334822657720162
8,-0.030232823920922858
9,-0.17224101344981957
8,0.04564720782627729
8,0.11354235495432441
9,-0.003875475211234658
8,-0.05427083087796225
