count,deltaKd
7,0.0
10,0.0
11,0.0
9,0.0
12,0.0
12,0.0
12,0.0
10,0.0
11,0.0
8,0.0
9,0.0
12,0.0
11,0.0
12,0.0
12,0.0
13,0.0
8,0.0
13,0.0
10,0.0
10,0.0
10,0.0
9,0.0
12,0.0
9,0.0
8,0.0
12,0.0
10,0.0
8,0.0
8,0.0
10,0.0698598493259226
9,0.0
10,0.0
11,0.0
12,0.0
10,0.0
10,0.0
12,0.0
9,0.0
8,0.0
13,0.0
10,0.0
8,0.0
13,0.0
11,0.0
9,0.0
12,0.0
11,0.0
12,0.0
9,0.0
12,0.0
10,0.0
12,0.0
11,0.0
10,0.0
11,0.0
10,0.0
11,0.0
8,0.0
11,0.0
8,0.0
12,0.0
10,0.0
11,0.0
11,0.0
11,0.0
13,0.0
12,0.0
9,0.0
9,0.0
9,0.0
9,0.0
10,0.0
10,0.0
10,0.0
11,0.0
13,1.297773258950528
9,0.0
9,0.0
11,0.0
11,0.0
9,0.0
9,0.0
11,0.0
8,0.0
12,0.0
10,0.0
11,0.0
10,0.0
10,0.0
11,0.0
11,0.0
10,0.0
8,0.0
14,0.0
9,0.0
13,0.0
10,0.0
11,0.0
12,0.0
9,0.0
10,0.0
10,0.0
11,0.0
12,0.0
11,1.8702472171874032
10,0.0
10,0.0
6,0.0
12,0.0
9,0.0
11,0.0
11,0.0
11,0.0
10,0.0
9,0.0
7,0.0
9,0.0
13,0.0
9,0.0
10,0.0
8,0.0
11,0.0
11,0.0
9,0.0
10,0.0
10,0.0
10,0.0
10,0.0
10,0.0
10,0.0
11,0.0
11,0.0
10,0.9395574192215275
11,0.0
10,0.0
8,0.0
8,0.0
10,0.0
11,0.0
10,0.0
9,0.0
9,0.0
11,0.0
11,0.0
11,1.9988017365370085
9,0.0
10,0.0
12,0.0
12,0.0
10,0.0
10,0.0
8,0.0
7,0.0
9,0.0
11,0.0
8,0.0
10,0.0
8,0.0
11,0.0
10,0.0
9,0.12881979635244445
11,0.0
8,0.0
12,0.0
11,0.0
11,0.0
8,0.0
11,0.0
10,0.0
9,0.0
11,0.0
12,0.0
10,0.0
10,0.0
10,0.0
9,0.02835097481515536
10,0.0
8,0.0
12,0.0
11,0.0
11,0.0
10,0.0
8,0.0
10,1.2928925396887125
7,0.0
11,0.0
8,0.0
11,1.6123375561351052
10,0.0
11,0.0
9,0.0
10,0.0
13,0.0
10,0.0
9,0.0
9,0.0
14,1.2261661127250099
7,0.0
10,0.0
10,0.0
12,1.2761496872144171
9,0.0
8,0.0
13,0.0
9,0.0
11,0.0
11,0.0
11,0.0
10,0.0
9,0.0
11,0.0
11,0.0
12,0.0
10,0.0
11,0.0
10,0.0
12,0.0
9,0.0
8,0.0
10,0.0
10,0.0
7,0.0
10,0.0
7,0.0
9,0.0
9,0.0
10,0.0
10,0.0
10,0.0
12,0.0
11,0.0
8,0.0
12,0.0
10,0.0
10,0.0
12,0.0
10,0.0
11,0.0
9,0.0
8,0.0
8,0.0
12,0.0
11,0.0
10,0.0
9,0.0
8,0.0
10,0.0
10,0.0
8,0.0
11,0.0
9,0.0
9,0.0
7,0.0
9,0.0
10,1.3368994349825263
10,0.0
9,0.0
12,0.0
11,0.0
11,0.0
11,0.0
10,0.0
9,0.0
8,0.0
9,0.0
10,0.0
9,0.0
11,0.0
10,0.0
12,0.2714544039696678
11,0.0
9,0.0
10,0.0
11,0.0
14,1.4534045827075683
12,0.0
10,0.0
9,0.0
8,0.0
12,0.0
9,0.0
12,1.5658436926340533
8,0.0
11,1.0603698642831842
9,0.0
11,0.0
10,0.0
10,0.0
12,0.0
11,0.0
7,0.0
11,0.0
9,0.0
10,0.0
9,0.0
7,0.0
11,0.0
12,0.0
8,0.0
10,0.0
14,1.3707550835539006
10,0.0
9,0.0
9,0.0
13,0.0
9,0.0
11,0.29052679674808424
9,0.0
11,0.0
10,0.0
8,0.0
11,0.0
12,0.0
11,0.0
9,0.0
9,0.0
9,0.0
10,0.0
7,0.0
10,0.0
12,0.0
10,0.0
12,0.0
13,1.0168082582264235
8,0.0
11,0.0
10,0.0
10,0.0
7,0.0
12,0.0
12,0.0
9,0.0
7,0.0
7,0.0
7,0.0
9,0.0
10,0.0
8,0.0
11,0.0
9,0.0
9,0.0
12,0.0
8,0.0
11,0.0
9,0.0
9,0.0
12,0.0
8,0.0
11,0.0
10,0.0
8,0.0
11,0.0
9,0.0
8,0.0
10,0.0
10,0.0
9,0.0
12,0.0
11,0.0
7,0.0
9,0.0
11,0.0
12,0.0
10,0.0
8,0.0
7,0.0
8,0.0
10,0.0
11,0.0
11,0.0
9,0.0
10,0.0
10,0.0
8,0.0
11,0.0
7,0.0
10,0.0
7,0.0
7,0.0
10,0.0
11,0.0
11,1.2619271754075356
10,0.0
10,0.0
9,0.0
8,0.0
10,1.9301317138203133
11,0.0
8,0.0
10,0.0
11,0.0
12,0.0
11,0.0
9,0.0
9,0.0
10,0.0
11,0.0
11,0.0
11,0.0
9,0.0
9,0.0
10,0.0
9,0.0
12,0.0
7,0.0
10,0.0
11,0.0
10,0.0
12,0.0
8,0.0
10,0.0
11,0.0
10,0.0
12,0.056497137638360506
11,0.0
8,0.0
10,0.0
8,0.0
10,0.0
11,0.0
11,0.0
9,0.0
8,0.0
13,0.8073425500399063
10,0.0
6,0.0
11,0.0
10,0.0
8,0.0
9,0.0
11,0.0
