count,deltaKd
12,0.70140795215453
11,0.0
8,1.6468149996532215
11,0.2245927837633621
12,1.525896200529612
8,1.5865668941034006
12,2.0942315672437797
12,2.3460506837011703
10,1.563330908204982
11,1.630124623949082
12,1.773539390315416
8,0.9757939547430823
11,1.5229873220065855
11,0.9550748931755857
11,1.8385837143260568
14,2.2801571132892438
10,1.295566312651089
10,1.6082072119813606
11,1.6530570944059848
9,1.3031783497606275
8,0.860129734947221
13,2.4396818215077563
11,1.3553545433544327
12,2.2808117202528315
12,1.6593742941634773
10,0.0
12,2.3078809256416175
13,0.9270880079471739
11,0.8535414580154415
11,1.2839918388804117
11,1.9654565212380497
9,1.544017345951164
11,1.3324179604250856
11,1.8125268253147278
11,0.7550253303717902
11,2.302582355943281
12,1.950923831343915
9,0.0
11,0.7323352010034405
11,1.2538046227049113
11,2.278979270957956
12,0.9172299181382941
12,2.1059807446650485
9,0.036756649122164475
10,1.9714695580458956
10,1.7570461315824488
9,1.1819748296335026
12,2.6047998273123927
10,0.6727200707265935
11,1.430588334019192
10,1.3790466631462621
10,2.3878907090358767
14,2.2059896979359417
10,2.0328947716882872
11,1.2320097192079285
14,1.6163783192134913
10,1.3427087781442175
10,2.0037737614968787
12,1.4352074230803025
11,1.854622643389316
10,1.744237611331818
11,2.186316340419469
12,2.124030115297294
9,2.130347889873695
7,0.9374034584015725
10,0.9849721379708898
6,0.0
10,2.3006254499567396
11,1.1104389097812977
9,1.4683195289717759
11,1.7190496967013544
9,0.7000999237102175
10,2.1203549399375365
10,1.53610825635125
8,1.325033473658074
10,1.1411811200184943
8,1.1888491037846975
11,1.6355222782750474
10,0.0
10,0.27206250861600356
10,1.9623253215910266
11,2.2527346083742703
11,1.479532240974522
11,1.5334943603716127
11,1.6083183385329907
9,0.0
13,2.3338135358388996
10,0.0
9,0.0
8,1.3040568649632034
11,1.9122139371088167
11,2.0298785160330546
9,1.0182496528435667
14,1.0077147573485057
12,1.4251809595467329
11,1.4641413769183371
13,1.8278025503756155
8,1.2561952172311237
10,1.8747616629372956
10,0.7615231181342175
11,0.9017929132836606
8,0.9588496588377495
11,2.402745324824126
11,1.8790265807897866
12,1.7864801153116527
11,0.9690138610255934
10,1.0278999877656672
10,0.894481796692884
10,1.0708538702617183
8,1.1492503684441129
10,1.0551712397265796
11,1.1971335152760396
11,0.11578183796882335
11,1.9363408672106752
10,1.0861643974852875
10,0.0
10,1.3722465180569516
11,1.6415113786107183
10,0.7468920071598895
10,2.0301084517603005
8,0.9577626309182898
10,1.2415581758031369
10,1.4250161835699169
10,1.396186026192911
10,1.3516562876886118
9,1.2628966653187295
12,2.3760630275839407
11,1.6723279879765904
9,1.9137882228791723
10,1.1713821589128468
13,1.4235827395030212
9,1.8709615721447372
11,0.9731900040654917
12,0.7856457094065057
11,1.3440627988297145
10,1.2005497626000663
10,0.942110059740112
12,2.051284075104821
9,1.4153124021578156
8,0.972543657991582
10,1.2348429065466746
12,0.0
9,0.7914436120147625
10,1.7423400893205487
10,1.3547816073564745
7,0.586336670390053
11,1.5558636185647634
6,0.7325768615713821
13,2.1122775125550604
8,0.0
9,1.6149465399540377
13,1.9389953486119005
12,0.0
10,0.5153951669680099
11,1.335391560292405
9,0.0
10,2.061571020376671
10,1.5638006036554835
9,1.2659306602958438
10,1.5237876341703656
15,2.299386313507479
10,0.1732618379992248
11,2.1333424822896507
10,0.0
12,2.1005395751260263
11,0.0
11,1.9282985565070323
