85119,66912,83368.6,52454,42228,81406.3,10969.3,344,0.748649
104862,95366,72061.7,43266,41970,67559.7,10675,253,0.824324
126028,98814,83585,91145.7,80698,74020.7,26042,305,1.09324
65474,55607,77164.8,60164,58627,67254.2,7275.39,315,1.36892
146670,105434,91167.3,68955.7,53758,84063.5,18629.7,265,1.50541
105294,73726,93597.4,45299.7,32298,91917.9,2718.21,266,1.82568
79506.4,68903,75621.3,46709.9,43955,69643.5,7918.96,253,2.19324
119839,96124,81704.4,48678.1,38920,81967.4,17550.8,254,2.25676
125196,103788,79053.7,66580.5,62024,70350.5,11378.1,293,2.90946
82441,75380,71674.9,39846,38640,67581.4,9986.98,293,2.96622
79968.1,69943,74929.5,46306.5,45139,67231,23725.2,336,3.05135
78945.9,71362,72500.8,84053.3,78710,69985,1421.26,330,3.1527
110647,89874,80683.3,39087.9,25590,100104,44412.5,258,3.16081
32051.1,31793,66068,5642.98,6165,59986.8,1239.15,331,3.74189
75717.9,68202,72758.1,31518.3,31310,65972.1,12076.5,261,3.9027
37864.1,35659,69588.7,27561.6,28623,63105.8,19169.4,350,5.52568
88004.2,70459,81855.3,61031.5,57039,70123.3,13513,257,5.62432
99250.3,87192,74599.4,39862.6,38076,68611.1,18850.6,314,6.07027
93509.4,75664,80992.7,61731.3,53780,75225.4,19465.5,289,6.96351
104068,89963,75811,47448.9,43407,71638.4,17159.5,317,7.38108
79574.9,72695,71738.3,33235.5,32163,67721.4,28904,270,7.81216
142848,113819,82250.5,77465.4,64831,78307.8,11267.8,282,7.93243
69127.7,60941,74340,45231.9,42985,68961.7,17446.1,321,8.27568
83470.8,67122,81498.5,41585.7,32694,83359.7,14069.5,269,9.12973
118923,86778,89812.3,93454.3,72606,84354.2,19629.8,286,9.25135
89697.1,76248,77095.7,21940,18972,75788.6,25892.9,316,9.42297
121458,103319,77042,48793.6,42643,74988.5,10760.2,266,9.56351
126976,103338,80527,68607.1,53870,83464.5,29624.4,257,9.64054
119715,94014,83452,73570.6,63882,75475.4,20843.3,261,10.0405
121213,103403,76824.1,35476.3,28783,80775.9,17454.5,252,10.0432
54897.6,51689,69604.2,36577,37533,63866.8,5100.8,260,10.7189
101736,83157,80178.5,96961.2,89681,70856.1,12822.8,257,10.8878
105479,85086,81243.7,68416.7,56170,79824.7,8339.42,276,11.1473
90994.8,67683,88108.3,65486.9,46663,91973.3,23653,258,11.4743
92216.5,81843,73842.6,24278.4,23623,67354.2,16234.8,317,11.5095
45212.4,42684,69418,26327.6,26600,64864.8,11078.5,320,11.8811
93966.4,80852,76166.1,39970.9,38304,68388,5861.49,286,12.477
121548,103184,77199.5,63559.1,57332,72654.2,5517.72,282,12.5595
98083.7,80702,79651.2,34094.7,28042,79681.5,32492.9,310,12.5892
99831.7,86525,75614.8,69194.9,54393,83370.3,25352.5,251,12.7486
