-82.3444,2.166163844349098,3.5059316108234713,4.160394859774691,4.514853720815928
-95.8543,2.1717100188983225,3.481159043698911,4.141362473882886,4.506277060205471
-105.176,2.1910483084439036,3.451968269098925,4.126915155171188,4.4980232206684
-111.741,2.1766600371151967,3.396939182243263,4.090838449974563,4.4739509623203215
-112.179,2.168376079931408,3.3432815657037733,4.038174596300537,4.441536968563321
-105.565,2.1528860909494654,3.218918905041847,3.8470159940192645,4.263090723813201
-120.711,2.1803030356023783,3.0429370999247856,3.5180932541509464,3.8829997803489618
-117.114,2.1780685030557625,2.863381827646736,3.2141517295433837,3.552018135363153
-96.9042,2.1488870884645146,2.6869575497023273,2.881755028668368,3.1379505216497536
-97.763,2.1918933085443904,2.6071693724497953,2.6844691154790765,2.8650222089906503
-134.923,2.226047830065501,2.63264526092777,2.7366123438251813,3.2509363334245385
-111.526,2.0584572214383505,2.619179230667421,2.805926173848336,3.168990733816819
