56094.6,54384,67597.4,19617.2,20116,63910.8,16759,-16.5336,0.386743
84698.2,78780,70459.3,39656.8,41416,62752.2,16079.5,-17.9235,0.39559
89784.5,76958,76458.8,50601.2,49978,66353.2,16789.8,-4.68033,0.399382
74892.3,66418,73897.8,26460.8,25286,68580.9,23618.3,-33.3803,0.400646
93679.5,73785,83206.3,43030.4,32365,87132.4,15426.6,46.9934,0.403174
94996.2,84343,73813.7,35971.3,35363,66663.4,15763.9,6.11057,0.405701
111221,102683,70985.4,56921.3,56047,66558.3,15198.2,43.2318,0.406965
121313,76134,104426,81431.7,59682,89419.1,25383.1,-37.8829,0.409493
75026.3,67182,73188.1,47035.9,47162,65360.8,26477.5,-3.19325,0.425923
137135,92106,97575.6,49543.3,31054,104556,16648.2,-12.4774,0.427187
59285.7,57010,68152,22283.9,23590,61907.6,17355.7,-67.5418,0.430979
98286,86997,74040.2,46118.5,42529,71067.2,23521.4,9.27385,0.43477
65502.5,61758,69509.6,19523.1,20282,63083.9,19000.2,-54.1199,0.437298
72504.9,66134,71849.3,20427.5,19234,69602.8,18251.6,56.4202,0.437298
84734.3,75994,73073.5,34969.3,34414,66593.6,15707.8,17.0493,0.438562
94745.4,78659,78938.6,51493.7,43687,77247,20296.4,17.0245,0.439826
109335,88870,80627.3,55943.1,52978,69203.9,22567,15.0527,0.442354
61338.6,58335,68910.4,19608.8,20347,63158.4,20240.9,89.3427,0.443617
88095.4,71186,81103.3,36235.5,27350,86827.4,14403.8,0.361694,0.454992
126818,112298,74009.9,37432.6,32846,74687.5,29544.2,-5.85635,0.454992
131262,99062,86838.7,67905,57522,77365.5,29588,14.8956,0.45752
81963.1,73242,73339.6,33700.8,32446,68070.5,14948.1,58.299,0.45752
53180.1,51264,67985.5,23212.1,25124,60548.9,20466,-30.6428,0.462575
89964,82041,71865.1,64394.5,62829,67168.9,23356.6,-42.063,0.462575
70681.9,62438,74188.9,28154.2,26370,69970.2,24468.9,-14.319,0.468895
110508,103273,70127.1,23220.5,23069,65966.3,24299.2,50.1784,0.484061
151765,127583,77957.8,39014.2,30011,85196.5,16767.1,-3.67068,0.484061
