,variant,correct_counts_6261_x_9_1,correct_counts_6261_x_9_2,correct_counts_6261_x_9_3,correct_counts_6261_x_9_4,correct_counts_6261_x_8_2,correct_counts_6261_x_115_3,correct_counts_6261_x_115_2,correct_counts_6261_x_8_3,correct_counts_6261_x_8_1,correct_counts_6261_x_85_4,correct_counts_6261_x_115_1,correct_counts_6261_x_8_4,correct_counts_6261_x_85_1,correct_counts_6261_x_115_4,correct_counts_6261_x_85_2,correct_counts_6261_x_85_3,correct_counts_6261_x_0_2,correct_counts_6261_x_0_3,correct_counts_6261_x_0_1,correct_counts_6261_x_11_4,correct_counts_6261_x_0_4,correct_counts_6261_x_11_1,correct_counts_6261_x_11_3,correct_counts_6261_x_11_2,correct_counts_6261_x_105_1,correct_counts_6261_x_10_4,correct_counts_6261_x_95_4,correct_counts_6261_x_75_1,correct_counts_6261_x_75_3,correct_counts_6261_x_7_4,correct_counts_6261_x_105_2,correct_counts_6261_x_12_4,correct_counts_6261_x_105_3,correct_counts_6261_x_75_2,correct_counts_6261_x_95_3,correct_counts_6261_x_10_3,correct_counts_6261_x_7_1,correct_counts_6261_x_12_1,correct_counts_6261_x_10_2,correct_counts_6261_x_95_2,correct_counts_6261_x_105_4,correct_counts_6261_x_7_2,correct_counts_6261_x_12_2,correct_counts_6261_x_12_3,correct_counts_6261_x_7_3,correct_counts_6261_x_10_1,correct_counts_6261_x_75_4,correct_counts_6261_x_95_1,mean_bin1__7_,mean_bin2__7_,mean_bin3__7_,mean_bin4__7_,meanbin__7_,mean_bin1__75_,mean_bin2__75_,mean_bin3__75_,mean_bin4__75_,meanbin__75_,mean_bin1__8_,mean_bin2__8_,mean_bin3__8_,mean_bin4__8_,meanbin__8_,mean_bin1__85_,mean_bin2__85_,mean_bin3__85_,mean_bin4__85_,meanbin__85_,mean_bin1__9_,mean_bin2__9_,mean_bin3__9_,mean_bin4__9_,meanbin__9_,mean_bin1__95_,mean_bin2__95_,mean_bin3__95_,mean_bin4__95_,meanbin__95_,mean_bin1__10_,mean_bin2__10_,mean_bin3__10_,mean_bin4__10_,meanbin__10_,mean_bin1__105_,mean_bin2__105_,mean_bin3__105_,mean_bin4__105_,meanbin__105_,mean_bin1__11_,mean_bin2__11_,mean_bin3__11_,mean_bin4__11_,meanbin__11_,mean_bin1__115_,mean_bin2__115_,mean_bin3__115_,mean_bin4__115_,meanbin__115_,mean_bin1__12_,mean_bin2__12_,mean_bin3__12_,mean_bin4__12_,meanbin__12_,mean_bin1__0_,mean_bin2__0_,mean_bin3__0_,mean_bin4__0_,meanbin__0_
0,00011001100,1893.0,195.0,46.0,11.0,266.0,0.0,0.0,96.0,2322.0,15.0,1421.0,34.0,2242.0,3.0,227.0,75.0,76.0,0.0,1461.0,0.0,0.0,1185.0,2.0,6.0,1820.0,10.0,11.0,2144.0,84.0,15.0,91.0,7.0,14.0,333.0,27.0,28.0,2323.0,1607.0,66.0,83.0,3.0,657.0,3.0,3.0,202.0,1996.0,14.0,2055.0,129567.29399265624,19964.743996993093,6130.353591198047,440.526675335133,2.6614506553778634,55955.381944211316,12753.238031388202,3087.5812826960746,502.3031993510626,2.736494274837394,76392.75712939967,7430.6640625,2682.326710199422,1161.0754692002974,2.6210804124549214,86724.44908262444,7577.668790821407,2486.42542711424,403.3869335059159,2.549693170990996,92610.92768965429,7498.498337596268,1355.1385949082078,377.4560748038146,2.554442976328596,79946.86790953482,3325.8861477158434,811.139524171159,368.92120545561124,2.5210626918976726,82184.05067072177,2236.9637416358883,936.2897552218529,356.62398536224435,2.5044485324751435,13666.036476225921,480.49989381864225,90.98357025818166,14.925699528267502,2.488066831319659,11533.972426238517,48.924516066722774,15.372776180382116,0.0,2.4624319228452043,19227.595733058115,0.0,0.0,27.69449042326791,2.4401084648032856,93581.53652045192,80.99199100744696,55.45105803737161,119.33326815915534,2.4388837225915663,76654.48900632515,35.72094468614046,0.0,0.0,2.4057422846917307
1,10000001100,1864.0,161.0,83.0,9.0,280.0,0.0,0.0,91.0,2299.0,22.0,1941.0,19.0,2382.0,2.0,194.0,71.0,10.0,0.0,1546.0,1.0,1.0,786.0,2.0,22.0,2233.0,25.0,16.0,1980.0,124.0,54.0,35.0,0.0,0.0,390.0,51.0,22.0,1811.0,1924.0,117.0,141.0,0.0,803.0,1.0,1.0,274.0,2160.0,16.0,2267.0,101010.06001752065,24401.353774102667,8315.430118753788,1585.896031206479,2.736295991672606,51675.21280295635,14936.224721445642,4557.85808397992,574.0607992583572,2.784053618568609,75636.06745929795,7821.7516447368425,2542.622194043202,648.8362916119308,2.6125103410922073,92139.89193345737,6476.06936308085,2353.8160710014804,591.63416914201,2.5405060478646493,91192.1654588038,6191.067858220509,2445.1413777691573,308.8276975667574,2.5596279499879424,88194.42800531164,5649.999359372698,1532.1524345455225,536.6126624808891,2.5413187706021927,88936.64802042035,3965.5266328999833,735.6562362457416,891.5599634056109,2.51770055525311,16767.17552275411,184.80765146870854,0.0,0.0,2.4713752043480026,7650.381710568333,179.38989224465018,15.372776180382116,8.056976599881414,2.4721509149726613,26263.73210265011,0.0,0.0,18.46299361551194,2.439525942177434,112041.61559760392,26.997330335815654,18.483686012457206,0.0,2.437666513019173,81114.19575891765,4.700124300807955,0.0,0.34868438698602583,2.4055797311287654
2,01011001100,1582.0,183.0,86.0,24.0,393.0,0.0,2.0,110.0,1815.0,47.0,1583.0,22.0,1687.0,0.0,245.0,132.0,22.0,0.0,1283.0,0.0,0.0,1298.0,1.0,57.0,1551.0,18.0,6.0,1411.0,84.0,47.0,92.0,0.0,3.0,551.0,39.0,22.0,1016.0,1523.0,76.0,150.0,1.0,739.0,0.0,0.0,218.0,1739.0,10.0,1769.0,56668.26116940971,22456.538529342306,6615.9261528771,1380.3169160500836,2.8077060226256743,36825.11377018758,21102.204670555253,3087.5812826960746,358.78799953647325,2.8438037942844385,59712.68483628786,10978.38712993421,3073.4993554368375,751.2841271296041,2.6691580556914354,65256.086352536775,8178.541205952621,4376.108751721062,1263.9457249852032,2.6249558914173945,77395.92583467146,7037.052286051883,2533.51998178491,823.5405268446865,2.587319846518437,68820.44249730758,6010.6376163539335,1171.6459793583408,201.2297484303334,2.5473932821263694,71602.2365312551,2575.8976418837497,735.6562362457416,641.9231736520398,2.514064380497642,11646.166249794727,485.7801124320339,19.496479341038928,4.9752331760891675,2.4863249333034947,12633.83646350852,464.78290263386634,7.686388090191058,0.0,2.4755055512847908,21419.62283281562,22.57032451074085,0.0,0.0,2.4393893269936076,88689.90673344633,0.0,0.0,0.0,2.4374973449115065,67315.3383950138,10.340273461777501,0.0,0.0,2.405615183821736
3,00001011100,1523.0,105.0,41.0,18.0,218.0,7.0,1.0,96.0,1799.0,39.0,1654.0,27.0,1714.0,0.0,224.0,65.0,11.0,63.0,1022.0,0.0,0.0,1862.0,11.0,36.0,1121.0,27.0,10.0,1816.0,93.0,48.0,7.0,0.0,8.0,395.0,28.0,18.0,1179.0,1341.0,29.0,44.0,14.0,675.0,1.0,10.0,116.0,1608.0,17.0,1956.0,65759.72432946264,20511.72328458194,3520.401072173136,1409.6853610724256,2.740631579048837,47395.04366170138,15127.714781976996,3418.3935629849398,609.9395992120045,2.7818597609263427,59186.29202230406,6089.792351973684,2682.326710199422,922.0305196590597,2.6345107163782804,66300.49318805455,7477.523388299539,2154.9020368323413,1048.8060271153813,2.582099991316418,74509.47853742393,4037.6529510133755,1207.84092154862,617.6553951335148,2.5489242144522506,76095.41295914847,1763.1203674638207,841.1817287700908,335.38291405055566,2.512142238063266,66208.39352631292,982.9083107187993,601.900556928334,962.8847604780598,2.5112367943993577,8417.377412005088,36.96153029374171,51.9906115761038,69.65326446524834,2.483977919990432,18123.423339794193,293.54709640033667,84.55026899210164,0.0,2.46986459157709,22380.326067894526,11.285162255370425,75.18133444849813,0.0,2.4409653139716174,78091.37552826758,26.997330335815654,184.83686012457204,0.0,2.438722862141163,53621.415307641546,5.170136730888751,6.45013939861704,0.0,2.4056481375586145
4,00000001101,1519.0,61.0,38.0,8.0,187.0,0.0,0.0,43.0,2114.0,37.0,1532.0,14.0,2017.0,0.0,201.0,71.0,10.0,0.0,1071.0,0.0,2.0,1341.0,1.0,60.0,2123.0,25.0,15.0,1930.0,57.0,60.0,3.0,1.0,0.0,264.0,18.0,25.0,1712.0,1485.0,34.0,73.0,0.0,572.0,7.0,0.0,152.0,1814.0,9.0,1731.0,95488.25110435966,17381.786250045734,4612.939335951006,1762.106701340532,2.692691335130482,50370.28318672007,10110.675196055512,2095.144441829479,322.9091995828259,2.7118594798007662,69549.65054761022,5223.812705592105,1201.4588389434912,478.08989908247537,2.57853867000804,78021.05878664296,6709.741968965211,2353.8160710014804,995.021102647926,2.5628121635851486,74313.78719523764,2345.6840953506276,1119.4623175328672,274.51350894822883,2.528356731447709,67342.10625372494,2925.1769732922476,540.7596827807727,503.0743710758335,2.524151428285015,74690.3145875197,1152.3752608427303,835.9729957337972,891.5599634056109,2.509636984051855,15941.206285180016,15.84065584017502,0.0,0.0,2.466889345347281,13052.368796274981,489.24516066722776,7.686388090191058,0.0,2.475773017099335,20729.540227336405,0.0,0.0,0.0,2.4389697818801257,86477.02659170573,188.98131235070957,0.0,17.047609737022192,2.438458319622142,56192.30508266546,4.700124300807955,0.0,0.6973687739720517,2.4055967698929392
5,00100001101,1479.0,145.0,48.0,12.0,118.0,0.0,0.0,84.0,1893.0,23.0,1497.0,10.0,1979.0,0.0,152.0,66.0,0.0,0.0,1109.0,0.0,0.0,1093.0,1.0,32.0,1557.0,26.0,15.0,1641.0,79.0,48.0,17.0,0.0,1.0,236.0,63.0,7.0,1564.0,1328.0,50.0,62.0,2.0,523.0,4.0,4.0,167.0,1639.0,18.0,1735.0,87233.42565842203,15892.787078276084,5068.163612525118,1409.6853610724256,2.6983089529359026,42827.79000487443,9038.330857079927,2903.796682535594,645.8183991656518,2.7494905628539845,62278.84980445891,3296.3096217105262,2347.035871424494,341.492785058911,2.5877021008157644,76551.1528699883,5074.033727774687,2188.054375860531,618.5266313757378,2.5442959581408355,72356.8737733749,5575.806456161328,1414.057664252043,411.77026342234325,2.5600618783846585,67497.7205951547,2484.3968814262926,1892.6588897327042,503.0743710758335,2.540496187797934,67484.7991229023,1694.669501239309,234.07243880546324,927.2223619418353,2.509887700127938,11691.21911729877,89.76371642765844,6.498826447012975,9.950466352178335,2.471441917697605,10638.507900319577,260.9307523558548,7.686388090191058,0.0,2.4705645705778503,20255.954125536944,0.0,0.0,0.0,2.4389697818801257,77334.33758504054,107.98932134326262,73.93474404982882,0.0,2.4384758008702607,58186.05633676563,0.0,0.0,0.0,2.405552656209529
6,00010001101,1464.0,174.0,24.0,30.0,176.0,0.0,14.0,46.0,1548.0,21.0,1547.0,3.0,1970.0,0.0,223.0,80.0,18.0,0.0,1136.0,19.0,0.0,1138.0,25.0,43.0,2307.0,6.0,13.0,1747.0,67.0,14.0,33.0,5.0,0.0,350.0,25.0,18.0,1616.0,1237.0,77.0,76.0,1.0,553.0,3.0,1.0,138.0,1911.0,25.0,1542.0,90133.76973402173,16804.419224257505,4188.063344481834,411.1582303127908,2.6743041547849167,45594.24079129532,13404.304237194807,2462.7136421504406,896.9699988411832,2.768605385287809,50928.50475293311,4916.5296052631575,1285.281548637223,102.4478355176733,2.590417066440751,76203.01725814905,7444.141587458916,2652.187122255189,564.7417069082823,2.5651532329648314,71623.03124017638,6690.9677473935935,707.0288321260215,1029.425658555858,2.5709863963307944,59989.32862116919,3045.3897256193263,751.0551149732953,435.99778826572236,2.531927978592439,78684.22887362189,2609.791031908536,601.900556928334,213.9743912173466,2.5016021040329104,17322.827555303957,174.2472142419252,0.0,4.9752331760891675,2.471327534266877,11076.50685321471,350.6256984781799,192.15970225477645,153.08255539774686,2.4989980606154636,20932.505699536177,157.99227157518595,0.0,0.0,2.4419555706280565,72035.07198245116,80.99199100744696,18.483686012457206,85.23804868511095,2.438772145541528,59602.66906994207,8.46022374145432,0.0,0.0,2.4056104358798014
7,01011000000,1460.0,238.0,72.0,41.0,353.0,0.0,0.0,104.0,1935.0,21.0,2016.0,12.0,1802.0,0.0,315.0,91.0,209.0,0.0,1391.0,0.0,13.0,2336.0,11.0,13.0,1790.0,48.0,17.0,1681.0,121.0,82.0,43.0,0.0,17.0,573.0,47.0,41.0,1411.0,1512.0,120.0,141.0,2.0,750.0,0.0,0.0,188.0,1791.0,16.0,1973.0,78699.72097444595,22790.803649535494,5705.477599728876,2408.2124918320606,2.7591696855167225,43871.73369786344,21944.760936893214,4447.587323883631,574.0607992583572,2.8436603192134533,63660.6309411664,9860.994037828947,2905.8539360493737,409.7913420706932,2.6439322970905024,69704.48583714954,10515.267264796226,3016.8628515652777,564.7417069082823,2.598128868838613,71427.33989799011,9152.013355630317,2121.086496378064,1406.8817333596728,2.613353346159513,76756.7739102249,5649.999359372698,1411.9836161497951,570.1509538859447,2.5486805871455265,73743.30398359854,4067.206802974342,1370.9957130034275,1711.7951297387729,2.5486314159677064,13440.772138705714,227.04940037584194,110.48004959922058,9.950466352178335,2.481089695246557,22737.0123102896,106.00311814456602,84.55026899210164,0.0,2.464325660751809,27278.55946364895,0.0,0.0,0.0,2.4389697818801257,88049.33616610037,0.0,0.0,0.0,2.4374973449115065,72981.78932771955,98.23259788688627,0.0,4.532897030818336,2.406150163590613
8,00001001100,1433.0,85.0,52.0,16.0,175.0,0.0,4.0,56.0,1816.0,16.0,1490.0,11.0,1790.0,0.0,136.0,51.0,0.0,0.0,1114.0,0.0,0.0,1016.0,14.0,4.0,1436.0,20.0,3.0,1877.0,58.0,36.0,15.0,1.0,10.0,294.0,27.0,18.0,1534.0,1405.0,34.0,105.0,0.0,396.0,0.0,4.0,184.0,1510.0,8.0,1916.0,85560.15023019142,12033.54432695474,5584.084459309112,1057.2640208043192,2.68516936383997,48987.05779350963,11259.615559243639,2131.9013618615754,287.0303996291786,2.7230338015574747,59745.58438716185,4888.594777960527,1564.6905809496627,375.6420635648021,2.590805480690411,69240.30502136385,4539.92491432472,1690.769290437683,430.2793957396437,2.5365404483071337,70106.42333823275,3268.576198439399,1531.8958029397131,549.0270178964577,2.5503720597864725,74539.26954485095,4207.446331447753,811.139524171159,100.6148742151667,2.5244130587422218,62173.30486612719,1152.3752608427303,601.900556928334,713.2479707244887,2.5090802024962606,10782.652955967265,79.2032792008751,64.98826447012975,0.0,2.4743449803200592,9889.043025365681,32.61634404448185,107.60943326267481,0.0,2.468847340765706,20161.236905177055,45.1406490214817,0.0,0.0,2.4398601905976065,81818.33155646232,0.0,73.93474404982882,17.047609737022192,2.438042836650487,58448.392028094604,0.0,0.0,0.0,2.405552656209529
9,00100011100,1430.0,90.0,47.0,16.0,130.0,11.0,0.0,35.0,1872.0,28.0,1759.0,11.0,1824.0,0.0,180.0,48.0,5.0,1.0,1142.0,2.0,0.0,1704.0,0.0,5.0,1472.0,21.0,2.0,2072.0,72.0,36.0,22.0,0.0,4.0,297.0,30.0,17.0,1483.0,1435.0,29.0,62.0,0.0,667.0,17.0,2.0,167.0,1732.0,6.0,1903.0,82715.5820021994,20268.6213789869,5068.163612525118,1057.2640208043192,2.717013949061883,54076.28329683108,11374.509595562451,2646.498242310921,215.27279972188396,2.7187152861767454,61587.95923610516,3631.5275493421054,977.9316130935392,375.6420635648021,2.567289972676326,70555.48399942328,6008.724151312129,1591.3122733531134,752.9889425443764,2.551356882901984,69959.65483159304,3460.8453865828933,1384.5981295801253,549.0270178964577,2.5496520557837132,74033.52293520425,2484.3968814262926,901.2661379679544,67.07658281011113,2.5133740500723776,71314.0159126704,982.9083107187993,568.4616370989821,748.9103692607132,2.5039298838404824,11052.970160991514,116.1648094946168,25.9953057880519,0.0,2.472942461397495,16585.560349629057,40.77043005560231,0.0,16.11395319976283,2.4617796666984058,23801.08437329291,0.0,118.14209699049707,0.0,2.441619697008766,83565.3421946786,458.9546157088661,36.96737202491441,0.0,2.43980533546258,59917.47189953684,2.3500621504039776,0.10238316505741332,0.0,2.4055694223810793
