_7_,2.211560768989927,3.5754101126121354,4.187862177088972,4.554721998710444,0.23300302147456686,0.3647296659658336,0.09962571565523924,0.16157907981561404
_75_,2.283158918373706,3.5931354930679276,4.202503401512323,4.5490724264461475,0.17418446965640708,0.37076976836765085,0.0967463953648856,0.14019027716185117
_8_,2.2970176175278585,3.5344749335010692,4.177722423043301,4.536762465753474,0.16053378018666886,0.3736375238782308,0.10331260015763576,0.13761582845645065
_85_,2.3001644765377494,3.426763339423665,4.121151824950757,4.494943418294204,0.16162728091901044,0.37420206998263983,0.11111064039068247,0.13906604755266197
_9_,2.282731999914586,3.3765065361650155,4.078783670197737,4.466739830773221,0.17331680680360181,0.3646727505753272,0.11497372878775919,0.14675764916962855
_95_,2.278726293767103,3.255228547443838,3.8952416475690743,4.288213898368328,0.15843836378382337,0.30942682199365923,0.1135884265095463,0.1545932495752951
_10_,2.2650362906601678,3.0133585458885648,3.4393998401512826,3.7804912890134186,0.1541606403591128,0.18539829941271616,0.08900237919190981,0.15734235281663647
_105_,2.2670039002584663,2.8939978392795194,3.2312696926547053,3.5537559415444453,0.1595383987320438,0.13154672623946714,0.07827810022077755,0.17289353235972
_11_,2.2948799246455014,2.732646741857565,2.9145140287671945,3.1590826484387686,0.17530880807911078,0.05719766988091677,0.0515125044751687,0.16456366575600398
_115_,2.3242578401711325,2.6508988087857226,2.7139564982428497,2.8851337428565014,0.16586978405977248,0.016852129715201395,0.022357998190550545,0.24018172085480094
_12_,2.261375925083986,2.6431568356397586,2.7255989767313014,3.4410701739009735,0.1355573216592945,0.015194802569211881,0.0495038322445318,0.5307928144587122
_0_,2.191736204547072,2.646928784503486,2.7195429757578395,3.521677269874784,0.12739595962561304,0.013717308027109026,0.0435871530962323,0.6023315599238293
