Order 1,Order 2,Order 3,Order 4,Order 5,Order 6,Order 7,Order 8,Order 9,Order 10,Order 11,Mutation
0.9810499375485422,0.00831230516290049,0.003635608325364019,0.0024198669474482797,0.2027565885224521,0.15245798703406424,0.06481652025559385,0.03205376494622028,0.02712711355473113,0.0008378689307455121,2.989561429357308e-05,Mut 1
0.0,0.22508529006760009,0.2161782429692447,0.17210196413346812,0.11374557690247405,0.08118092931861641,0.0604119143249332,0.03765262530525923,0.01871679984985776,0.008723448124911314,0.000349938354585972,Mut 2
0.0023687578064321897,0.11641573210868392,0.039735317521560995,0.03184195425633757,0.037405761317044296,0.026689441840635035,0.03871313679052605,0.25644980493285247,0.0692535272359037,0.21469527169779995,0.15821192041671558,Mut 3
0.002368757806432188,0.10310836921546473,0.08778828917754114,0.10505752004731914,0.0034793583484977833,0.0006159483888662451,0.029790672896358342,0.006395023655226924,0.42116177646231,0.0015560698905896118,0.4101723597557872,Mut 4
0.0023687578064321892,0.031556952806743796,0.02449182984268682,0.02772680872615698,0.04416753789104506,0.03349235279807317,0.23543393311318353,0.03884173885618929,0.1698747265786085,0.19005356449806746,0.07851022035367765,Mut 5
0.002368757806432189,0.06946386341189177,0.08559851826162145,0.018236203683911958,0.11384025885146429,0.07503172739545459,0.02835581645672853,0.009529401290077759,0.010300503856496194,0.00033007310673339416,0.014652001898384616,Mut 6
0.0,0.005281530730560029,0.1207994988611017,0.2106227239685202,0.098725966855489,0.07820704721633565,0.05415507880819403,0.07074712146054357,0.027133561688392923,0.0023502885464703385,0.32045558913260086,Mut 7
0.0023687578064321884,1.2808416340758029e-05,0.0006611898966630888,0.01265735677775334,0.050481669338073645,0.07442097321258916,0.14808755849251404,0.1479983329544831,0.04062951772241014,0.338718000540035,0.0,Mut 8
0.00236875780643219,0.1666787402862215,0.16542310964896445,0.1387645617979289,0.11009210525676484,0.11898510236889656,0.15525462482545113,0.1559350753058689,0.06860582802309304,0.031169273151025672,0.004788708036681614,Mut 9
0.0023687578064321875,0.13492047463888332,0.13179903204073595,0.06324438294495668,0.11921975228657594,0.1414184963563475,0.08098106299482347,0.13024169444367756,0.06722768318878972,0.1319904627711559,0.010689507608900186,Mut 10
0.002368757806432189,0.1391639331547094,0.08149537903170778,0.15458535912911656,0.10608542443011858,0.21749999407012116,0.10399968104169355,0.11405666121903191,0.07996896183940647,0.07957567874246566,0.002139858828372289,Mut 11
