H9,H9,H9,H9,H9,H9,H1,H1,H1,H1,H9,4.5573947521253846e-05,4.2651275392859025e-05,5.329483899912148e-05,4.023492337740431e-05,4.346904294714271e-05,4.646794450412544e-05,4.453738038216465e-05,4.8456008156380016e-05,4.990694500129955e-05,4.932980087200941e-05
H9,H9,H1,H1,H9,H1,H9,H1,H1,H1,H9,7.335847261830624e-05,8.037033470935557e-05,8.610514769939104e-05,6.75451389123631e-05,7.398068910629714e-05,7.697408839890854e-05,7.99493546705159e-05,8.403954192063545e-05,8.668479510876173e-05,8.327900486333258e-05
H9,H1,H9,H1,H1,H1,H1,H9,H9,H9,H1,0.00015611023089058226,0.00013171839704036086,0.00013576795515383693,0.00016068647577187597,0.0001234218847342585,0.0001379517632219572,0.00017166095336829476,0.00014982238902109683,0.0001707569296148141,0.00012584100334427862
H1,H1,H9,H9,H1,H1,H1,H9,H9,H9,H9,0.00022994561926230908,0.00022501972634323753,0.00027455877405406276,0.0002394563466353246,0.0002284387999180265,0.0002733444164335261,0.0002408603498250157,0.0002545232349753565,0.0002563367929894936,0.0002518254600906188
H9,H1,H9,H9,H1,H1,H9,H9,H9,H1,H1,0.00012306079497605417,0.00011043069268815668,0.000113065023691046,0.00012355459622347066,0.00010181237631382264,0.00011144078856502524,0.0001270724418880139,0.0001230020698844087,0.0001530622532302949,0.00011043970922791299
H1,H9,H9,H1,H1,H9,H1,H1,H1,H1,H1,6.0706336068770575e-05,5.2863518449801026e-05,5.468538081784739e-05,6.093340622644979e-05,4.737296952597696e-05,5.254537106653192e-05,6.748539998309547e-05,5.7051794701605933e-05,7.729349070026997e-05,4.8999645624028966e-05
H1,H9,H9,H9,H1,H9,H9,H9,H1,H1,H1,8.526983983502127e-05,7.670222245949105e-05,8.17854687829487e-05,8.694514253888598e-05,6.879300756769634e-05,8.441871132295187e-05,8.941301637057167e-05,7.788636833385836e-05,0.00011196729143724709,7.414482557232125e-05
H9,H1,H1,H1,H9,H1,H9,H1,H9,H1,H1,0.00010033553608853277,0.0001011733110894914,9.057847745197962e-05,0.00010042076064456143,8.652428900428537e-05,9.618373452388406e-05,0.00011694295816200194,0.0001123366045758729,0.00012792947206131104,9.425289972783868e-05
H1,H9,H1,H9,H1,H1,H9,H9,H1,H1,H1,0.00010109697354015757,9.007674828291647e-05,8.394548677081021e-05,8.854829564767078e-05,7.847306966575623e-05,9.659522173754935e-05,0.00010185205587726794,9.046841832023563e-05,0.00011347989289827976,9.609769986853114e-05
H1,H9,H9,H1,H1,H9,H9,H1,H9,H1,H9,0.0001258553814810801,0.00012669812718676742,0.0001456887506887176,0.00012145976895818889,0.00012313699451056126,0.0001281703728968271,0.000130187747863055,0.00014247741965166377,0.0001695653121058142,0.00014222408172791685
H9,H1,H9,H9,H1,H1,H1,H1,H9,H1,H1,8.242716242267315e-05,7.12439719795659e-05,7.643427352180383e-05,8.076880795564108e-05,6.77208042271278e-05,7.563809483688885e-05,8.375467701800122e-05,7.984293419352458e-05,9.573668338739029e-05,7.230488365809719e-05
H1,H1,H9,H9,H1,H9,H9,H9,H1,H9,H1,0.0001875353155064796,0.0001753704325365822,0.00017655415266172475,0.00020266896160577144,0.00015707060584155792,0.0001777609644099642,0.0001880935207593215,0.0001657118082521381,0.0002067952199724557,0.00015395138066136207
H1,H1,H1,H1,H9,H9,H9,H9,H9,H9,H9,0.00035470709053882834,0.00035051215306333857,0.0003873866380157621,0.00032470901548671625,0.0003804726823669122,0.00041589962612818566,0.00037831098426208034,0.0004023919736857336,0.00039398302779478295,0.0003761878557837303
H1,H1,H9,H1,H9,H9,H9,H9,H1,H1,H1,0.00014807375542995853,0.0001309574328096569,0.00014472398299182943,0.00015055077507841047,0.00012413161558308923,0.00012591175734129036,0.00017113946220173178,0.0001480346835079715,0.00017922664308328234,0.0001326564002672156
H1,H9,H1,H9,H1,H9,H9,H9,H9,H1,H1,0.00015556260150015227,0.00013510488297239319,0.00012837865586323488,0.00013270186794683657,0.00011926952542708918,0.00014715621075961482,0.00015075293224433385,0.00013168163881624396,0.00017311218883551632,0.00014066560106053492
H1,H9,H1,H1,H1,H1,H9,H9,H1,H9,H9,0.00019035482746245842,0.00016159976943551092,0.0002106895610141401,0.0001726186077079114,0.00017013975232299026,0.00019977455435786156,0.00019378561256449682,0.0001894589142069324,0.00020588450022653514,0.00019296909337397452
H1,H9,H1,H9,H1,H1,H1,H1,H1,H9,H9,0.00010110696118345461,9.752629764540679e-05,0.00010380753264199097,9.367738305188805e-05,0.00010188770264460127,0.00011332878008404919,0.00010488685351478883,0.00010047840047155878,0.00010680996763760661,0.00011058795088057989
H9,H9,H1,H1,H1,H9,H9,H1,H1,H9,H9,0.0001318522894546404,0.00013204640520574423,0.00014744896759551072,0.00013246079179277784,0.00014490343906872004,0.0001401843473423443,0.00013926168647447246,0.00013653837936288427,0.00014870484193508062,0.00014350892212786076
H9,H9,H1,H1,H9,H1,H1,H9,H1,H1,H1,6.504339580301618e-05,6.090473190378304e-05,6.021262121033489e-05,6.161403473511552e-05,5.396440021531651e-05,5.952365122142198e-05,7.492309325563427e-05,6.485838081854355e-05,7.19862112286123e-05,5.68868234751485e-05
H9,H9,H1,H1,H9,H9,H1,H9,H1,H9,H1,0.00012827133429139297,0.00010263984700971698,0.0001093662955611212,0.00011560924866192015,9.707929118132745e-05,0.00011052136271369596,0.000132109473572794,0.00010981474141547413,0.00011772271302406656,9.335643938000088e-05
H1,H9,H9,H1,H1,H1,H1,H9,H9,H9,H9,0.00018024259330538908,0.0001713209553624753,0.00020044400900265182,0.00018491817159794173,0.00017018568759764668,0.0001959752642361165,0.00019689675495229708,0.00020197106514967223,0.00021376585868158939,0.00018901721654580015
H1,H9,H9,H1,H9,H1,H1,H1,H1,H9,H1,8.738568494470186e-05,8.637431868573891e-05,7.646881814816804e-05,0.00010209286638708661,7.119277890979458e-05,7.632708299868293e-05,9.864007625942087e-05,8.162317231108376e-05,0.00010729028441136605,7.154403675675348e-05
H9,H1,H1,H1,H1,H1,H9,H9,H9,H9,H9,0.00021557229698843366,0.00021233458722086986,0.0002449269192531293,0.00022477376137618158,0.00021948350077522787,0.0002692112707057272,0.00025200549599388515,0.0002673240428766097,0.00025905273796440444,0.000242818746234405
H9,H1,H9,H1,H9,H1,H9,H1,H1,H9,H1,0.0001065183085862573,0.00010471517187499269,9.503539077696295e-05,0.0001156077157956265,9.15686383668018e-05,9.099830340446096e-05,0.00012076393404109864,0.00010608785437992347,0.0001250363663635659,8.959454042983596e-05
