FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,FluB,FluB,82736719.0,20337626.0,28665501.0,62464253.0,69175520.0,41630326.0,37243176.0,70666992.0,100723350.0,36401521.0
H1,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,H3,H3,H3,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,248552.0,646658.0,343407.0,390010.0,247825.0,195434.0,188346.0,492152.0,929834.0,359741.0
H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,647969.0,143163.0,182878.0,349449.0,427956.0,0.0,240394.0,337109.0,279206.0,174588.0
H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,80728272.0,105856139.0,58088762.0,74342445.0,98947888.0,70547324.0,84572749.0,64690858.0,154775556.0,101745351.0
H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,102309848.0,139590670.0,75892063.0,91433116.0,131521552.0,85217949.0,115268750.0,91388043.0,194836399.0,132805018.0
H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,H1,H1,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,97299.0,107714.0,69376.0,47872.0,63114.0,61266.0,23314.0,78149.0,98213.0,85499.0
H3,H3,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,31061823.0,32873161.0,19788740.0,14593828.0,26970255.0,14832323.0,36597497.0,36040428.0,29930602.0,26229384.0
FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,11881298.0,21500062.0,10939397.0,7358762.0,12660315.0,12359966.0,9240363.0,9056080.0,29575760.0,15744265.0
FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,105268.0,13067.0,36696.0,73504.0,76453.0,0.0,32858.0,68633.0,31202.0,12554.0
H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,7082905.0,2038389.0,4513099.0,10819377.0,8858594.0,5423537.0,5244444.0,7430203.0,12073363.0,7003119.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,FluB,FluB,FluB,FluB,2855051.0,936509.0,939320.0,1596523.0,1907182.0,633993.0,1271676.0,2416824.0,2927338.0,1276974.0
FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,H3,H3,12666663.0,20492845.0,9116805.0,9108760.0,10839268.0,9700764.0,7522511.0,10576849.0,16845659.0,10846584.0
FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,175251209.0,201529678.0,129140595.0,115103827.0,184410779.0,118315418.0,168128689.0,150967918.0,247356455.0,180219811.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,17897703.0,24732859.0,11381206.0,17445371.0,18377473.0,20403824.0,18042939.0,14060022.0,34814541.0,23272847.0
FluB,H3,H3,H3,H3,H3,H3,H3,H3,H1,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,320912.0,455733.0,175612.0,125461.0,324629.0,165451.0,337427.0,241465.0,55110.0,416527.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,FluB,142131864.0,93452932.0,88125971.0,105486184.0,121987163.0,83938667.0,124619280.0,105966459.0,177578505.0,122259004.0
H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,38986.0,0.0,0.0,0.0,0.0,0.0,0.0,24630.0,108177.0,0.0
H3,H3,H3,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FluB,FluB,FluB,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,797689.0,1749977.0,843363.0,1141578.0,945540.0,523939.0,847198.0,969622.0,2479755.0,1209125.0
H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,H1,H1,H1,H1,H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
