Order 1,Order 2,Order 3,Order 4,Order 5,Order 6,Order 7,Order 8,Order 9,Order 10,Order 11,Order 12,Order 13,Order 14,Order 15,Order 16,Mutation
0.06249999999999991,0.062499999999998,0.018034976732656388,0.13812785910968403,0.05919434403102779,0.062499999999998154,0.06249999999999255,0.05567850129451683,0.052675986992813645,0.06369137571509613,0.0654738394036064,0.03552268666642414,0.09856931704299729,0.1329895734706201,0.05498270094344348,0.0010740539577097899,Mut 1
0.06249999999999988,0.06249999999999846,0.049339438207820246,0.12015647865150068,0.06132427072111893,0.06249999999999815,0.06249999999999255,0.07623785270606961,0.0818087860157697,0.0604905605718837,0.05646457428851065,0.04856936524065505,0.06595081120067908,0.07185393537905312,0.030078515706432322,0.01030126250800993,Mut 2
0.06249999999999987,0.06249999999999835,0.04321708228083774,0.02130061494608036,0.05946391937400898,0.062499999999998154,0.06249999999999255,0.07097213873985299,0.08187370195385578,0.06369137571509594,0.0654738394036064,0.04830022389604139,0.06799541071678362,0.008530445631103573,0.018824119184078655,0.31358797691121965,Mut 3
0.06249999999999993,0.06249999999999894,0.05243751196159149,0.03647824828218046,0.07092761410244935,0.062499999999998154,0.06249999999999255,0.09108806715313898,0.09058703675004699,0.06369137571509594,0.0654738394036064,0.06434858732954424,0.052759657569673823,0.06438826438029176,0.014483810677739456,0.20644649772231272,Mut 4
0.062499999999999827,0.06249999999999844,0.09107036216548028,0.07004195411368719,0.05915159810948517,0.062499999999998154,0.06249999999999255,0.07922027964197835,0.08686730359175979,0.06365780902804177,0.06560527981589455,0.030459026801971614,0.060304036232520404,0.024067690262642962,0.02220504814843416,0.0004629656968702785,Mut 5
0.06250000000000003,0.06249999999999847,0.03823927425834648,0.03420058883182273,0.061866392662185535,0.06249999999999816,0.06249999999999255,0.0690725832765685,0.07164627030714378,0.06369137571509594,0.0654738394036064,0.1830885772697118,0.07553724620400541,0.18009716033491402,0.040767885744194425,6.668387214676637e-14,Mut 6
0.06249999999999993,0.06249999999999761,0.013609026356511874,0.04331664488042764,0.05838357080726857,0.062499999999998154,0.06249999999999255,0.03668195658435275,0.027112694329916472,0.06123982797417306,0.05999147742960795,0.08093805762100251,0.0008650062023846897,0.06212674934686898,2.0036509966916412e-09,0.009543792606511888,Mut 7
0.06249999999999991,0.062499999999998126,0.029627849366591835,0.03461837572965917,0.05894254695798001,0.062499999999998154,0.06249999999999255,0.04784457123641704,0.04412898758139138,0.061289620768403226,0.059427307183613824,0.0284664133813533,0.062106935507969585,0.07560187264027338,0.13717976211886054,0.022505242931554325,Mut 8
0.06249999999999983,0.06249999999999936,0.13887682063756432,0.18186043607649546,0.07065288882772408,0.06249999999999816,0.06249999999999255,0.08677715620477831,0.08774555652174543,0.06369137571509594,0.0654738394036064,0.0026913617467241298,0.05182771543497279,0.003999521533645424,0.017454185598252608,0.04309661097663378,Mut 9
0.0624999999999998,0.06249999999999947,0.16030308185488895,0.128333702757926,0.07088182655666181,0.06249999999999816,0.06249999999999255,0.09007960731699415,0.08770943378623768,0.06369137571509594,0.0654738394036064,7.009997931878685e-05,0.05201401746195079,1.1897044815446838e-06,0.023077209644782114,4.758473764460203e-09,Mut 10
0.06249999999999985,0.06249999999999807,0.02605064542266035,0.025696122263824842,0.058848181064479484,0.06249999999999815,0.06249999999999255,0.05201228835074007,0.05053310578187818,0.060786864218251406,0.05732093916347186,0.0420329648323533,0.045797290656310094,0.017186980465443546,0.13522623649287055,0.037994890836435195,Mut 11
0.06249999999999997,0.06249999999999791,0.020064653864267867,0.02202100657983985,0.059051791703479975,0.06249999999999816,0.06249999999999255,0.05127317289758058,0.051935102193551345,0.06369137571509594,0.06547383940360636,0.12236063083924191,0.10041681452315405,0.042216897237259035,0.04321730387937915,0.29811711203456615,Mut 12
0.06250000000000017,0.06249999999999782,0.020672891804440395,0.023890224294763663,0.058612508536206295,0.06249999999999815,0.06249999999999255,0.04482557088100663,0.04202023501169058,0.06127339724250473,0.06130312201317268,0.0686937389904925,0.09468882505594663,0.12315193358800496,0.07044009377189,0.014052073148082773,Mut 13
0.06250000000000008,0.06249999999999784,0.13527226077306836,0.044607969800724935,0.05897832824212708,0.062499999999998154,0.06249999999999255,0.05068793576222113,0.04979636167925539,0.06089383432107473,0.059142836856516084,0.02137080396478144,0.06415661014767118,0.1501828601737035,0.10774230123337768,0.03492567237388721,Mut 14
0.062499999999999875,0.062499999999997724,0.01954567944209399,0.03893428347881561,0.058933021356719115,0.06249999999999815,0.06249999999999255,0.041136079062923235,0.03392446411338353,0.06090444973358621,0.05802951289447789,0.03808437885977651,0.02735523187038915,0.02379084742458051,0.2272131958832095,0.00781975385383073,Mut 15
0.06249999999999987,0.062499999999998015,0.14363844487117902,0.036415490202569005,0.059677306837184266,0.062499999999998154,0.06249999999999255,0.056412238890822794,0.059634973389556534,0.06362400613629661,0.06439807452946814,0.18500308258060683,0.07965507417258923,0.01981407842711319,0.05710762896940184,7.20896838330463e-05,Mut 16
