Order 1,Order 2,Order 3,Order 4,Order 5,Order 6,Order 7,Order 8,Order 9,Order 10,Order 11,Mutation
0.9810499375485424,0.06938590918843127,0.15958455297628207,0.2000406481901156,0.2027565885224521,0.15245798703406424,0.06481652025559385,0.0003056327949590117,0.00039602377961012804,0.0008378689307455121,1.6697792687057476e-08,Mut 1
0.0,0.2841545384986058,0.16056379354049077,0.14345073758056845,0.11374557690247405,0.08118092931861641,0.0604119143249332,0.023726220442898144,0.005186104641271819,0.008723448124911314,4.8776374663035184e-05,Mut 2
0.002368757806432189,0.030895959589913122,0.044520398700665396,0.03223641118126668,0.037405761317044296,0.026689441840635035,0.03871313679052605,0.19385627946889225,0.0589917248020299,0.21469527169779995,0.07014665204972195,Mut 3
0.0023687578064321897,0.02076591179397533,0.010155495904513603,0.004996173546437645,0.0034793583484977833,0.0006159483888662451,0.029790672896358342,0.09314798546219646,0.02817118820145857,0.0015560698905896118,0.00011286203337245521,Mut 4
0.002368757806432189,0.01973169172154603,0.054124073662234456,0.04485965554706968,0.04416753789104506,0.03349235279807317,0.23543393311318353,0.0773270447072011,0.1672465383106852,0.19005356449806746,0.11271971230686408,Mut 5
0.00236875780643219,0.329001493961091,0.20112461389784256,0.12682626274840966,0.11384025885146429,0.07503172739545459,0.02835581645672853,0.008657977889195796,9.277131767222041e-08,0.00033007310673339416,0.8089985518511891,Mut 6
0.0,0.05375277240898007,0.08660667371091713,0.11437501746364186,0.098725966855489,0.07820704721633565,0.05415507880819403,0.10630578443291581,0.01991719006671799,0.0023502885464703385,0.004053106799512038,Mut 7
0.002368757806432189,0.020765911793975328,0.04419884594279418,0.04378983341143515,0.050481669338073645,0.07442097321258916,0.14808755849251404,0.24754761178324042,0.3619063509076926,0.338718000540035,0.0,Mut 8
0.002368757806432192,0.06038472556075813,0.07962643451985107,0.12424111359805484,0.11009210525676484,0.11898510236889656,0.15525462482545113,0.12794187129909307,0.03285232178122027,0.031169273151025672,0.0005363989845005446,Mut 9
0.002368757806432189,0.05584996986851346,0.08110857932342692,0.09035081506889552,0.11921975228657594,0.1414184963563475,0.08098106299482347,0.04687365300630266,0.2954888678370363,0.1319904627711559,0.002999740808516149,Mut 10
0.002368757806432189,0.0553111156142102,0.07658552800493479,0.07385260318589267,0.10608542443011858,0.21749999407012116,0.10399968104169355,0.07428033548894385,0.029843596900959498,0.07957567874246566,0.0003841820938678021,Mut 11
