H9,H9,H1,H1,H1,H9,H1,H9,H9,H9,H1,2.8475142362410455e-07,8.776914769792498e-07,5.086992823759434e-07,9.743901689599126e-07,2.4429627225319717e-07,4.5221755097309185e-07,8.523368090660625e-07,4.6096794111282646e-07,2.9426318851855824e-07,5.78278975303081e-07
H1,H9,H9,H1,H1,H9,H9,H9,H9,H9,H9,7.975611928300216e-05,5.17663730311347e-05,7.568553578068716e-05,0.00020122760027143933,4.116133044484606e-05,3.073270291175129e-05,8.106254600768346e-05,4.573727928609797e-05,1.7973517892455634e-05,6.50465608923156e-05
H9,H9,H1,H1,H9,H1,H1,H9,H1,H1,H9,4.17323449854242e-07,3.0613951179098683e-07,1.3506107138818261e-07,7.744816597155511e-07,3.0858831655403326e-07,1.998411530523178e-07,2.90644657509835e-07,3.217900416356333e-07,1.2317424948063738e-07,1.1503946434883e-06
H1,H1,H9,H1,H1,H1,H9,H1,H9,H1,H9,3.213961437819394e-05,3.6184675767626506e-05,8.503653343086897e-05,0.00017114873215752648,0.00019923112372324797,3.149913167119134e-05,7.154300584953672e-05,8.876040588638137e-05,3.305759006623336e-05,0.00012016998082136733
H9,H9,H1,H9,H1,H1,H1,H9,H1,H9,H9,8.910393913639676e-07,8.688912304993486e-07,4.5833474467938883e-07,9.956031432924556e-07,2.1728170458022197e-07,4.2209053620708375e-07,1.4780018407937448e-06,1.550723746124408e-06,2.3363443358228769e-07,1.853182318310066e-06
H9,H1,H1,H9,H1,H1,H1,H9,H1,H1,H1,3.675804138855338e-07,5.561498870480185e-07,3.7770084901137185e-07,4.802370452026409e-07,2.931440330429789e-07,3.0217771456334895e-07,7.67559541764257e-07,3.355411425428887e-07,1.399560704530138e-07,6.278438066082684e-07
H9,H9,H9,H1,H1,H9,H9,H9,H9,H9,H9,5.821792913304904e-07,4.6628469225406546e-07,9.89602014293578e-07,1.7622293567061396e-06,9.383181475405339e-07,6.609723980835563e-07,1.2167747174623983e-06,5.86727060541752e-07,2.1914367086258978e-07,9.893063520076629e-07
H9,H1,H9,H1,H9,H1,H9,H1,H9,H9,H1,4.762683594056948e-06,2.9873974854657932e-06,3.0696690387249947e-06,8.901797752391352e-06,6.406056086215311e-06,2.5979639985655677e-06,3.7999386212167e-06,2.536514511823793e-06,2.957956052608805e-06,3.981018954603135e-06
H9,H9,H9,H9,H1,H9,H1,H9,H9,H1,H9,1.1012089807350358e-06,1.4541702584545516e-06,1.955173215185192e-06,2.518950762396132e-06,1.1677635212844277e-06,7.156712522422138e-07,2.2732991912298877e-06,1.7269821763955657e-06,3.328695764944086e-07,1.950125438330629e-06
H1,H9,H1,H9,H1,H1,H9,H9,H9,H9,H9,5.0967735159255346e-05,6.956921301732436e-05,4.1978083658765845e-05,0.00014299435625798648,2.25486373911357e-05,3.396845179048049e-05,0.00019311081397950722,9.896530176710033e-05,2.4478710944847455e-05,2.8096702507231396e-05
H1,H9,H1,H9,H9,H9,H9,H1,H1,H9,H1,1.1305943888339246e-05,3.304082761061464e-05,8.775954756149237e-06,1.7074174649879692e-05,1.7081276833643958e-05,1.2171341024088101e-05,6.499165465782022e-05,4.451322346663943e-05,1.5802902253698788e-05,2.0329330786198625e-05
H1,H9,H1,H9,H9,H9,H9,H9,H9,H1,H1,1.4330453244602574e-05,5.946122128325284e-05,1.0198864310937143e-05,2.1183190878785895e-05,2.8533534368072492e-05,1.6900659955486887e-05,8.002463718480465e-05,4.509508895963861e-05,1.1770583007231553e-05,5.32390513488641e-05
