Order 1,Order 2,Order 3,Order 4,Order 5,Order 6,Order 7,Order 8,Order 9,Order 10,Order 11,Mutation
0.9810499375485424,0.008312305162900492,0.003636745519498054,0.002419890764884313,0.001582245620917351,0.0015862707002328624,0.000674957158215146,0.00030563279495901167,0.00039602377961012804,3.597425244746829e-05,1.6697792687057476e-08,Mut 1
0.0,0.22508529006759992,0.21618130153492218,0.18095948618903723,0.16360488450230018,0.12404527361084466,0.06003365576187592,0.023726220442898144,0.005186104641271819,0.0011290068745867562,4.8776374663035184e-05,Mut 2
0.002368757806432189,0.11641573210868392,0.03973532065474321,0.03298233045696046,0.049913125545585066,0.10424812854260246,0.02522091061941149,0.19385627946889225,0.0589917248020299,0.30612103794493695,0.07014665204972195,Mut 3
0.0023687578064321897,0.1031083692154647,0.11519682304019126,0.11749969959726204,0.18339643771926692,0.16891239326559013,0.18418821076895528,0.09315296452015145,0.02817118820145856,0.003892293831855011,0.00011286203337245521,Mut 4
0.002368757806432189,0.0315569528067438,0.02454829661759526,0.028808664272161905,0.1322516951867086,0.07358984744514835,0.025863154980472987,0.07732704470720109,0.1672465383106852,0.32371933555998655,0.11271971230686408,Mut 5
0.00236875780643219,0.06946386341189181,0.08570101217946985,0.018257832329341677,0.0058787579644212695,0.0006131246808185519,6.0028980984228144e-05,0.008657977889195796,9.27713176722204e-08,1.3493766042293462e-10,0.8089985518511891,Mut 6
0.0,0.005281530730560027,0.1209116691227903,0.23434882464123177,0.1253280008216027,0.1645768741832104,0.20381907206320593,0.10632755215058008,0.01991719006671799,0.015436179420588747,0.004053106799512038,Mut 7
0.002368757806432189,1.2808416340758032e-05,0.0006611898966630885,0.012657356777753339,0.07453331366461431,0.07031777391097031,0.20030587011840678,0.24754761178324042,0.3619063509076926,0.029688966717886112,0.0,Mut 8
0.002368757806432192,0.16667874028622148,0.16557403861651546,0.14487491362561092,0.06275655067356943,0.15075228215921088,0.13809259972047822,0.12794472774763507,0.03285232178122027,0.007568668598605267,0.0005363989845005446,Mut 9
0.002368757806432189,0.13492047463888332,0.1317995464560695,0.06520178584119173,0.05577984370483764,0.017890945393380164,0.0336199996758728,0.04687365300630265,0.2954888678370363,0.21305638483147746,0.002999740808516149,Mut 10
0.002368757806432189,0.13916393315470946,0.09605405636154167,0.16198921550456483,0.14497514459617655,0.12346708610799105,0.1281215401521213,0.07428033548894385,0.029843596900959498,0.09935215183269194,0.0003841820938678021,Mut 11
