H3,H1,H3,H3,H1,FluB,H1,H1,H1,FluB,H3,H1,FluB,FluB,H1,FluB,5.052827552277196e-15,3.5769041632057945e-15,1.3330147924027493e-14,9.436979386532685e-15,4.865013670335359e-15,2.101172283588771e-15,6.606762004153607e-15,5.427200429340586e-15,2.2034940173186254e-14,1.2482719988370158e-15
FluB,FluB,H1,FluB,H1,H3,H3,H1,FluB,H1,H1,H1,H3,H1,H3,FluB,1.2078529857226965e-14,9.20432331678568e-15,9.263565310495084e-15,6.771702703073105e-15,1.193620418220607e-14,1.541218696323964e-14,7.552554418426113e-15,1.1936938878082839e-14,8.569604331642904e-15,9.880593880437927e-15
FluB,H1,FluB,FluB,H1,H1,H1,H3,H3,H3,FluB,H3,H3,H3,H3,H1,4.6210450789825455e-11,2.969869702371277e-11,2.3063400521679167e-11,1.9325931985238758e-12,2.1795734100501004e-12,6.954301104402209e-11,1.3281139445522465e-11,1.927917972575146e-11,1.8727409765439635e-11,1.0990200940150976e-12
FluB,H1,H3,FluB,FluB,H3,FluB,H1,H1,H3,H3,H3,H1,H1,FluB,H1,8.739086969313118e-17,4.15133551395538e-17,3.146474317284323e-17,4.909273204450598e-18,9.160354962960645e-18,1.4059308305622668e-16,2.0225793721814857e-17,4.118338711923446e-17,2.3700828463447583e-17,3.8652738636250556e-18
H1,FluB,FluB,FluB,H1,FluB,H1,H1,FluB,H1,FluB,H1,H1,FluB,H3,H3,1.947816865553242e-15,4.985664890851989e-15,1.1636483966466487e-15,1.3983980742621432e-15,4.71317369277212e-16,7.775775989865161e-16,1.1049719612773616e-15,3.743400249199377e-16,3.4498885139905925e-15,2.6028263478718773e-15
H1,FluB,FluB,H3,FluB,H3,H3,H3,FluB,FluB,FluB,H1,H1,FluB,H3,FluB,2.3402968378241106e-15,8.697138499889553e-15,9.220254818736972e-14,5.301115122568205e-15,7.656896045723434e-16,1.650223024036218e-14,8.619025712853344e-15,6.280635021569172e-15,5.05480397753817e-15,5.641236659428415e-14
H1,FluB,FluB,H1,FluB,FluB,FluB,H3,FluB,H1,FluB,H3,H1,H1,H3,H3,1.0424099873290607e-17,2.902673535093579e-17,1.1753803775512003e-17,3.3057382935504996e-17,1.0520576905802134e-17,4.7204922746795926e-17,3.8670225745965655e-17,4.423619947885884e-18,1.3016321545912692e-17,2.3216631112028956e-17
FluB,FluB,H3,FluB,H3,H1,H3,H1,H1,H3,H1,H3,H3,H3,H3,H1,2.6945105264969866e-15,2.0181234220375898e-15,1.5507446980504269e-15,4.2792186928495017e-16,4.63250215862251e-16,3.782736645809515e-15,1.5252386227861608e-15,2.102387584727132e-15,9.823532980463689e-16,3.514965774897369e-16
H1,H3,H1,H1,H3,H1,H3,H3,H3,FluB,H3,H1,FluB,H1,H1,H3,3.2121288253600333e-10,6.914438274947543e-10,1.6271028034608364e-10,3.953299401561301e-10,7.419801475679742e-11,3.834614065395405e-10,5.900311297307468e-10,3.061669097793352e-10,4.611309431493215e-10,9.032673944062973e-11
H3,FluB,FluB,H3,FluB,FluB,FluB,H3,FluB,H1,H1,H1,H3,H1,FluB,H1,2.265994852731102e-22,2.8579740599467387e-22,1.750362082588361e-22,4.1464867899932935e-23,6.20895300942716e-23,7.823529855929146e-22,1.317963121584815e-22,2.9471307733735614e-22,1.025029958716293e-22,3.6525593592307695e-23
H1,H3,FluB,H3,H1,H1,H3,H3,FluB,H3,H3,FluB,H3,FluB,H3,FluB,1.2042419531361282e-11,4.946192126584571e-12,8.574581071391851e-12,9.587104913085863e-12,5.717589434793197e-12,4.565165333134567e-12,1.9053883912274776e-11,1.1299845796256936e-11,4.4637705438185184e-12,9.290106867528758e-12
FluB,H3,H1,H3,H1,H1,FluB,FluB,H1,H1,H3,H3,H3,FluB,H1,H3,2.035187361880918e-13,7.889816541656985e-14,1.8070089502914744e-13,8.188287233242814e-14,1.262468483879918e-13,9.671948942215956e-14,2.0731798810247341e-13,7.81850921646294e-14,1.5825771558405725e-13,7.800073790725628e-14
FluB,H1,FluB,H1,H3,H1,FluB,H3,FluB,H1,H1,H1,FluB,FluB,FluB,H1,1.4649082045025949e-16,1.0698874088448598e-16,6.463356589256508e-17,6.592663521640966e-17,3.000546857176456e-17,1.2177975874564717e-15,2.5648939657209952e-17,3.1412771392954115e-16,2.6260587735734968e-17,2.784980058833371e-18
H3,H1,H1,H3,H1,H3,FluB,H1,H3,H3,FluB,FluB,H1,FluB,H3,FluB,6.411337146701594e-12,5.215272945853185e-13,7.459769493193945e-12,7.545144220309863e-12,2.6729980396447417e-12,6.551868974586307e-12,4.165539926018554e-12,9.204147827878715e-12,5.101472431956699e-12,8.03370750298596e-12
H3,FluB,FluB,H1,H3,H3,H3,FluB,H1,FluB,FluB,H3,FluB,H3,FluB,H3,1.300507807449715e-14,1.2439480663452463e-14,1.1742592022096872e-14,2.4330659438538755e-14,1.1303512393810413e-14,1.0073479282502308e-14,1.3515839010319205e-14,8.543192365626115e-15,2.303847505272957e-14,8.110239581493906e-15
FluB,H1,FluB,FluB,FluB,H3,H1,H1,FluB,H1,H1,FluB,H3,H3,FluB,H1,1.111239296328065e-16,8.741245018308802e-17,4.0953712681025436e-17,2.568348066283424e-18,9.547459368037895e-18,1.5809441828630028e-16,1.711199017006806e-17,4.9689472468862966e-17,3.494768427643059e-17,3.2955680481791365e-18
H3,H3,H1,H1,H1,H3,FluB,H3,FluB,FluB,H3,H3,H1,H3,H3,FluB,3.664294821229187e-12,6.830663178244785e-13,6.549712041059313e-13,1.255918145364134e-12,5.444885515243848e-13,4.810770660534364e-13,1.3840009967247298e-12,2.615513510849462e-12,1.0067020382260522e-12,8.541038675137262e-13
H3,FluB,H1,FluB,H1,FluB,H3,FluB,H3,FluB,FluB,H1,H3,H3,FluB,FluB,5.293125160567928e-16,2.662304908665751e-16,5.266998412743053e-16,5.64260642506627e-16,8.061166407824183e-16,1.1989970061471317e-15,5.89525368938426e-16,1.2829401047858845e-15,9.711992137804785e-16,4.885388054348257e-16
FluB,H3,H1,H1,H3,FluB,FluB,H3,H3,FluB,FluB,H1,H3,H1,H3,H1,3.1883561134391708e-15,2.8616237602251376e-15,1.8478766062860387e-15,3.324487498611217e-16,8.683229813628879e-16,1.7954809881433156e-14,1.2853042092054583e-15,2.267824670263687e-15,1.5629753553000774e-15,1.1195947511353993e-16
H3,H1,H1,H3,H3,H3,H3,H3,FluB,FluB,H1,H3,H3,FluB,H1,H3,1.1953303856409492e-09,2.1293639677919752e-10,1.614748072306839e-10,2.9548708514694576e-10,3.481026689210652e-10,1.6234840528143984e-10,4.0854678292316186e-10,2.465420545825289e-10,3.255631534342333e-10,2.0890976355059836e-11
H1,H3,H1,FluB,H1,FluB,H3,H3,H1,FluB,FluB,H3,H1,FluB,FluB,H1,6.721587369583937e-13,1.0728655121843305e-12,3.5412588730024404e-13,1.1682152666858546e-13,1.028657648214335e-13,7.399758064469499e-13,4.02675144185344e-13,3.0456032902711564e-13,7.747039222473607e-14,8.32815847137616e-15
H1,H1,FluB,FluB,H1,FluB,FluB,H1,H1,FluB,H3,H1,H3,H1,FluB,H3,4.4439267842417054e-14,4.536692544625281e-14,1.502454874373759e-14,8.463507392510236e-14,1.5323601115110974e-14,1.9823217402694688e-14,2.6213888648992386e-14,2.3318979868086032e-14,8.597012814308787e-14,5.534739575465963e-14
H1,H1,H3,FluB,H1,H1,H1,H3,H1,H3,FluB,H1,H3,H1,H3,H1,3.182866787595221e-11,5.443614140026471e-11,1.1889462434826524e-11,8.232984081369596e-12,5.968654073794196e-12,5.1236259420060605e-11,1.8131560747934082e-11,2.5999087457552213e-11,3.543921612162325e-11,6.1669391920114074e-12
FluB,H3,FluB,FluB,H1,FluB,FluB,FluB,H1,H3,FluB,FluB,FluB,H3,H1,FluB,9.301905599196317e-20,3.1960609881705666e-20,6.739967294612261e-20,3.117505482760718e-20,2.2316977430231122e-20,3.5356087978344745e-20,1.4801256964191475e-19,4.0389972012671633e-20,1.7778620530438906e-19,9.947737469683881e-21
FluB,FluB,H1,FluB,H3,FluB,H3,H1,H3,H1,H3,H3,H3,H1,H1,H1,6.311683670383877e-16,6.739130762219814e-16,6.928311347773636e-16,5.017937721517007e-16,2.4080428717466065e-16,2.2843776721617647e-15,5.399843301745768e-16,1.0098239903505427e-15,5.540647305921439e-16,1.8225938389400206e-16
H1,H3,H1,H3,H3,H1,FluB,H3,H3,H1,FluB,H1,FluB,H1,H1,H3,2.7376346742911913e-14,4.603531062062716e-14,1.8185256425295732e-14,3.218811533444648e-14,5.94265848741281e-15,3.73275678935183e-14,8.662940779050941e-14,3.0236726674572386e-14,2.2897206288276984e-14,1.0344159485255253e-14
FluB,H1,FluB,H3,H1,FluB,FluB,FluB,H1,H1,FluB,H3,FluB,H1,FluB,H1,3.2468980746965164e-18,2.7288833325449867e-18,6.519023006871321e-19,1.0918846004123853e-18,3.6524876079994517e-19,7.733419536388679e-18,4.968616998526132e-19,1.8698133495750797e-18,1.2952392286303716e-18,2.445502586415927e-19
H1,FluB,H1,H1,FluB,H1,H1,FluB,H1,H1,H3,H3,H1,H1,H3,H1,8.980291579356756e-12,1.2925920256447852e-11,5.663943340279542e-12,5.006481331321614e-12,2.5777779294453316e-12,1.8629969212249672e-11,5.215036068388844e-12,1.1920705176484369e-11,7.567246313581268e-12,2.6161285035824078e-12
FluB,FluB,H3,H3,H3,H1,H3,H3,H3,FluB,H1,FluB,H1,FluB,H3,H1,9.620554564892102e-16,7.254749585859374e-16,8.154951076156612e-16,2.6266355520780545e-16,1.3122898162491147e-16,2.728102385171644e-15,1.1658851230366374e-15,1.418528913076382e-15,2.972749954061308e-16,2.226248936544499e-16
FluB,H1,H1,H3,H1,FluB,H3,H1,FluB,H1,FluB,H1,H3,H1,FluB,H1,1.0801409622093532e-14,3.4598173182995175e-14,1.4701485107964295e-15,2.3908377484025346e-15,7.531092872566073e-16,3.7505350886416147e-14,4.267668457789202e-15,1.4754038019179016e-14,4.346057324939955e-15,5.836761100959571e-17
H3,FluB,H3,H1,FluB,FluB,H1,H1,H3,H1,H3,FluB,FluB,H1,H3,FluB,2.0387903618894064e-15,1.784546958999139e-15,2.2747126565908447e-15,1.4293224995958396e-15,1.9031709360073114e-15,2.8135176343869743e-15,3.242370452764258e-15,1.9117551343614256e-15,1.335779139621559e-15,1.022602770227684e-15
H1,H1,H1,FluB,H1,H1,H3,H3,FluB,H3,FluB,H1,H1,H3,H3,FluB,8.643810813327465e-10,1.036504735306153e-09,3.0903548119201748e-09,8.465005044393173e-10,8.636989980149695e-11,4.814245179722503e-10,1.3755889686434374e-09,2.1889663786373536e-10,1.3326247290574387e-09,2.641885336395731e-09
H3,FluB,H3,H3,H3,FluB,H1,FluB,H3,H3,H3,FluB,H1,FluB,FluB,FluB,3.5427716867329233e-19,4.092628352508481e-19,3.8602343910715534e-19,2.116807561770753e-19,6.408666572201363e-19,1.8537702051773407e-19,2.744875808772874e-19,4.624826959587473e-19,4.7957359699440615e-20,4.3155378948904396e-19
H1,H1,FluB,FluB,H3,H1,H3,FluB,FluB,FluB,H1,FluB,H3,H1,H1,H3,2.669094980616633e-14,1.500998558202747e-14,8.400794027712688e-15,4.054003794928999e-15,7.918066446792372e-15,4.2322468631395856e-14,3.5555186512498113e-14,1.2408771172635543e-14,1.0186881150869481e-14,5.651053486119908e-15
H1,H1,H3,FluB,H1,H3,H3,H1,FluB,H1,H3,H1,FluB,H3,H1,H1,4.947369902245901e-13,3.5207101196497186e-12,1.4577758200274317e-13,1.152668004664006e-13,8.254039038722414e-14,3.696049161693997e-13,2.008304193136995e-13,5.823865888937781e-13,3.556803722535445e-13,1.735603181733667e-14
H3,FluB,H3,H3,H3,H1,H1,FluB,H1,FluB,H1,FluB,FluB,FluB,H3,FluB,5.605190278712576e-19,1.8836161472562203e-18,2.9226403454725402e-18,1.9184204893723096e-18,1.3508343947830753e-18,3.385526044624038e-18,2.221412832351567e-18,1.2232105850030575e-18,1.9949673528818013e-18,1.4771681721903747e-18
H1,H1,H3,FluB,FluB,H1,FluB,FluB,FluB,H3,H1,H1,H3,H3,H1,H3,8.097486155998477e-17,1.1143439694431227e-16,5.734711728277402e-17,1.647711809061542e-16,4.3864619820838576e-17,5.3508037095564747e-17,9.176401941886503e-17,5.4961634171609144e-17,1.9395701431253883e-16,8.884430712077822e-17
FluB,FluB,H3,H1,H3,H3,FluB,H3,H1,FluB,FluB,H1,H3,FluB,FluB,H3,8.982739341820998e-15,2.274895067484469e-15,1.3022918806992849e-14,7.307059720563774e-15,1.441041234933803e-14,1.2179765306340182e-14,1.0769437455608176e-14,6.911340696136718e-15,4.280923071780346e-15,2.8476055494990806e-15
H3,H1,FluB,H1,H1,FluB,H1,FluB,H1,H1,FluB,H1,FluB,H3,H1,FluB,8.84604040769571e-15,9.813936818401603e-15,1.8754906317919385e-14,9.704147406675422e-15,4.827506600004565e-15,7.833448080207877e-15,1.0127851899363923e-14,8.605591006541936e-15,2.5306927242036788e-14,1.380750031198419e-14
