Order 1,Order 2,Order 3,Order 4,Order 5,Order 6,Order 7,Order 8,Order 9,Order 10,Order 11,Mutation
0.9591168248972826,0.013313488819875728,0.007331533776733198,0.0069339578656679,0.005991897420077099,0.003623970215278696,0.0016915883345897107,0.0009005326296866904,0.0010809910398757703,1.5206235165497017e-05,8.765767300607868e-09,Mut 1
0.0040883175102717564,0.2931364663439984,0.1882342544898485,0.17417962953678304,0.1355062923124212,0.10548629709177411,0.05592616606379755,0.02894502823333882,0.01115225082865507,0.0032587325479203435,8.656504119111302e-05,Mut 2
0.004088317510271757,0.08419262172966374,0.032513441850784856,0.03956256410656037,0.03383164876298875,0.049941432683392045,0.029262526155426096,0.03956410199561063,0.28681673804452673,0.1580592605782707,0.24216734658250452,Mut 3
0.00408831751027176,0.0733828836625809,0.06534703203462291,0.044047058018674395,0.04251019594205712,0.053430305812271456,0.18859648975817414,0.2224874211435755,0.12732211570580937,0.1553944271530204,0.023393753258941954,Mut 4
0.004088317510271757,0.020433509931038756,0.03505467969139116,0.03777040512910342,0.057564111556097024,0.04813348465745251,0.13443722766727106,0.12305124741233128,0.08642017224918855,0.09079242867774032,0.3622544155181141,Mut 5
0.004088317510271761,0.16939103539574116,0.21423298651488135,0.12816649088946902,0.16769440467680724,0.11581290979070681,0.06849947267589136,0.03146836232959765,0.06827965355998682,0.0011273521525966782,0.031239014504050068,Mut 6
0.004088317510271759,0.008990526934507187,0.08245680706579554,0.16708962515122588,0.10867563934491269,0.07996216466469587,0.0572535030537787,0.09464588258260224,0.09403649779970388,0.001585928240921004,0.3012151076515852,Mut 7
0.004088317510271758,0.0008491483034428997,0.01246610513329284,0.026509593240287455,0.047326879353734606,0.09013748686787072,0.14501517502723452,0.2217815618498839,0.11692533504814552,0.3349003976658357,0.0,Mut 8
0.004088317510271759,0.13166172104286802,0.12723687254538277,0.1972059231690553,0.10996060129171954,0.09018339777047436,0.10374946775504842,0.10566036017285406,0.07583275431936339,0.04812548065474947,0.006295103768212844,Mut 9
0.004088317510271757,0.10052374786041977,0.14396147318787264,0.10901318741196371,0.16366541968078485,0.1485144435494939,0.0948585325803424,0.0453920681460452,0.07756441908269006,0.08105530867154775,0.03136308231856813,Mut 10
0.00408831751027176,0.10412484997586345,0.09116481370939422,0.06952156548120925,0.12727290965839985,0.21477410689658952,0.12070985092844597,0.08610343350447384,0.05456907232205495,0.12568547742223213,0.001985602591065062,Mut 11
