Order 1,Order 2,Order 3,Order 4,Order 5,Order 6,Order 7,Order 8,Order 9,Order 10,Order 11,Order 12,Order 13,Order 14,Order 15,Order 16,Mutation
6.194755151028366e-225,7.668381128420816e-05,0.018034976732656565,0.13812785910968403,0.12595080553235283,0.05897737092383199,0.05902439439867732,0.05567850129451683,0.052675986992813645,0.049099950532138927,0.051063259171555034,0.05585183711982427,0.09856931704299729,0.07253857653998405,0.06330364779552658,0.03225061859407276,Mut 1
0.06946262723971752,0.04542246291445578,0.049339438207820774,0.12015647865150068,0.1795868285533413,0.06485068145642932,0.06715583155265685,0.07623785270606961,0.0818087860157697,0.08566417146109308,0.08204887117791497,0.07480252701571863,0.06595081120067908,0.01993434584299141,0.0013192784953362882,0.21509932265057852,Mut 2
0.10900994438276063,0.09994133885318475,0.04321708228083815,0.02130061494608036,0.009130508607104475,0.06075027489105098,0.06523188445663212,0.07097213873985299,0.08187370195385578,0.0867815021154061,0.0962364619430475,0.08502428749267203,0.06799541071678362,0.07253857653998408,0.06330364779552657,0.03225061859407276,Mut 3
0.007840233997949381,0.04025282726892062,0.052437511961592104,0.03647824828218046,0.022805772392247438,0.07993072348355555,0.08619309941986979,0.09108806715313898,0.09058703675004699,0.08499433256844362,0.07740225295843102,0.06709054067297048,0.052759657569673823,0.07253857653998408,0.06330364779552657,0.03225061859407276,Mut 4
0.05233161303480959,0.06205153427114951,0.09107036216548114,0.07004195411368719,0.17521182387136772,0.06522323415588539,0.06946769973499956,0.07922027964197835,0.08686730359175979,0.08892706186946438,0.09050446491703286,0.0769844285474252,0.060304036232520404,0.07123679246524371,0.06253080803032295,0.03199278172873634,Mut 5
2.8855965732373846e-30,0.026609697813979403,0.03823927425834685,0.03420058883182273,0.038920592632024686,0.062340264250260784,0.06423515231548645,0.0690725832765685,0.07164627030714378,0.08091607439787064,0.0801172880842439,0.07846798371193424,0.07553724620400541,0.07253857653998408,0.06330364779552657,0.03225061859407276,Mut 6
0.01684951078118816,0.0008580105823206033,0.013609026356512031,0.04331664488042764,0.03304067008394646,0.05392021928105276,0.04619044035652047,0.03668195658435275,0.027112694329916472,0.01851158353551895,0.010817719664081567,0.004419127117514222,0.0008650062023846897,0.06392948266907131,0.0403157658448162,0.10807111231098597,Mut 7
0.1770101681977467,0.030516996650680167,0.029627849366592178,0.03461837572965917,0.04252756950063534,0.055894312032361955,0.051581665454329406,0.04784457123641704,0.04412898758139138,0.03831206916144875,0.036721979537081784,0.04620899979017108,0.062106935507969585,0.05458865705745227,0.06892038888490438,0.06925621954002366,Mut 8
0.17644666991465,0.1458942427594656,0.1388768206375657,0.18186043607649546,0.07335716010784009,0.07891659755639348,0.08507682666118849,0.08677715620477831,0.08774555652174543,0.08286547839913737,0.07601608981244448,0.06803480968732091,0.05182771543497279,0.07253857653998402,0.06330364779552655,0.03225061859407275,Mut 9
0.20742340737316833,0.41215140101797276,0.16030308185489053,0.128333702757926,0.042695573514249525,0.07967682797110524,0.0851826232897953,0.09007960731699415,0.08770943378623768,0.08173193088067886,0.07375266362666608,0.06373605100054947,0.05201401746195079,0.07253857653998402,0.06330364779552655,0.03225061859407275,Mut 10
0.034822905561600316,0.009019792939101745,0.026050645422660664,0.025696122263824842,0.043154358140348126,0.05754242757120664,0.055603103672777744,0.05201228835074007,0.05053310578187818,0.05494934539594999,0.04732835852400502,0.04492977703186821,0.045797290656310094,0.03252224107559106,0.09507034596185922,0.10433415298817916,Mut 11
1.0159912957887496e-54,0.018024175294179372,0.020064653864268055,0.02202100657983985,0.019697617233164655,0.057063810669707254,0.05430793218819254,0.05127317289758058,0.051935102193551345,0.06884340953877684,0.07040556010381964,0.10099921162050142,0.10041681452315405,0.07253857653998404,0.06330364779552657,0.03225061859407266,Mut 12
0.04214457471204479,0.03819209988177861,0.02067289180444061,0.023890224294763663,0.05610722874623805,0.05561286203535063,0.05090381021116688,0.04482557088100663,0.04202023501169058,0.037166727375960586,0.049015863376198995,0.04262870010974466,0.09468882505594663,0.07372553422152613,0.06969026527010824,0.05190946219517376,Mut 13
0.03131756894982861,0.016501756093790565,0.13527226077306975,0.044607969800724935,0.03472625264377069,0.05713328615186989,0.054565923151986925,0.05068793576222113,0.04979636167925539,0.05055432315998199,0.06594757304951113,0.0575232654664719,0.06415661014767118,0.058924677734074705,0.09506226141974193,0.04450141230460027,Mut 14
0.055282644400052844,0.024687259931929512,0.019545679442094194,0.03893428347881561,0.08791275974304155,0.05445017997544658,0.049209679894608824,0.041136079062923235,0.03392446411338353,0.026096566309012983,0.024113874021718124,0.026442678018689242,0.02735523187038915,0.04219385635581069,0.05098614178775438,0.12440063839241498,Mut 15
0.0200581314545342,0.029799719915729,0.1436384448711805,0.036415490202569005,0.015174478698326384,0.05771692759448333,0.05606993324106381,0.056412238890822794,0.059634973389556534,0.06458547329911328,0.06850772003224223,0.10685577559662145,0.07965507417258923,0.07517437679836586,0.07297920973647871,0.02468056773079222,Mut 16
