Nonlinear function type: 	logistic
A	2.934435732945072
B	6.560858978044977
mu	8.13199667636204
sigma	0.3432721974341034
Nonlinear function performance: 	0.887917540197232
Params: 	232
Performance: 	0.94824938875361
Term	Coefficient	Standard Error	p-value	95% CI lower	95% CI upper
Intercept	8.872262607428429
1	0.43517055081722267	0.004480361686753424	0.0	0.418555917246979	0.45178518438746634
2	0.392662903261909	0.004480465925313123	0.0	0.37604788314129406	0.40927792338252394
3	0.0013197426256970806	0.004482866703672055	0.7684914588261167	-0.015304180359352874	0.017943665610747034
4	0.112188334879737	0.004483455295473182	1.8093926597005477e-117	0.09556222920547983	0.1288144405539942
5	0.0004375101855579235	0.0045041202076829484	0.9226305122848939	-0.016265227682287928	0.01714024805340377
6	-0.05827885834871677	0.0046998308060145644	7.880788724833455e-34	-0.07570735456029339	-0.04085036213714015
7	0.34121263090753584	0.004619262339370774	0.0	0.32408290868881806	0.3583423531262536
8	-0.029540115670568766	0.0046232765930689645	2.1588872039503026e-10	-0.04668472404333315	-0.012395507297804378
9	0.11866292147564876	0.00470052995373986	3.1783597576869e-119	0.10123183259765828	0.13609401035363924
10	0.06645575741612267	0.004499813337493021	1.8476391245514788e-46	0.04976899081913466	0.08314252401311067
11	0.06909937392178406	0.004476580260565956	2.5360242484556866e-50	0.05249876310569958	0.08569998473786854
1,2	0.02063434916161765	0.004414906271346001	3.196451564676527e-06	0.004262445490925984	0.037006252832309315
1,3	0.004051332196908095	0.004414304160176332	0.35887108687577696	-0.012318338650375103	0.020421003044191293
1,4	0.01662718280394291	0.004419111518590292	0.00017404423473262666	0.00023968471321976492	0.033014680894666054
1,5	-6.81809409973041e-05	0.004419473226397662	0.9876930707419704	-0.016457020361527977	0.016320658479533366
1,6	-0.13268195457392346	0.0045246668496217975	1.4084177380165522e-152	-0.14946088605085275	-0.11590302309699416
1,7	-0.041067176122678496	0.004478577189375864	1.3661539682141746e-19	-0.05767519219815098	-0.02445916004720601
1,8	0.02577074225662936	0.004479425495639026	1.0415794603133649e-08	0.009159580386530638	0.042381904126728084
1,9	-0.0013744958566087248	0.004524575744496572	0.7613302834731299	-0.018153089486199397	0.015404097772981948
1,10	-0.016491430780306113	0.004421544926342926	0.0001981016001752649	-0.032887952735833864	-9.490882477835791e-05
1,11	0.019406842383011616	0.00441371005681519	1.1677498703227809e-05	0.0030393746635869155	0.03577431010243631
2,3	-0.013274465657551165	0.004415481144039315	0.0026838782976821604	-0.029648501142550857	0.0030995698274485263
2,4	0.033668414088365815	0.0044170337476429995	4.1690250964283877e-14	0.017288621045883357	0.050048207130848274
2,5	-0.002162192257831	0.004421568143803209	0.6248992181780424	-0.018558800311228075	0.014234415795566075
2,6	0.01122533424636279	0.004524928667834558	0.013208408225969652	-0.005554568137375199	0.02800523663010078
2,7	-0.04499365636833075	0.0044775449338907555	4.211497791430866e-23	-0.06159784450582968	-0.02838946823083181
2,8	-0.03270093185769176	0.0044791549536787895	4.426894118315963e-13	-0.04931109047049811	-0.016090773244885413
2,9	-0.0033630994632825543	0.0045245711173189755	0.45740747697441364	-0.020141675933798668	0.013415477007233558
2,10	0.009794815751672351	0.00442357051948338	0.02694859408867011	-0.006609217759873422	0.026198849263218124
2,11	0.015617089086507538	0.004409249559798374	0.0004082776142292645	-0.0007338376639827414	0.03196801583699782
3,4	-0.0023383004504136887	0.004415881768289156	0.5965153642249276	-0.01871382158000546	0.01403722067917808
3,5	0.002302987443165185	0.004422552443592175	0.6026195364676391	-0.01409727071293795	0.01870324559926832
3,6	-0.014778653265251355	0.004532442314251384	0.0011342111602001416	-0.0315864186856636	0.002029112155160887
3,7	-0.0037742548635915814	0.004481095982134765	0.39976326072318835	-0.020391611439151875	0.012843101711968712
3,8	0.0038491324741085596	0.0044821312632872005	0.39059022945503463	-0.012772063259580583	0.020470328207797702
3,9	0.000239698000274389	0.004532416526410655	0.9578297158534593	-0.016567971790464573	0.01704736779101335
3,10	-0.008245665278169795	0.004425439698931431	0.06260523525795171	-0.024656630313056243	0.008165299756716652
3,11	-0.01704433524850109	0.004411370821479771	0.00011597814095169477	-0.03340312832497286	-0.0006855421720293152
4,5	-0.0033400367365485515	0.004422942797688022	0.45025945317884186	-0.019741742452183395	0.01306166897908629
4,6	-0.011821806681545088	0.004526760483483544	0.009095077235022965	-0.02860850203154429	0.004964888668454112
4,7	0.018368743375566886	0.004479398222669849	4.318571906482427e-05	0.0017576826424791775	0.034979804108654595
4,8	-0.002504414797677875	0.004482637856877646	0.576447385569661	-0.01912748914462701	0.014118659549271259
4,9	0.007732571088681665	0.004526196225974567	0.08774894260894653	-0.00905203181155424	0.02451717398891757
4,10	0.005988277838514355	0.004426105747484396	0.17625797537040117	-0.010425157120324935	0.022401712797353646
4,11	0.01912878716834883	0.004413721219296462	1.5527964088780626e-05	0.0027612780548249387	0.035496296281872716
5,6	-0.008410852632417391	0.004550981220276128	0.06476032609752132	-0.025287366326279294	0.008465661061444514
5,7	-0.013585162269653384	0.004502881187068248	0.002591887105906656	-0.030283305447396405	0.003112980908089636
5,8	0.0003498635544602691	0.004504261142136524	0.9380968408991183	-0.016353396944027324	0.01705312405294786
5,9	0.004362443661722549	0.004550962244548277	0.3379123454607118	-0.012513999663988966	0.021238886987434064
5,10	0.0021444020127487536	0.004431774811105491	0.628542287307677	-0.014290055671784617	0.018578859697282124
5,11	-0.010797052084978002	0.0044199932050062035	0.01467874221907963	-0.027187819754754896	0.0055937155847988924
6,7	-0.042292884053525596	0.0047001850253202485	6.134830389889229e-19	-0.059722693825117884	-0.024863074281933312
6,8	0.03037417696407914	0.004700171099544882	1.3523272132327208e-10	0.012944418833776346	0.04780393509438193
6,9	-0.0004779682017305425	0.004624184147166266	0.9176876302461713	-0.017625942079297012	0.01667000567583593
6,10	-0.0097203777605441	0.004558969542690316	0.03314191557049368	-0.026626514743558108	0.007185759222469905
6,11	-8.145189266421139e-05	0.004514920094404899	0.9856086346614974	-0.016824239241563316	0.01666133545623489
7,8	0.05315945576190082	0.004618312011435755	1.5042958041545492e-29	0.036033257667241705	0.07028565385655994
7,9	-0.04329347331257593	0.004699568512909919	9.378060529091155e-20	-0.0607209968562908	-0.025865949768861054
7,10	-0.05814285712248125	0.0044956587750545176	1.6134187161442048e-36	-0.07481421725512855	-0.04147149698983395
7,11	0.013216582588693024	0.0044743635212264815	0.0031826910125411015	-0.0033758078393020304	0.029808973016688077
8,9	-0.029304552136027423	0.004700874377693871	5.762955613531369e-10	-0.046736918249694136	-0.01187218602236071
8,10	-0.016079082873945345	0.004498655800913532	0.0003613806997762218	-0.03276155695004844	0.0006033912021577471
8,11	0.009722507427880465	0.004475390180743049	0.029964165407609128	-0.006873690186422695	0.026318705042183626
