132101.30,111096.00,77927.11,59777.27,56284.00,69603.51,453.39,552.00,53828.56,44.00,78.00,36969.03,31.40
25004.00,24577.00,66674.62,12768.70,13669.00,61219.52,517.65,693.00,48953.41,5.00,17.00,19275.29,31.60
64497.40,59897.00,70569.50,22097.11,22573.00,64154.36,424.83,509.00,54698.74,17.00,32.00,34816.00,31.80
56786.25,54205.00,68656.84,15564.01,16105.00,63334.56,818.72,809.00,66323.41,75.00,84.00,58514.29,32.00
71471.35,65189.00,71851.80,29059.80,28897.00,65905.22,608.09,737.00,54072.98,21.00,47.00,29282.04,32.30
92016.05,84938.00,70997.24,33565.14,33422.00,65816.68,799.68,922.00,56841.46,47.00,95.00,32423.07,32.90
98981.45,89765.00,72264.78,38467.94,37201.00,67767.94,380.80,433.00,57635.36,0.00,36.00,0.00,34.20
94826.15,85409.00,72761.98,40805.10,40885.00,65407.93,399.84,337.00,77756.43,42.00,64.00,43008.00,34.40
95916.75,88718.00,70853.72,30123.66,30346.00,65055.83,373.66,378.00,64783.55,32.00,93.00,22550.02,34.60
84087.35,76526.00,72011.46,29971.34,30170.00,65104.47,416.50,478.00,57104.07,7.00,49.00,9362.29,34.60
112949.30,83744.00,88391.34,42829.29,28276.00,99266.54,408.17,272.00,98344.96,69.00,101.00,44772.12,34.90
150450.55,109149.00,90334.55,84688.73,67001.00,82836.99,808.01,745.00,71078.85,-11.00,37.00,0.00,35.40
69850.65,65812.00,69557.72,28715.89,29344.00,64133.20,440.30,384.00,75144.54,-29.00,44.00,0.00,35.80
88542.85,78861.00,73581.93,54272.33,53033.00,67067.52,431.97,457.00,61946.59,60.00,76.00,51738.95,35.80
60234.75,57160.00,69061.31,25859.89,25996.00,65192.87,465.29,460.00,66289.66,91.00,72.00,82830.22,38.10
119157.55,107919.00,72360.84,92365.42,89387.00,67719.70,799.68,575.00,91144.06,50.00,101.00,32443.56,38.10
81940.35,76297.00,70383.40,24499.72,25677.00,62531.20,643.79,733.00,57559.92,-19.00,59.00,0.00,38.20
83835.60,74408.00,73839.52,43287.44,41404.00,68517.19,609.28,620.00,64402.86,57.00,136.00,27467.29,38.40
78404.45,69585.00,73842.27,36763.86,36069.00,66798.54,365.33,405.00,59116.71,96.00,112.00,56173.71,38.40
104694.75,97519.00,70358.34,48819.75,49339.00,64846.29,476.00,543.00,57449.61,13.00,61.00,13966.69,39.30
98976.70,85803.00,75598.02,64352.82,61871.00,68164.84,449.82,415.00,71034.71,21.00,65.00,21173.17,39.60
136230.00,119303.00,74834.41,69543.60,64899.00,70226.19,633.08,551.00,75298.61,49.00,92.00,34905.04,40.70
98946.30,80045.00,81011.23,68742.73,62665.00,71892.19,827.05,621.00,87281.09,21.00,61.00,22561.57,41.00
35177.55,34554.00,66718.64,19035.24,20430.00,61061.84,644.98,814.00,51928.02,16.00,49.00,21399.51,41.60
112456.25,101101.00,72896.73,42981.61,42297.00,66596.75,477.19,553.00,56551.77,12.00,56.00,14043.43,41.90
82902.70,75753.00,71721.41,27220.06,26717.00,66769.99,376.04,413.00,59671.09,9.00,20.00,29491.20,42.40
100479.60,85292.00,77205.73,44989.14,42488.00,69393.91,462.91,520.00,58340.91,-32.00,29.00,0.00,43.50
70553.65,66108.00,69943.18,31812.27,32344.00,64458.60,412.93,492.00,55003.62,19.00,68.00,18311.53,44.30
46519.60,45600.00,66857.64,22494.57,23652.00,62328.94,402.22,640.00,41187.33,43.00,81.00,34790.71,44.50
75261.85,69772.00,70692.55,43367.17,43384.00,65510.58,451.01,460.00,64255.20,35.00,61.00,37602.62,45.50
71497.95,66617.00,70337.73,26567.94,27149.00,64133.36,834.19,617.00,88605.31,63.00,50.00,82575.36,45.60
62953.65,61232.00,67378.66,10743.32,10980.00,64123.34,422.45,580.00,47733.94,59.00,97.00,39862.10,45.60
88534.30,81373.00,71303.55,41135.92,41257.00,65343.67,762.79,793.00,63039.36,-6.00,40.00,0.00,45.90
141759.95,111400.00,83396.59,72110.43,59692.00,79170.23,537.88,508.00,69390.76,-26.00,59.00,0.00,46.20
75334.05,71065.00,69472.92,32120.48,32685.00,64404.10,377.23,397.00,62272.41,0.00,53.00,0.00,46.40
139087.59,95227.00,95721.21,57679.30,36975.00,102233.16,666.40,655.00,66676.63,6.00,77.00,5106.70,47.30
91676.90,83659.00,71816.98,36117.69,36719.00,64462.79,508.13,415.00,80242.92,-15.00,53.00,0.00,47.60
124107.05,112574.00,72250.08,65943.85,64474.00,67030.06,524.79,686.00,50135.05,26.00,61.00,27933.38,47.80
113070.90,82489.00,89832.75,52129.14,39133.00,87300.63,461.72,429.00,70534.47,5.00,61.00,5371.80,48.00
80331.05,73372.00,71751.84,49101.78,48232.00,66717.83,467.67,284.00,107919.80,46.00,52.00,57974.15,48.00
98231.90,84174.00,76481.17,44859.43,42218.00,69636.36,510.51,442.00,75694.08,25.00,48.00,34133.33,48.80
123641.55,94056.00,86150.50,72557.88,63292.00,75130.40,787.78,872.00,59206.37,-1.00,40.00,0.00,49.00
107885.80,97740.00,72338.91,40708.71,40600.00,65711.48,410.55,492.00,54686.60,-10.00,30.00,0.00,49.60
102498.35,93269.00,72021.06,54730.48,54753.00,65509.05,365.33,497.00,48173.58,24.00,65.00,24197.91,49.70
143951.59,109632.00,86051.62,110960.37,98548.00,73790.42,743.75,656.00,74302.45,27.00,128.00,13824.00,50.10
93590.20,83304.00,73628.24,54208.07,54044.00,65734.97,474.81,540.00,57624.35,45.00,92.00,32055.65,50.20
63835.25,58926.00,70995.95,32506.04,32922.00,64707.97,502.18,570.00,57738.37,19.00,19.00,65536.00,51.00
117960.55,98174.00,78744.51,62848.66,60602.00,67965.59,584.29,650.00,58910.82,18.00,72.00,16384.00,51.10
88275.90,81508.00,70977.70,47611.90,46896.00,66536.46,478.38,384.00,81643.52,34.00,40.00,55705.60,51.80
147365.89,129220.00,74738.98,64949.01,62752.00,67830.49,705.67,644.00,71811.79,87.00,94.00,60655.66,51.80
78903.20,71840.00,71979.39,33346.18,31876.00,68558.64,649.74,608.00,70035.14,-3.00,64.00,0.00,51.80
105697.95,91014.00,76109.40,43944.32,41122.00,70033.92,452.20,422.00,70226.02,27.00,84.00,21065.14,51.90
87007.65,79250.00,71951.21,38153.78,37462.00,66746.20,477.19,726.00,43075.93,-6.00,28.00,0.00,52.00
53623.70,51263.00,68553.98,21337.89,22507.00,62131.79,778.26,715.00,71334.34,21.00,72.00,19114.67,52.80
112679.50,90259.00,81815.27,56572.60,50023.00,74116.75,635.46,435.00,95736.80,25.00,49.00,33436.73,53.00
76148.20,69547.00,71756.48,28131.60,28511.00,64663.91,364.14,447.00,53387.65,51.00,52.00,64275.69,53.40
150670.00,122260.00,80764.84,80687.95,67888.00,77892.50,622.37,544.00,74977.28,107.00,104.00,67426.46,53.50
109317.45,96616.00,74151.57,40908.63,39244.00,68315.87,575.96,524.00,72034.57,-29.00,53.00,0.00,53.60
58867.70,52355.00,73688.35,28613.55,27735.00,67611.96,822.29,791.00,68128.45,55.00,76.00,47427.37,53.80
77586.50,70703.00,71916.45,41826.12,41515.00,66027.14,798.49,843.00,62075.73,2.00,48.00,2730.67,54.10
98816.15,87777.00,73778.05,39140.29,38197.00,67154.45,489.09,465.00,68931.20,45.00,65.00,45371.08,54.50
54858.70,51797.00,69409.80,22419.60,22481.00,65357.02,857.99,821.00,68488.72,2.00,29.00,4519.72,55.30
106717.30,93024.00,75183.02,43248.17,41684.00,67995.21,442.68,304.00,95432.49,24.00,49.00,32099.27,55.30
101123.70,91606.00,72345.07,39106.97,37218.00,68862.23,487.90,454.00,70429.55,26.00,29.00,58756.41,55.40
65597.50,62385.00,68910.77,20861.89,20469.00,66793.94,818.72,1185.00,45279.02,8.00,68.00,7710.12,55.50
90596.75,84573.00,70203.83,37123.24,36841.00,66038.08,372.47,313.00,77987.84,43.00,90.00,31311.64,55.60
89696.15,80025.00,73456.14,45616.27,43629.00,68521.12,510.51,541.00,61842.48,-10.00,76.00,0.00,56.30
32211.65,31024.00,68044.84,18436.67,18980.00,63659.94,500.99,772.00,42529.64,-42.00,13.00,0.00,56.50
42155.30,40856.00,67620.18,10734.99,11532.00,61006.62,530.74,680.00,51150.86,16.00,36.00,29127.11,56.80
112598.75,102692.00,71858.29,42283.08,41584.00,66637.75,436.73,420.00,68146.52,80.00,69.00,75983.77,57.00
97720.80,86949.00,73655.02,54409.18,54785.00,65086.43,517.65,501.00,67714.01,22.00,32.00,45056.00,57.00
107040.30,88234.00,79504.42,58199.33,53566.00,71204.72,774.69,698.00,72736.52,18.00,89.00,13254.47,58.00
23552.40,23335.00,66146.56,12622.33,13571.00,60954.77,474.81,579.00,53742.92,38.00,64.00,38912.00,58.00
132280.84,114494.00,75717.13,64699.11,59738.00,70978.62,718.76,766.00,61494.33,65.00,95.00,44840.42,58.30
37411.00,35933.00,68231.64,16975.35,18313.00,60749.01,447.44,573.00,51175.27,-60.00,33.00,0.00,58.30
67669.45,61953.00,71583.05,25958.66,26053.00,65298.69,458.15,337.00,89095.91,149.00,110.00,88771.49,58.60
115450.65,99515.00,76030.48,54147.38,48959.00,72481.11,468.86,539.00,57007.81,-17.00,21.00,0.00,59.10
68722.05,63863.00,70522.34,24738.91,25443.00,63722.41,389.13,407.00,62658.54,37.00,40.00,60620.80,59.20
129564.80,107699.00,78841.57,103465.74,91991.00,73710.81,540.26,499.00,70954.88,63.00,69.00,59837.22,60.90
72527.75,63781.00,74523.42,29046.71,27569.00,69048.76,458.15,341.00,88050.80,78.00,65.00,78643.20,61.00
84751.40,75637.00,73433.21,41417.95,41025.00,66163.73,389.13,565.00,45136.33,17.00,89.00,12518.11,61.50
91815.60,74744.00,80504.48,37413.60,29564.00,82936.61,397.46,312.00,83486.98,-12.00,47.00,0.00,63.30
68038.05,64468.00,69165.19,30325.96,31344.00,63407.42,825.86,740.00,73139.95,64.00,72.00,58254.22,63.50
85915.15,78317.00,71894.16,35744.03,36649.00,63917.73,637.84,537.00,77842.62,96.00,140.00,44938.97,63.90
73217.45,62861.00,76333.15,46849.11,43145.00,71162.45,361.76,397.00,59718.65,51.00,80.00,41779.20,64.30
