88919.05,81582.00,71429.96,25530.26,25546.00,65495.63,20350.19,17822.00,74832.80,582.12,534.00,71441.61,42.10
77157.10,66371.00,76186.41,39640.09,38051.00,68272.93,24033.24,19360.00,81355.49,5989.50,4808.00,81640.57,43.00
114538.65,100432.00,74741.16,18506.88,16868.00,71903.42,15314.11,12128.00,82752.77,534.60,538.00,65121.83,44.60
160749.50,115165.00,91476.41,59300.08,46345.00,83855.66,16898.00,13709.00,80781.04,3762.99,2532.00,97397.83,47.00
160532.89,107315.00,98035.53,56502.39,33383.00,110922.95,7043.61,5011.00,92119.35,1070.19,768.00,91322.88,48.10
56468.95,53580.00,69069.59,22914.64,23544.00,63784.14,8715.56,8120.00,70342.73,1313.73,1104.00,77986.06,49.30
83973.35,75531.00,72861.18,28219.66,27311.00,67716.45,6712.79,6095.00,72178.75,1306.80,1141.00,75059.11,50.10
85839.15,78826.00,71366.73,31068.52,30622.00,66491.63,18469.99,16186.00,74783.72,633.60,625.00,66437.78,56.70
164806.95,114744.00,94129.45,79718.10,62028.00,84226.56,13369.65,8088.00,108332.51,594.99,643.00,60642.71,57.10
47320.45,44320.00,69972.77,24496.15,25572.00,62778.81,4732.63,3824.00,81108.18,869.22,873.00,65252.25,57.90
123331.85,88114.00,91729.77,59222.73,37286.00,104093.25,13474.37,8306.00,106315.48,1065.24,772.00,90429.49,65.40
60122.65,55745.00,70682.54,26613.16,26469.00,65892.95,25287.50,22769.00,72785.01,695.97,661.00,69003.17,65.40
64910.65,59861.00,71064.38,24391.43,24385.00,65553.28,13733.79,12357.00,72837.89,565.29,537.00,68988.53,67.10
148335.84,101156.00,96102.44,62004.95,45696.00,88925.87,17905.93,9940.00,118056.65,543.51,560.00,63606.20,70.90
43214.55,41035.00,69016.91,23796.43,24383.00,63959.44,6195.14,6107.00,66481.86,1259.28,1239.00,66608.70,71.10
92065.45,75059.00,80384.78,32980.85,26199.00,82500.59,10122.14,7923.00,83726.45,1013.76,924.00,71902.34,71.30
30990.90,29559.00,68710.70,14983.29,15155.00,64793.47,4394.67,4711.00,61135.45,494.01,456.00,70998.77,73.50
75660.85,70905.00,69931.73,28668.29,29245.00,64243.63,5444.25,4333.00,82343.50,533.61,416.00,84064.09,74.00
132228.59,105517.00,82126.42,92021.52,80505.00,74911.15,9683.03,8105.00,78295.75,526.68,516.00,66892.45,74.80
116409.20,81548.00,93552.18,46299.33,32136.00,94419.75,27873.37,18508.00,98698.36,743.49,601.00,81073.81,75.60
91472.65,72875.00,82260.75,28707.56,21455.00,87689.53,8979.74,8395.00,70100.80,1141.47,1032.00,72487.77,77.10
148657.89,96202.00,101270.70,56582.12,40926.00,90606.61,23631.02,17290.00,89571.00,648.45,413.00,102897.88,80.30
55668.10,52651.00,69291.46,24387.86,25135.00,63587.94,2181.27,2315.00,61750.20,549.45,536.00,67180.52,82.30
135798.70,95209.00,93475.45,67593.20,52509.00,84362.45,10630.27,6889.00,101127.22,2291.85,1506.00,99733.52,85.60
70016.90,55984.00,81963.20,39580.59,33044.00,78499.99,27932.87,19600.00,93398.40,634.59,529.00,78617.19,88.70
156715.80,116025.00,88519.94,83798.62,62381.00,88036.84,19875.38,15101.00,86256.08,554.40,428.00,84890.57,88.90
88011.80,72179.00,79911.62,33609.17,28583.00,77060.16,10291.12,7415.00,90956.02,1745.37,1259.00,90853.51,88.90
94116.50,81881.00,75329.06,41291.81,39373.00,68729.84,17414.46,13593.00,83960.43,591.03,481.00,80527.53,92.70
98776.25,90425.00,71588.61,29582.21,29309.00,66146.91,23297.82,20285.00,75269.70,525.69,572.00,60230.11,97.60
53038.50,50052.00,69446.41,19358.92,19776.00,64153.84,6517.63,6404.00,66698.85,1172.16,1070.00,71793.17,98.70
121732.05,95876.00,83209.89,56798.70,44368.00,83897.40,12589.01,8064.00,102310.69,3552.12,2520.00,92377.68,98.80
71007.75,65444.00,71107.57,31082.80,30480.00,66832.09,6919.85,6372.00,71170.63,981.09,989.00,65011.85,102.10
128046.70,103983.00,80702.31,51183.09,42235.00,79420.75,33874.54,28891.00,76840.61,819.72,651.00,82521.01,104.30
98870.30,82924.00,78138.59,51826.88,49496.00,68622.24,14905.94,11640.00,83924.03,3725.37,3016.00,80950.22,104.70
