76473.10,69333.00,72285.07,26151.44,26433.00,64837.93,5619.18,4737.00,77740.89,2338.00,1856.00,82555.59,22.00
89242.05,81830.00,71472.16,22153.04,22082.00,65746.84,10151.89,8982.00,74071.95,4716.00,4158.00,74330.88,22.00
97328.45,69885.00,91271.62,48631.73,35273.00,90356.05,17717.91,11549.00,100542.13,2140.00,1650.00,84998.20,22.10
106136.85,90535.00,76829.79,53054.96,48979.00,70989.81,12129.67,10835.00,73366.88,2977.00,2434.00,80156.39,22.20
54759.90,52688.00,68113.13,36051.05,36676.00,64419.29,12123.72,10980.00,72362.49,2347.00,2167.00,70979.70,23.00
132175.39,94448.00,91714.45,44483.39,31028.00,93955.89,19613.58,13380.00,96068.43,5487.00,3983.00,90282.71,23.10
72264.60,65394.00,72421.52,35187.11,34422.00,66992.70,4661.23,4134.00,73894.14,2325.00,2038.00,74765.06,24.20
78565.00,72543.00,70976.33,38128.79,38107.00,65573.48,3292.73,3083.00,69994.28,3375.00,2634.00,83972.67,24.30
73392.25,67266.00,71504.69,40012.56,40662.00,64489.29,4470.83,4178.00,70129.33,1775.00,1476.00,78811.93,25.50
90227.20,79710.00,74183.04,44025.24,42634.00,67674.59,9335.55,7194.00,85045.13,6882.00,5322.00,84746.10,28.30
43555.60,41729.00,68404.70,8889.30,9269.00,62851.36,8689.38,8133.00,70019.34,2642.00,2295.00,75444.93,28.50
48533.60,44838.00,70937.55,15554.49,14930.00,68277.23,18524.73,16598.00,73143.55,1612.00,1448.00,72958.59,29.40
95034.20,74307.00,83816.61,60204.48,49351.00,79948.95,11471.60,8739.00,86028.48,3673.00,2983.00,80695.19,30.30
79879.80,61674.00,84881.84,35740.46,27646.00,84724.27,16665.95,13226.00,82581.27,3552.00,2682.00,86794.88,31.00
53881.15,49871.00,70805.78,19159.00,18539.00,67727.72,20871.41,18879.00,72452.40,4096.00,3483.00,77070.19,31.50
69818.35,65192.00,70186.77,21920.99,21916.00,65550.92,9910.32,8700.00,74653.19,3363.00,2847.00,77413.97,32.00
43114.80,41350.00,68333.05,22198.26,22962.00,63356.21,5315.73,4770.00,73033.91,2932.00,2586.00,74304.55,32.30
53783.30,50584.00,69680.98,27751.99,27644.00,65792.02,8811.95,7672.00,75273.71,1481.00,1367.00,71001.33,32.90
