variant,logKd_x,A_x,B_x,r2_x,sigma_x,c1_x,c2_x,c3_x,c4_x,c5_x,c6_x,c7_x,c8_x,c9_x,c10_x,c11_x,c12_x,e1_x,e2_x,e3_x,e4_x,e5_x,e6_x,e7_x,e8_x,e9_x,e10_x,e11_x,e12_x,logKd_y,A_y,B_y,r2_y,sigma_y,c1_y,c2_y,c3_y,c4_y,c5_y,c6_y,c7_y,c8_y,c9_y,c10_y,c11_y,c12_y,e1_y,e2_y,e3_y,e4_y,e5_y,e6_y,e7_y,e8_y,e9_y,e10_y,e11_y,e12_y,logKd,A,B,r2,sigma,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12
00011001100,6.601378704859389,1000.0000000000116,312.729029079359,0.5285706249414783,3.0228738377929347,2.6614506553778634,2.7364942748373937,2.6210804124549214,2.549693170990996,2.5544429763285956,2.5210626918976726,2.5044485324751435,2.4880668313196592,2.4624319228452043,2.4401084648032856,2.4388837225915663,2.4057422846917307,0.12737586885536956,0.12216201379225575,0.1329145740042893,0.1548608569900196,0.13922079685947678,0.12739264645655055,0.12793710343115386,0.15846291299835266,0.1637221699788784,0.16051564834833146,0.14908936409841486,0.1206926724931852,6.74391454824953,1000.0000000263257,334.5610064362133,0.5549869465112791,1.9278403440430192,2.768396816677573,2.6980085308596893,2.6880350942474744,2.63842475626376,2.619366357224215,2.5988986789595607,2.5416045706481127,2.4798575629553468,2.4670933083835487,2.4522658429383286,2.435113022213464,2.407670480995993,0.1122182020036923,0.11204590001928093,0.1183134440639553,0.1214302111689654,0.11537178121681285,0.12948141256555507,0.12713088303630254,0.13340626168868347,0.14521543515469518,0.17893102066985742,0.13848657928326638,0.10510017296793896,6.216441228867673,1000.0000000044104,320.1479507157178,0.2252342282258354,12.074699192737675,2.625574584177204,2.590900574622815,2.6750408044656697,2.6029803278191523,2.6288984903944392,2.5085422282570593,2.5313183040268323,2.45280228841803,2.4478324471836737,2.4463706696702334,2.4164486704403414,2.3831374767406133,0.11336046875108888,0.1375554160860935,0.13202903248597025,0.1279540957493587,0.14096181223972545,0.16967755349469965,0.1512013344691494,0.12924713670091706,0.13014784259850154,0.1282802240033653,0.15044852360207245,0.14007947510457133
10000001100,6.8391432212110805,1000.0,309.41771664344435,0.7026055987033886,1.573876058630631,2.736295991672606,2.784053618568609,2.6125103410922077,2.5405060478646493,2.5596279499879424,2.5413187706021927,2.5177005552531098,2.4713752043480026,2.4721509149726613,2.439525942177434,2.4376665130191735,2.405579731128765,0.12161296709118752,0.12026442160530798,0.13325611837895013,0.1565319378590565,0.1394132707968573,0.12337791541022905,0.1250257874927831,0.16119935459468687,0.16847528292550304,0.1570944702348334,0.14737041859529465,0.1198362528966632,6.782626026527165,1000.0000000000273,344.0672785637197,0.4965176368595222,1.7386099062460592,2.7655397674814326,2.731746401676783,2.7135979499253864,2.6558998529332207,2.6291634241046324,2.623672326041493,2.564819241547546,2.4869002124530497,2.4669544274839064,2.445426177259306,2.436339518346736,2.4078130761424794,0.11009079639141868,0.10933596722384548,0.11448379892417933,0.11996587082435164,0.11542643734443593,0.12277154433773267,0.12485571572615513,0.13022492300030455,0.14422632931975446,0.17567247734195285,0.13892264937561108,0.1056260020949894,6.117727443777209,1000.0000000427956,328.63656742065604,0.12446596667403075,18.630431159948248,2.5975379915555843,2.6336820566595254,2.724488769432728,2.614964147743448,2.6945893796502287,2.4853045385576067,2.4974567388835918,2.456259115257624,2.442436669848544,2.456383869267225,2.4151070089739246,2.3827450044800376,0.11479107245005582,0.14032583490028167,0.1433559262805158,0.12708062141116913,0.14799156564563076,0.1709521978747911,0.14659926078757654,0.1349465083610373,0.12891645145409386,0.1320226277216327,0.13881591218928452,0.16820571467872328
01011001100,7.128510369286566,1000.0,312.3636259327602,0.7655667284051091,0.920310722876736,2.8077060226256743,2.8438037942844385,2.6691580556914354,2.6249558914173945,2.587319846518437,2.5473932821263694,2.514064380497642,2.4863249333034947,2.4755055512847908,2.439389326993608,2.4374973449115065,2.405615183821736,0.1229243004041424,0.12806403437803726,0.12872583784231345,0.14791883118576366,0.13782360833853569,0.12468274358184915,0.12841825125535894,0.1600575508053116,0.15790881852898955,0.15923219144387687,0.1501600937149277,0.12298433156781037,7.245955532091927,1000.0,336.0176362675993,0.6004326654445407,0.737886655681831,2.821294683089945,2.8319624478900898,2.7531749547734474,2.72433749452429,2.662944702629713,2.625243457168291,2.5507006194226296,2.476383617383736,2.4685553095252635,2.4454848100770192,2.434858340262647,2.4080293127652297,0.11464844353828672,0.11651665200263832,0.11692717518987085,0.11807142139730475,0.11516659167767032,0.12577340943559506,0.12614838469673514,0.13358246338526167,0.145887695428055,0.17899545588489693,0.14133564706211835,0.10570128741118104,6.514726709280088,1000.0000000000003,345.8460983016909,0.21965010924732253,4.339239785492748,2.688953930833795,2.710312025790406,2.7327316736041407,2.7051342989917813,2.7591404858318094,2.5446960868299224,2.544947449005966,2.466384195723732,2.4494291067387204,2.4436449463895933,2.4139047542143097,2.3829437809951632,0.1143445951287668,0.13134039005738327,0.1323659542864857,0.12502006006962854,0.14179371069472388,0.16300955550568302,0.14587496189456275,0.12776422519430922,0.1303931661198707,0.12708287320615,0.15683123916304556,0.13937537307745385
00001011100,6.884072099761938,1000.0000000000017,308.3778084320204,0.7102565480802845,1.451464435118512,2.740631579048837,2.7818597609263427,2.6345107163782804,2.582099991316418,2.5489242144522506,2.512142238063266,2.5112367943993577,2.4839779199904317,2.46986459157709,2.440965313971617,2.438722862141163,2.4056481375586145,0.1264735206502487,0.12211067255763157,0.1342611695114809,0.15292748424851754,0.14397280510440533,0.12974177984039564,0.1313525572271352,0.168240470878651,0.1557992174235903,0.1583189006223766,0.15152047713182767,0.12757186185600367,7.0416295272537495,1000.0,333.27514301636216,0.6017814092553933,1.0263063598282909,2.791847306464606,2.7908358402339943,2.7316902006535013,2.6791397545111715,2.6162415009802538,2.600071868775685,2.5423156861270826,2.4882821356108216,2.4684808926083885,2.4470112392694663,2.4343223112142685,2.4087091293809317,0.11734416811221472,0.1150564240805768,0.1192813880781442,0.12208024618863116,0.11802179622748155,0.13158366201340693,0.12970635712070602,0.13379558680727832,0.14777882397074596,0.18955042872328676,0.14394750937733228,0.10790593470747603,6.604322115181276,1000.0000000006123,313.4486514223458,0.4873800058863499,2.9081638927681577,2.7018382342870937,2.6926665685826645,2.636630438404763,2.597871354201068,2.5755091356457065,2.5943410157908082,2.532766924709481,2.4540648776893685,2.452036377566928,2.44392244390476,2.4135104733473387,2.383225300975933,0.1125073975333276,0.12498420741408252,0.12407176470825285,0.12443963367945599,0.12788171637101667,0.1674527679878883,0.16202565859752646,0.12579793957947016,0.12828854340293264,0.12229594475311632,0.15513311249636627,0.11919857400252824
00000001101,6.618607160049626,1000.0,307.7858306531716,0.6649011358918935,2.899741057342617,2.6926913351304815,2.7118594798007662,2.57853867000804,2.5628121635851486,2.528356731447709,2.5241514282850153,2.509636984051855,2.4668893453472807,2.475773017099335,2.4389697818801257,2.438458319622142,2.4055967698929392,0.12739347350401511,0.1253320666239571,0.1383478706540657,0.15477549638082536,0.14719843803964416,0.12930450083728015,0.12967693731601204,0.1631623979786864,0.15735800912703088,0.15977790196475755,0.15015366286768594,0.1265681770858658,6.5577547924251816,1000.0,332.8635238021064,0.4675820500984285,3.2801037028167297,2.7087470134424407,2.6781827295350213,2.6684206372204438,2.602790762776661,2.601740465447696,2.5972911857940084,2.5405381504126803,2.4761180509716545,2.4659513139956992,2.4445035068684806,2.442608429340174,2.4084450572227887,0.11308158205453878,0.11180734074632,0.1191972040540049,0.12691537685857618,0.12131165991637533,0.12693671869217374,0.1268100277410807,0.1341272757226711,0.14584177752046792,0.18218958830189053,0.1371768747690557,0.10901500103379433,6.1586064733163735,1000.0000000000023,313.1349632995835,0.2344598751763438,14.710649965248125,2.5998271271537208,2.5959780807188166,2.637330879637455,2.6058779782262045,2.599914102961172,2.489157442362846,2.484905367896149,2.450389934970873,2.442717319057824,2.4567076772654883,2.4170260882902745,2.3829784447358753,0.11659917046494064,0.13576022092453388,0.1318650667520878,0.12699783029162873,0.14109519995467765,0.16638706487779853,0.14680418116002816,0.131838638253621,0.13445971982843202,0.1301809447046782,0.14341072754043913,0.13676270119757086
00100001101,6.68433284345196,1000.0000000000003,310.82967203637605,0.6323493141619646,2.4339533557392548,2.6983089529359026,2.7494905628539845,2.5877021008157644,2.5442959581408355,2.5600618783846585,2.540496187797934,2.5098877001279383,2.471441917697605,2.4705645705778503,2.4389697818801257,2.4384758008702607,2.4055526562095295,0.12786588633391774,0.12536336062449255,0.13970982760629785,0.15799722489318815,0.14192093965729016,0.1279285572881201,0.13063421271738254,0.1650899565581301,0.16223411188235548,0.1600617383253012,0.15171771682579005,0.1258468835862359,6.614605319846062,1000.0000000001556,332.41410815082907,0.5296102717219136,2.848110938405469,2.7347549493438787,2.676661264375418,2.6540041506248864,2.624515993204102,2.6129814162001863,2.563661607258084,2.5568146529736544,2.4744249347013514,2.4749851528554903,2.4448829842312207,2.4385144849942546,2.409913255045211,0.11575354223672656,0.1160365780480314,0.1230160791018513,0.1262116525803182,0.1208226797544948,0.1329177181405424,0.1285150628422862,0.13687531253168325,0.14821230637864544,0.19385033178833908,0.14256693603684198,0.10979940357679337,6.212964470955117,1000.0000000000031,311.292691327354,0.26569594291073195,12.149751522326937,2.6166432107823514,2.584438576815796,2.649160416006937,2.5777300863111705,2.6272870012806595,2.4729480474017014,2.4749127715164057,2.4569586412501345,2.444360017808961,2.4502348633896487,2.4142468409339903,2.383015488749728,0.11717173247604196,0.13893546128489495,0.13685704441738042,0.1315203523410173,0.14830642554318646,0.16434286499159734,0.1475505542481341,0.13196166198109066,0.13179744090879028,0.13340593173474502,0.16121490335044536,0.14853660966701215
00010001101,6.663689661297068,1000.0000000000024,314.6248332535256,0.5371879695896534,2.58381431705988,2.6743041547849167,2.768605385287809,2.590417066440751,2.5651532329648314,2.5709863963307944,2.531927978592439,2.5016021040329104,2.471327534266877,2.498998060615464,2.4419555706280565,2.4387721455415283,2.4056104358798014,0.12919230685801408,0.12351337110061712,0.13976577011794133,0.1538044035320381,0.14067970291401505,0.1298312669738593,0.1283684049035881,0.16103443680846485,0.1567117965273729,0.15856595875777568,0.1527636181954037,0.12533542750318946,6.728643912604872,1000.0000000000043,342.45760037433416,0.4876068663596569,2.0413706950722803,2.754621776549461,2.7208206641163715,2.6873284411251355,2.6776468147410304,2.6168475797012034,2.606188604243604,2.561989574743143,2.4830602567028994,2.4758113813035907,2.4463011761893,2.435089481302985,2.409092824365349,0.11261723807965188,0.11200052249976024,0.11801624710467574,0.1210318810758995,0.1170263223435846,0.12787665113666954,0.12535424659968078,0.1337589324856429,0.14401085207478576,0.18031633779574405,0.13877110357422734,0.10757553977339612,6.315452613323708,1000.0000001680634,323.8403028376982,0.2342003489781073,8.411029551556027,2.647603755668354,2.615582681864939,2.673797904290269,2.6298002327847794,2.6930813340969992,2.501873323519591,2.475981066822416,2.452133872987972,2.441858086073086,2.4488629065893344,2.4164380867886286,2.383056330240388,0.11615313101557675,0.13583269157805936,0.13415634296083168,0.1268627555722579,0.13786568100441735,0.16283106275893605,0.15189214068895618,0.1308788100587306,0.13321029377851815,0.13543741549241803,0.15783771006533628,0.13797057108626626
01011000000,6.994402816932462,1000.0,319.09328459796785,0.6500480826595159,1.1652853876725522,2.7591696855167225,2.8436603192134533,2.6439322970905024,2.5981288688386135,2.613353346159513,2.5486805871455265,2.5486314159677064,2.4810896952465566,2.4643256607518094,2.4389697818801257,2.4374973449115065,2.4061501635906133,0.1226009519373306,0.12300771286556993,0.13055098694113798,0.1484880410221877,0.13526035456337165,0.12391631437588173,0.12411119201273994,0.16109307754612912,0.1554830573718796,0.1568336008832298,0.15025456681581553,0.1214007226270518,7.38908639402109,1000.0,341.58622191563376,0.5695871953471537,0.6281667223772309,2.8377315392772364,2.8374906053986217,2.787164386328025,2.7594529771997016,2.7072131823222705,2.641680638566453,2.558016415257056,2.483245450520894,2.476479637979484,2.4485847773334712,2.435011388977875,2.409904208518506,0.11517499609534634,0.11742659301980247,0.11803866149791815,0.115618247332395,0.11286458491725836,0.1263542941493139,0.124506855181863,0.13285325115941932,0.145752967350215,0.1854340723472704,0.1371384442106367,0.10677295793326592,6.997380424206185,1000.0,332.22486048028264,0.4811135988150868,1.1082630366471695,2.8051413912638887,2.764842245251658,2.714543249883985,2.7023571193977824,2.6171334873589607,2.6889380820594293,2.6098264140032965,2.460834750602317,2.461618385416367,2.4412037375762727,2.413696282253945,2.38304850160148,0.1132862668418202,0.12049373298615627,0.11832339175688122,0.11929234928593944,0.12552812828106047,0.14520580760398352,0.1436956052267583,0.1232752868130671,0.1239045444061528,0.11966142438212354,0.1553804433851047,0.11319991963788133
00001001100,6.629623658674443,1000.0000000000017,308.7521616108925,0.6334319802105721,2.828976123027616,2.6851693638399703,2.7230338015574747,2.590805480690411,2.5365404483071337,2.5503720597864725,2.5244130587422218,2.5090802024962606,2.4743449803200592,2.468847340765706,2.4398601905976065,2.438042836650487,2.4055526562095295,0.13039369003722984,0.12487631725847445,0.1385411960764008,0.1598093597495804,0.14503259163412632,0.1270539278926315,0.13209585760832152,0.1654557485246783,0.16507900882197005,0.15979378868132246,0.15108613029635093,0.1257538004118397,6.530154585938201,1000.0000000000003,332.48010313261716,0.4568253612713949,3.6325265726537617,2.6971162490177703,2.681353259581825,2.6587243804460954,2.6247756282280306,2.5942648644285806,2.5771732298942105,2.5255889720310565,2.4783934389956417,2.4808410479647574,2.44642744847363,2.4356587372320058,2.4095391428092263,0.11387496162588913,0.11417283742832733,0.12048737355789912,0.1261249555238116,0.1194941411161133,0.1308681153750942,0.13479335511014626,0.13393973355671185,0.14685846612048273,0.1893827154863992,0.1426436500335215,0.109442070825735,6.143519903159393,1000.0000002672036,316.4089780316461,0.20981579618840152,16.296565955180974,2.591641683400241,2.6218534893592915,2.6533858376865425,2.6076065604434424,2.5985549668439964,2.484462615545152,2.4945116275555765,2.4525158955654263,2.4452571510422088,2.449986680660253,2.4140093706345813,2.3829426618617013,0.11955118722202245,0.1402952038123074,0.13764388430948496,0.12974243507618005,0.1422809733102481,0.1820616996353623,0.16225493603116914,0.13178937966051382,0.1341569274414959,0.1358782063039376,0.1596839291322221,0.1428367140355156
00100011100,6.685426270351581,1000.0000000000027,304.6416355879458,0.7291803965057138,2.369766576832553,2.717013949061883,2.7187152861767454,2.567289972676326,2.5513568829019837,2.549652055783713,2.5133740500723776,2.5039298838404824,2.472942461397495,2.4617796666984058,2.441619697008766,2.43980533546258,2.4055694223810797,0.12559262411911268,0.12376476994402565,0.1414669326137461,0.1569919297635898,0.14498646837902374,0.12924196991171769,0.13093662755277385,0.16519946336453886,0.15924009995279487,0.15748322315624252,0.15011331933385436,0.1252412700738766,6.748350244264567,1000.0000000002882,333.0382831643995,0.5481457109139964,1.9390376653940915,2.7604351044022355,2.6957498111431217,2.7116799560058564,2.6438525828113497,2.593301501828273,2.5799874836891754,2.5481412776417924,2.472596083842822,2.4728509027307193,2.449610704554805,2.4379656721844682,2.407946680133998,0.1150045409189925,0.11451219897818705,0.11948752318546944,0.12376421850538415,0.12024590113543684,0.1329772245887943,0.12884206011672286,0.13458868493401985,0.15006717055435495,0.1859540377403796,0.14059611375747152,0.10829064956703073,6.452728559713734,1000.0000000019844,309.27127491085895,0.4346934519841175,4.748799017569138,2.665517372087737,2.65788171240048,2.5889866900722818,2.590609153340727,2.548821942288043,2.6001000591093755,2.5223472909273363,2.4538858915898087,2.448005170866017,2.4431525161462013,2.415461645770228,2.383234744131122,0.1147617127696769,0.1275625299928639,0.1267201163524921,0.12595130677127206,0.13026280009014465,0.16924674633786352,0.1545362472463773,0.12723747267563862,0.1296511874143045,0.12211785322693745,0.15488692855906952,0.12114795077434855
