variant,logKd_x,A_x,B_x,r2_x,sigma_x,c1_x,c2_x,c3_x,c4_x,c5_x,c6_x,c7_x,c8_x,c9_x,c10_x,c11_x,c12_x,e1_x,e2_x,e3_x,e4_x,e5_x,e6_x,e7_x,e8_x,e9_x,e10_x,e11_x,e12_x,logKd_y,A_y,B_y,r2_y,sigma_y,c1_y,c2_y,c3_y,c4_y,c5_y,c6_y,c7_y,c8_y,c9_y,c10_y,c11_y,c12_y,e1_y,e2_y,e3_y,e4_y,e5_y,e6_y,e7_y,e8_y,e9_y,e10_y,e11_y,e12_y,logKd,A,B,r2,sigma,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12
01010100111,9.430291961637987,7973.643995113023,126.47789043995779,0.9964638038287776,0.11231578671113787,3.921994488688359,3.9008303437177165,3.8943490194431014,3.8267235506180874,3.725368135513924,3.662552280257228,3.1750209048997386,2.86565103314508,2.4666726331572586,2.2202507333148174,2.1874067607428374,2.1205854677543687,0.1276966681858332,0.12287193557027952,0.12757722757570908,0.12481772029755694,0.12186317855012074,0.12081474107548205,0.0887530233064554,0.08445154397444486,0.116570527758353,0.17558941805415804,0.16672373101568688,0.15122547322392585,9.471052750721498,10432.403476325228,250.29854971315328,0.9913985823660744,0.11469820898576105,4.085756002558973,4.0607012349028935,3.964001611900257,3.895346050212607,3.904808257174648,3.8356110738178932,3.317084928393444,3.078436445637913,2.6790062623693465,2.5684331148817825,2.437211802680998,2.3965496855543265,0.12199654802748128,0.11587622336668285,0.114364138810839,0.12386245281592773,0.6492302516403813,0.1373271459382967,0.08735899044067863,0.08901787025914791,0.0889067428826252,0.13878134980353654,0.1439770463414917,0.1130794161382954,9.432668529451416,9057.355580801272,166.5046980340326,0.9926006682270588,0.13023340193361174,3.9883380210615256,3.9624194314749146,3.877024863926415,3.8727060526062544,3.814808892611308,3.776383803645529,3.239994627505176,2.892134964166936,2.5118639642408866,2.3382827269143953,2.2816580792671988,2.2527371071643314,0.1289703085032822,0.12996438084321002,0.14427922581076094,0.13713139785047535,0.14043368527150352,0.1337844441040861,0.20654293973485466,0.08469169939285204,0.1394002278848501,0.16428801504572696,0.12747702997323898,0.11606578567452196
01011110011,9.40449285011314,9093.648483622559,119.91143658676704,0.9948940417003506,0.10771078691036397,3.9907611579873215,3.9473505869008845,3.9412435086041935,3.8503465047623098,3.8032278715012655,3.708607950043126,3.2161806805938067,2.886566909374047,2.4179726591555184,2.204628847195115,2.177353263709645,2.1208953758985727,0.1258062630427726,0.11845589158648147,0.12376395721439935,0.1226532578450072,0.12236561659238154,0.11521080037502887,0.08964175028310964,0.07989863808282797,0.1284624048023554,0.1810840822611265,0.16954201364042482,0.15147628834506724,9.442880298443523,10777.598664780127,241.80469013187718,0.9974747429786508,0.11219344681305317,4.080570189084449,4.0651902604776025,4.000538347021543,3.9220028438649694,3.9085510513632538,3.7535349486769447,3.3616201590358643,3.0340168295726033,2.6671185162477307,2.507349136546911,2.436389933821806,2.397576381944301,0.1213259753425811,0.11725448980719586,0.11600789980526295,0.12600194828430894,0.9110899664040156,0.15439670803952574,0.08875004499787413,0.08025890038351123,0.08981629487123476,0.1546853397864796,0.14518285625152394,0.11383901443599867,9.440280295307788,8539.105341015222,168.6124811796739,0.9934922879202648,0.12701127950414276,4.005567849768469,3.9500845719757,3.852876079210448,3.818654583916431,3.7631118790456095,3.7013076547324175,3.2096300780321765,2.8965790523797894,2.5085665487854,2.3398813454337253,2.2834740025075733,2.252448244915767,0.12377383473180165,0.12367771674374428,0.14165730202958252,0.13309793603317707,0.1345142226242462,0.12647593648757782,0.2169681115536287,0.08000344870544111,0.13936756436787298,0.1650270980475682,0.12901495113764247,0.11757764350121215
01010100101,9.064914365725732,4190.480953666678,140.09673878623957,0.9929264905138494,0.16064733509037754,3.7027145099037413,3.6055470844770867,3.6221517767598495,3.4325189964097715,3.2909538794158477,3.173246279846569,2.7007149859346025,2.4413133463241063,2.268729021881198,2.2020541122918167,2.1770335424235894,2.1207327270569047,0.13583225271365176,0.13473362051391602,0.1369973770927468,0.13878728752327427,0.15464973156720793,0.14036762546543255,0.10687151754442306,0.12989133637408165,0.18027609696157407,0.18231653638355108,0.16957999409182836,0.15279760219479016,9.184359146808156,5734.834306566764,261.74203895290424,0.9950030478020141,0.14354386675742534,3.8032496906112967,3.7750455802081895,3.6623735410645217,3.7428045988557166,3.607026323967663,3.33049212136672,2.9529167683069373,2.7140055300741963,2.5089320201717724,2.5056470741949632,2.43272590511842,2.3978728634862265,0.13470648044089745,0.12357979370953848,0.13418796255950388,0.13478005647702188,0.7486226282238756,0.1446753231057295,0.08359587423665912,0.07905013394720174,0.12692776359743216,0.15478804586014694,0.14624633234585646,0.11354724826197796,9.047793578385512,4971.915521364311,187.4702459704081,0.9950543475985182,0.1957607819641702,3.7613678515600384,3.736437588152037,3.617293858604703,3.5433694954559662,3.3779989707661877,3.1983619758978015,2.7509596622890022,2.5410266180104952,2.3854466076172747,2.338137647970776,2.282046546149662,2.2524304422302133,0.13718792461556242,0.13091681964869034,0.1499614761856554,0.1398086314599638,0.14313876926087435,0.14496512651969076,0.2760687931445481,0.12371229682923535,0.1832371088263272,0.16849695098600315,0.1289905425291093,0.11753661885052726
01000100110,9.320260144075231,6032.8683923065755,131.44306839320993,0.9964506651424636,0.12634085053598898,3.7841758948361135,3.809467189844052,3.7948216475926064,3.66426187740221,3.57850500948205,3.4552274045771383,2.9847701463435112,2.7061224516253297,2.3324918136036725,2.2066320756115725,2.1769290499486944,2.121079994277289,0.13462700503404296,0.1261693146294157,0.13108897254293914,0.12605877691720552,0.12780268144580306,0.11972903715047767,0.09290926435524503,0.09446889326979807,0.1567013527675915,0.1805573894891335,0.170531296180956,0.1543935998841561,9.346941572418684,8187.161192712845,251.5568183540915,0.9982812126764112,0.12081525848856267,3.9658604187522175,3.9242788146624012,3.868204416534187,3.8451215179582916,3.7567262090326383,3.5880567336213924,3.179198640584981,2.882489966953276,2.599000139162356,2.4858597868385544,2.4355701797589706,2.3965254057304817,0.12924520028072994,0.1197516141980644,0.1230565186539006,0.1287476409596183,0.5830777020716666,0.14751252541274934,0.08389295351311672,0.07466267086250382,0.1069622850067827,0.1564993545916188,0.14657141459674494,0.11464816960001495,9.301643807504236,6556.0736095578495,178.38371154186373,0.9936191586882154,0.163184613628823,3.9150404360230158,3.843847341542825,3.6953602891962634,3.721786594975267,3.618329167743395,3.4315892243629245,2.9917850209930386,2.7416434540483867,2.425333322293166,2.3391506059271,2.281541402494605,2.252433711807784,0.14019812814421767,0.13587561462124273,0.15951987819194355,0.15276903326390967,0.14453738256047458,0.13418109524718508,0.2729391437110022,0.0983222953087303,0.16932864337781664,0.17534746339809726,0.13225382804838398,0.11954968283631807
01001100010,8.449592829550175,2171.369103486379,153.1099876537661,0.9912043937784906,0.27279927593819875,3.3836185443482405,3.295612777486698,3.26741096274334,2.970811301547172,2.7601635837067517,2.58181709297591,2.310621561723921,2.249645160345358,2.243448834952002,2.203332724072036,2.1776737279492817,2.1212123460474968,0.16406540614539086,0.16091365164956578,0.17719109943040512,0.15740491948009094,0.16435757959492134,0.17214237249469294,0.15774042691048426,0.18572560267767846,0.18865329882931486,0.18177915950057424,0.17083293915856246,0.15416806130288968,8.846445807660569,2754.877857272645,263.20174206317347,0.9863912822534404,0.2508794293048358,3.5183049241198288,3.43463396225736,3.3271640720225792,3.439017169214372,3.0738776853042995,2.842268238758032,2.6263299332582166,2.491505502062941,2.4685642205461438,2.4680763218382213,2.431870184741721,2.3962112887424283,0.15686526304180692,0.16281956108762766,0.1602986403491409,0.17544418955850186,0.38963306865383796,0.13511579775177673,0.1044412678202114,0.12139168935829135,0.14202330471502514,0.17312871672713126,0.14801731944193844,0.11476875405194498,8.540014293849659,2664.155055597902,198.50354424691548,0.9908395277830472,0.2739764248792891,3.5037816488613522,3.4171883854708236,3.3122772809781527,3.107754887470612,2.9378025309707545,2.696820780931019,2.4170660111394238,2.3836656509116003,2.378789026615439,2.3374712513781883,2.2816344274458644,2.2524996946289004,0.17503619225253195,0.16000773274736474,0.17110187587261674,0.16059256910938488,0.16395004513967545,0.16999613644951211,0.1874467614856996,0.1630564615709472,0.18424631841314734,0.1690519248884117,0.13040323228188586,0.11873223947663447
01010100110,9.347730105661563,7768.7539368294665,128.09946574082716,0.9965633743772428,0.11759631722633587,3.8934383693032153,3.8764101871033616,3.9359339498013886,3.773092376391948,3.713868843050343,3.5839261979279846,3.1044481194832843,2.790160747163065,2.416643054162316,2.210031298626526,2.1806060753815,2.1205652417259047,0.13286842619252948,0.1220129418729894,0.13000584831611775,0.12342814218582825,0.12152537489019108,0.12105977338567273,0.09435113313557274,0.08729042770579948,0.1320769746659378,0.17943403674996256,0.17026514750041402,0.15403979012013191,9.42567105514344,9822.043804920637,249.89730640470952,0.9947274245526108,0.11661608981844185,4.069882781877797,4.042555629792097,3.902678491919244,3.8867055833007504,3.8666857275261406,3.732083186876558,3.299089809496394,2.9895048520656515,2.6592755929335645,2.521915619437942,2.443642525194043,2.3971945836067823,0.12408315003525168,0.12234305970543585,0.12359296363517085,0.12895717765150222,0.6501247695180166,0.14242268679878498,0.08843905957925674,0.07826207264265705,0.09590215774913427,0.15951000291805112,0.14315157172382095,0.114689976018781,9.389709490005048,8471.373623579084,172.43771576537551,0.9951413584660459,0.1408597526729144,3.96422835587388,3.9349621486861084,3.929370919206483,3.785159279540802,3.7645616547737775,3.661864002118551,3.152429091301417,2.846319293164141,2.5379083071151443,2.3397638151292597,2.2816629945435265,2.252452013659839,0.13529239269772642,0.13351706498038268,0.15698036953542166,0.1470682673604896,0.14771524835226185,0.13641915282079073,0.24984252419787945,0.08854693450707253,0.13676953373024733,0.17286821840159064,0.13046134288301525,0.11844103262619893
01010100011,8.888772230757644,3298.342620147327,146.84527968223654,0.995847902185664,0.20208151439061328,3.551545289677237,3.553435574560795,3.459224208817381,3.2910979392405753,3.1869725406550837,2.8954760751759245,2.5399615576211243,2.370208748817084,2.247052641252884,2.2104986756417477,2.1763762447690915,2.12244648875772,0.15332561990837992,0.14517473153676844,0.17170534724322287,0.16998619138672014,0.15584444853064702,0.16430809020527073,0.1226461728524754,0.15062549005589215,0.18739717697372849,0.17892466978797714,0.17000741859552873,0.1522354618368611,9.171277955429089,4356.040494509503,259.71075735339144,0.9942968493755092,0.16959371363139655,3.6794233372143865,3.682520481868465,3.5245783288481856,3.622100847270089,3.4610188316370727,3.198120337747924,2.8829641156786834,2.633545864421894,2.4931243297795525,2.4849744460221377,2.4369302107648023,2.3976672077487717,0.15630421777091272,0.13597840226448502,0.16257556719240407,0.15301416295519066,0.7056596629710681,0.15214323961772772,0.08666011458735992,0.09287965701508727,0.13206228783834875,0.1669134963779457,0.14479223660251278,0.11421495471031022,9.074736379151458,3660.036595300136,187.01312815560595,0.9927539605611784,0.2242181360128718,3.675774350325472,3.5718331042501505,3.5039598255072884,3.3915670573255494,3.3029841892068683,3.0998190807514905,2.7127104810271696,2.4618021903303373,2.3814843379711936,2.337312300199669,2.2818999344444943,2.252400512787543,0.15111464071010608,0.1531607672036253,0.15654570034125576,0.15726139175321954,0.155255148828573,0.1539610511140722,0.2480394453183565,0.14101822527259272,0.1838382082637101,0.16975383659277454,0.12848612346732555,0.11682383645314405
01011100010,8.75450346398541,2806.3656031685664,148.89967406963706,0.9955392024279394,0.2258844848875773,3.490901696656685,3.4165870290261537,3.4171569329882456,3.264648891618028,2.9646285944378428,2.7819885978680943,2.455165666847464,2.3089188315863702,2.243694702018164,2.201019572539543,2.178395259576162,2.121357479785381,0.1573652627074003,0.15809613273891734,0.14654754081570448,0.15385302797420636,0.16612067355583493,0.16253967898051902,0.13367954982746105,0.1663257632077592,0.18918577199860626,0.18284799673022092,0.17017358996209805,0.15334640460392074,8.893760371662065,4245.258114839702,264.99223615056127,0.9944062489261524,0.20608263280066,3.7050477639931345,3.635939995698299,3.5014847362313564,3.5354630237037106,3.3422883371095744,3.0160928368826068,2.725451437436853,2.5648829359310867,2.4782391017729006,2.4632570577866963,2.434279145381512,2.396212238655124,0.1508397055259853,0.1442554680461825,0.16086154118629492,0.16192061817348938,0.6692999089410295,0.14557838780617982,0.09761878308943413,0.10307785661001714,0.13999057909340956,0.17268972165519236,0.14791995185766527,0.1163463014813764,8.827312963999058,3057.6597853023027,193.40784254176242,0.9898224387580146,0.2437857057741105,3.605283095914232,3.460400731189869,3.4038782993065486,3.2530869805387197,3.1490536986013105,2.8727375619394904,2.5249596719625496,2.403389164672561,2.38115470863365,2.3373810852431793,2.2823289052455578,2.253102121545917,0.15207299464553256,0.16903918162931014,0.16155551479170072,0.15752811507884018,0.1524317354246546,0.1608537776399955,0.2278393556521922,0.1572410023550043,0.18211503362667664,0.17435581980666418,0.1296056959762392,0.11875624311968455
01000100111,9.354603332732164,6521.796692887148,131.24576260830236,0.9945503263277832,0.12027633288741478,3.9072240526219657,3.8268306632433684,3.7981954433787966,3.689106443533887,3.5707039931802815,3.511894716144082,3.0561237337093763,2.7492977941514773,2.3813459858906088,2.2144017330804964,2.17722539502042,2.12230184983114,0.1320278215391792,0.12428489181201186,0.129769154331676,0.1252764371635605,0.1322348753653778,0.1220944712782484,0.08827005864421454,0.08885226691445662,0.13937265317248096,0.1774155384657281,0.16978855034981802,0.15222810692335612,9.410527810700284,8590.137905011028,246.82109510319503,0.9945424703691668,0.11642999261945172,3.9839710436749423,3.983076704827726,3.8825577271147393,3.846453770198627,3.722027963269788,3.6887057464708506,3.247118269409302,2.9315739068397595,2.605061813459797,2.5073736899982104,2.434006819663737,2.397953749697997,0.13038491421356452,0.11453329063272025,0.1233275950534658,0.12759467905273095,0.1583911477146999,0.13811468257713222,0.08447226683372341,0.07410992647216834,0.1031276982947835,0.1481768976592034,0.14532903850435042,0.11356610214568155,9.328301247614057,8116.959837108559,171.98910862754147,0.990803949442575,0.14465185817392906,3.9871440696546694,3.9212021235314274,3.8417933415695327,3.7797956230233423,3.669808647308116,3.6510731421146985,3.0744502753821727,2.7828973589908097,2.457601304845761,2.3384823189156307,2.2815520389881554,2.2524532626957168,0.1334713535953948,0.1373778481632595,0.15723813333921788,0.14446286202093336,0.13980987282069351,0.12599254898668638,0.2441658859772559,0.08917848026073097,0.1586359139071001,0.1713990885786334,0.12911973768322496,0.11808847171025855
01010011100,8.896201782239874,2714.5375671906368,148.39273771069128,0.9898134181659556,0.2337002488676888,3.4717991831543125,3.4624667122083155,3.4526791937721906,3.200607325574709,3.0179023285334017,2.8928551199149637,2.5114745322944008,2.3110025463562773,2.2620689191987107,2.205888130100735,2.1907683177723243,2.1205735916062904,0.1865701477257974,0.1822376707353162,0.18525895063015224,0.1893592304004744,0.17616065319711105,0.16320463281749206,0.12918260296608788,0.17021004195357026,0.1845584856376893,0.1817832754193852,0.16754321887972784,0.15368357955188186,9.150844952746278,3266.7449028406654,264.7065197545393,0.9970166636846008,0.2141534896253386,3.5992464370391066,3.5242961318887933,3.4713197483519465,3.4504158627909787,3.3199103251782582,3.0973485024525083,2.786943511496942,2.5986541553131586,2.5001818118630386,2.4718868820605198,2.4344086463493064,2.3967373471633677,0.1761315721078996,0.1787936378892167,0.18398942221100786,0.1947489286983796,0.6186541849468332,0.15839947303937538,0.0983994980815338,0.1017889132562158,0.13892966102914486,0.17258536378794245,0.1506862419130009,0.11746223740265505,9.015774727003624,2710.943666886219,192.21296725466118,0.9899468394691656,0.2753974211131112,3.5157348248719384,3.457110812287429,3.4450201462010384,3.233759262000059,3.144600002703716,2.971431007424622,2.5889559520251297,2.42525307380856,2.3920780556457406,2.339957961211496,2.281895825728224,2.254032898610206,0.18046726224554144,0.18393753603441,0.18761762736778287,0.18053113147539449,0.17236816238752667,0.17454838459226504,0.2512634731125062,0.15511197892833414,0.17953691263536253,0.1819520496904464,0.13093900858918445,0.1196013004318688
