_7_,2.2981682918476785,3.160415049358172,3.899196215360318,4.327124445366364,0.17626001063422259,0.30356606502545574,0.13386953772527804,0.1533476859523267
_75_,2.2872522335787937,3.177559335986775,3.8977613259797383,4.331560631494191,0.17465640746453917,0.30174227530633996,0.13419709044695236,0.15651979569292304
_8_,2.2785068603365866,3.1577633726960697,3.898766893216843,4.336475688043166,0.18355142307902103,0.308475379628011,0.13423437273300878,0.15695936225880106
_85_,2.252880767581708,3.1244531250261067,3.839181995446326,4.2764002524986315,0.17927788299634748,0.29239138140320764,0.13391537749848575,0.15375052388782662
_9_,2.229857288918248,3.1072910602018418,3.832009401829882,4.250757257492609,0.18077368515816966,0.29165130124729416,0.13041388943509882,0.14906681326603147
_95_,2.131464994518247,3.10218291341217,3.7275839111560503,4.154772084541979,0.23443693508810198,0.26348961293958756,0.12334494532416398,0.1666119418158906
_10_,2.1874787452029434,2.919572218141158,3.3397634504332236,3.721126774494882,0.17677519101890127,0.16402498432773135,0.09719672330330717,0.1590190272721062
_105_,2.189955392421748,2.7545042923144214,3.0079469839485204,3.31656154456652,0.19547418422440802,0.08430681934616097,0.06641798726568449,0.15905487578567218
_11_,2.2269191255270897,2.667709821951324,2.7873591326129423,2.990336133348519,0.1898550311960517,0.032491534496471144,0.038572379438771884,0.12413749681086747
_115_,2.200438173424472,2.633248317077929,2.6850158975449694,2.872127390972752,0.1787181780599848,0.016304823421947535,0.019333878354915412,0.226216320744661
_12_,2.175586981463426,2.6357328005215375,2.7364150137195056,3.2240681037043264,0.16343255414411217,0.02030691273231973,0.04605533761156839,0.3999010099067658
_0_,2.120273103021927,2.6248387392715347,2.7375238351775337,3.2111683688105472,0.1449027023171399,0.01507752594632458,0.065963633828786,0.20049418001198974
