,variant,correct_counts_6261_a_115_1,correct_counts_6261_a_85_4,correct_counts_6261_a_7_1,correct_counts_6261_a_7_3,correct_counts_6261_a_115_2,correct_counts_6261_a_115_3,correct_counts_6261_a_7_2,correct_counts_6261_a_85_3,correct_counts_6261_a_85_2,correct_counts_6261_a_115_4,correct_counts_6261_a_85_1,correct_counts_6261_a_7_4,correct_counts_6261_a_0_4,correct_counts_6261_a_0_3,correct_counts_6261_a_0_2,correct_counts_6261_a_0_1,correct_counts_6261_a_105_3,correct_counts_6261_a_75_2,correct_counts_6261_a_75_3,correct_counts_6261_a_105_2,correct_counts_6261_a_8_4,correct_counts_6261_a_12_4,correct_counts_6261_a_10_4,correct_counts_6261_a_95_4,correct_counts_6261_a_75_1,correct_counts_6261_a_105_1,correct_counts_6261_a_10_1,correct_counts_6261_a_12_3,correct_counts_6261_a_8_3,correct_counts_6261_a_75_4,correct_counts_6261_a_95_1,correct_counts_6261_a_8_2,correct_counts_6261_a_105_4,correct_counts_6261_a_12_2,correct_counts_6261_a_10_2,correct_counts_6261_a_95_2,correct_counts_6261_a_95_3,correct_counts_6261_a_8_1,correct_counts_6261_a_12_1,correct_counts_6261_a_10_3,correct_counts_6261_a_11_4,correct_counts_6261_a_9_4,correct_counts_6261_a_11_2,correct_counts_6261_a_11_3,correct_counts_6261_a_9_1,correct_counts_6261_a_9_3,correct_counts_6261_a_11_1,correct_counts_6261_a_9_2,mean_bin1__7_,mean_bin2__7_,mean_bin3__7_,mean_bin4__7_,meanbin__7_,mean_bin1__75_,mean_bin2__75_,mean_bin3__75_,mean_bin4__75_,meanbin__75_,mean_bin1__8_,mean_bin2__8_,mean_bin3__8_,mean_bin4__8_,meanbin__8_,mean_bin1__85_,mean_bin2__85_,mean_bin3__85_,mean_bin4__85_,meanbin__85_,mean_bin1__9_,mean_bin2__9_,mean_bin3__9_,mean_bin4__9_,meanbin__9_,mean_bin1__95_,mean_bin2__95_,mean_bin3__95_,mean_bin4__95_,meanbin__95_,mean_bin1__10_,mean_bin2__10_,mean_bin3__10_,mean_bin4__10_,meanbin__10_,mean_bin1__105_,mean_bin2__105_,mean_bin3__105_,mean_bin4__105_,meanbin__105_,mean_bin1__11_,mean_bin2__11_,mean_bin3__11_,mean_bin4__11_,meanbin__11_,mean_bin1__115_,mean_bin2__115_,mean_bin3__115_,mean_bin4__115_,meanbin__115_,mean_bin1__12_,mean_bin2__12_,mean_bin3__12_,mean_bin4__12_,meanbin__12_,mean_bin1__0_,mean_bin2__0_,mean_bin3__0_,mean_bin4__0_,meanbin__0_
0,01010100111,3369,1164.0,34.0,898.0,155.0,98.0,618.0,714.0,471.0,34.0,121.0,1107.0,1.0,2.0,32.0,2366.0,840.0,892.0,1100.0,999.0,1055.0,273.0,643.0,1018.0,55.0,630.0,448.0,12.0,1064.0,1547.0,177.0,475.0,895.0,46.0,767.0,548.0,783.0,61.0,2485.0,1429.0,447.0,790.0,745.0,759.0,192.0,991.0,1366.0,576.0,839.870661555712,12338.406468097892,22116.059074959718,27805.12385332478,3.921994488688359,1075.533664896111,12162.0676619629,19330.466092100225,24589.062706381927,3.900830343717716,1410.545206706672,10920.198237731795,19363.889777984696,23154.749984829177,3.894349019443101,2428.308416200468,9608.469038641337,17089.60803049235,23031.234072795574,3.826723550618088,3849.1387402788696,10901.402098021572,18051.258924471735,20117.139676543797,3.7253681355139237,4021.66115823288,9671.43720904353,16532.173450838232,21335.950156829687,3.6625522802572275,9443.194308034199,12677.517024792032,32200.548949122738,13292.673782581356,3.175020904899738,12319.910119573067,16079.906269970887,13824.57053460385,18062.471647252456,2.86565103314508,30976.121865441117,10580.63329936892,8326.054905948144,5021.315583057347,2.4666726331572586,44354.06746858848,933.5674070407721,493.56117484533604,404.70308474800186,2.2202507333148174,34033.935291844944,54.28186109238031,212.19381369569103,252.1956453470114,2.1874067607428374,56131.63953358417,32.063855984375664,1.7947315943520632,0.23657211828605915,2.1205854677543687
1,01011110011,3284,914.0,18.0,1219.0,58.0,13.0,250.0,1086.0,360.0,0.0,65.0,905.0,3.0,56.0,3.0,2254.0,956.0,452.0,1538.0,977.0,870.0,39.0,555.0,860.0,37.0,412.0,295.0,0.0,1420.0,1193.0,133.0,294.0,666.0,28.0,825.0,354.0,1280.0,30.0,2185.0,1669.0,147.0,630.0,679.0,665.0,96.0,1201.0,1396.0,363.0,444.63740905890637,4991.264752466785,30021.68820977271,22731.379482618726,3.9907611579873215,723.5408291119294,6162.841460994653,27027.506226954676,18962.347646227303,3.947350586900885,693.7107573967239,6759.027961880311,25842.78523001717,19094.438376115057,3.941243508604193,1304.4631987853752,7344.052768388283,25993.43742453038,18084.663180872125,3.8503465047623098,1924.5693701394348,6870.154447190678,21876.450018456664,16042.782273699484,3.8032278715012664,3021.9261810450457,6247.607248177755,27025.775245303877,18024.476556850226,3.708607950043126,6218.174823370734,13636.181936705903,37608.6187516346,11473.458708137874,3.216180680593807,8056.830109943022,15725.794219981539,15733.677894144383,13440.900689463839,2.886566909374047,31656.417367610396,9643.28860439127,7294.896590850482,1651.3051246295975,2.4179726591555184,43235.012634860366,349.3349006991276,65.47240074478948,0.0,2.204628847195115,29925.21070932845,33.04113283884019,0.0,36.027949335287346,2.177353263709645,53474.520502408595,3.0059864985352185,50.25248464185777,0.7097163548581774,2.1208953758985727
2,01010100101,3205,344.0,131.0,784.0,7.0,14.0,694.0,872.0,931.0,2.0,354.0,527.0,21.0,21.0,7.0,1887.0,173.0,1177.0,1043.0,1087.0,563.0,11.0,73.0,132.0,222.0,1788.0,1562.0,0.0,1088.0,627.0,427.0,749.0,96.0,59.0,1479.0,1068.0,746.0,203.0,2149.0,695.0,57.0,159.0,188.0,100.0,382.0,827.0,2211.0,1125.0,3235.9722548175964,13855.750952847795,19308.45246633454,13236.946947337092,3.702714509903742,4341.244974671576,16047.930087590059,18328.796485509574,9965.961420104375,3.605547084477087,4694.109458384499,17219.42837907603,19800.66924666104,12356.515868681352,3.6221517767598503,7104.307267231121,18992.536464915254,20871.342020433236,6806.481547286664,3.432518996409771,7658.182285346501,21291.800972698384,15063.96683202636,4048.892669076536,3.2909538794158473,9701.973528618304,18848.71339280746,15750.959635153667,2766.5475645398024,3.173246279846569,32924.70872577995,24445.955253803673,15660.86880310728,1509.1215958451617,2.7007149859346025,34965.07824412166,17496.354469928283,2847.203217245793,1937.427126409202,2.4413133463241063,50137.778509875774,2670.0121614514856,1096.9769309549597,640.3019871012724,2.2687290218811986,42194.94990704247,42.16110870506713,70.50873926361943,23.806063808705993,2.202054112291817,29432.16375942647,69.6223870532704,0.0,10.16172929969643,2.177033542423589,44767.71081989575,7.0139684965821765,18.844681740696664,4.968014484007242,2.1207327270569047
3,01000100110,3179,750.0,95.0,718.0,24.0,82.0,663.0,671.0,509.0,0.0,222.0,712.0,0.0,5.0,53.0,1542.0,553.0,736.0,834.0,810.0,712.0,6.0,207.0,522.0,124.0,785.0,666.0,2.0,906.0,1053.0,280.0,434.0,369.0,17.0,1000.0,723.0,917.0,109.0,1893.0,1140.0,77.0,480.0,494.0,284.0,248.0,843.0,1812.0,606.0,2346.697436699784,13236.834123541914,17682.99600870944,17883.693029419373,3.7841758948361144,2424.839535402142,10035.069281619612,14656.007928010533,16737.09310266333,3.8094671898440517,2520.48241854143,9977.61270563284,16488.42494253208,15626.712785970023,3.794821647592606,4455.243540466974,10383.674608637879,16060.401944622363,14839.712675770345,3.66426187740221,4971.80420619354,11469.18345729353,15355.409962996642,12223.07220853294,3.57850500948205,6361.949854831675,12759.943617041008,19361.434296830983,10940.438096134672,3.455227404577138,14038.320109711554,16528.705377825336,25688.331561931365,4279.290004656828,2.984770146343511,15350.999117245807,13037.761840516936,9101.175601947536,7446.985517135369,2.7061224516253297,41089.84833102438,7015.883019984223,3115.414483912086,864.9693509964558,2.3324918136036725,41852.65078143152,144.5523727030873,412.9797585440567,0.0,2.2066320756115725,25926.052115679064,20.060687795010114,35.365635615948506,5.542761436198053,2.1769290499486944,36582.83523279239,53.10576147412219,4.486828985880158,0.0,2.121079994277289
4,01001100010,3155,68.0,338.0,903.0,38.0,9.0,1571.0,338.0,940.0,0.0,814.0,194.0,0.0,27.0,40.0,1576.0,70.0,1762.0,893.0,115.0,126.0,2.0,36.0,76.0,474.0,2250.0,3150.0,0.0,879.0,166.0,1487.0,1315.0,38.0,88.0,450.0,1060.0,123.0,426.0,1732.0,112.0,17.0,49.0,87.0,49.0,1156.0,157.0,2559.0,1121.0,8349.30245899502,31365.107704501275,22239.19971568889,4872.803999588987,3.38361854434824,9269.144675650123,24024.174013877386,15692.823836586818,2638.516101654428,3.295612777486698,9850.692755033479,30231.70670024697,15997.048040271191,2765.401419989077,3.26741096274334,16335.892981712237,19176.137784124963,8090.038535443157,1345.4672826031779,2.970811301547172,23175.022832095692,21216.09679146212,2859.785722645875,1247.771954621071,2.7601635837067513,33786.4979790525,18707.524528441863,2597.00808997842,1592.8607189774618,2.58181709297591,66397.45997836546,7437.917420021401,2523.765907838871,744.2243486359702,2.310621561723921,43999.67899847524,1851.04026130796,1152.047544550321,766.8982375369758,2.249645160345358,58029.2063350394,1235.5907342887194,537.5186961679302,190.9672593109058,2.243448834952002,41536.68235779064,228.87459011322156,45.32704666946964,0.0,2.203332724072036,23721.036589728545,103.84356035064059,0.0,1.847587145399351,2.177673727949282,37389.460652970694,40.07981998046958,24.228876523752856,0.0,2.121212346047497
5,01010100110,3086,870.0,55.0,688.0,102.0,18.0,524.0,761.0,363.0,11.0,166.0,894.0,1.0,9.0,12.0,1631.0,662.0,686.0,1046.0,863.0,1108.0,77.0,365.0,729.0,87.0,627.0,408.0,2.0,867.0,1223.0,192.0,366.0,516.0,52.0,686.0,556.0,772.0,68.0,1772.0,1005.0,189.0,743.0,461.0,752.0,217.0,931.0,1376.0,497.0,1358.6143054577694,10461.69092117038,16944.152164334395,22455.08647233275,3.8934383693032153,1701.2987062902123,9353.339031509584,18381.51593848803,19439.18790556244,3.876410187103361,1572.4110500992408,8414.300115810183,15778.658305933017,24317.97439164998,3.935933949801389,3331.3983230518816,7405.253208124852,18214.5542173735,17214.066703893597,3.7730923763919475,4350.328680419348,9406.24451860542,16958.347183333182,18920.29718945828,3.7138688430503426,4362.479900456005,9812.626073409128,16299.920694823903,15278.88768598118,3.5839261979279846,8600.051959102573,11338.691889188181,22646.29229801844,7545.607979225809,3.1044481194832843,12261.243880908434,13890.849960945821,10895.078207033035,10413.67080444946,2.790160747163065,31202.887032830877,6547.210672495398,8249.266520781297,2123.106588809482,2.416643054162316,40628.273139823104,614.3475839881211,90.65409333893928,130.93335094788296,2.210031298626526,24268.86653406408,61.36210384356035,35.365635615948506,71.13210509787501,2.1806060753815,38694.29589149442,12.023945994140874,8.076292174584285,0.23657211828605915,2.1205652417259047
6,01010100011,3075,223.0,154.0,883.0,144.0,17.0,1091.0,626.0,1390.0,0.0,376.0,294.0,13.0,166.0,8.0,1920.0,127.0,1352.0,1009.0,680.0,210.0,7.0,34.0,51.0,210.0,2097.0,2127.0,0.0,1128.0,487.0,760.0,1192.0,97.0,29.0,1539.0,1480.0,367.0,176.0,2081.0,295.0,24.0,68.0,115.0,41.0,511.0,827.0,2476.0,1163.0,3804.1200552817545,21781.879379765047,21746.637152772193,7384.558638552381,3.551545289677237,4106.583084148788,18433.98596297516,17731.30935175375,7740.706876540399,3.553435574560795,4069.7697767274467,27403.950103950105,20528.635027788285,4609.002366648461,3.4592242088173806,7545.817888358479,28356.203744610317,14983.325808246795,4412.341235595715,3.291097939240575,10244.322376471366,22010.990694442862,15063.96683202636,1731.601896208833,3.1869725406550833,17268.14960597169,26119.93990763581,7748.796496114472,1068.89337720856,2.8954760751759245,44834.09440443915,25437.677576473194,6647.419132254169,702.8785514895274,2.539961557621124,41007.700826578926,10945.281545125328,2090.1434022555823,1957.6086589759643,2.3702087488170838,56147.0554457044,1633.252120036813,449.7605416915335,269.60083667422,2.2470526412528837,40483.4542789877,867.3142362185238,85.61775482010931,0.0,2.2104986756417473,28500.852854056066,34.22117329737019,0.0,6.466555008897728,2.1763762447690915,45550.61196300998,8.015963996093916,148.96272233122124,3.075437537718769,2.12244648875772
7,01011100010,3061,154.0,238.0,904.0,9.0,0.0,1445.0,728.0,1135.0,0.0,485.0,355.0,44.0,17.0,47.0,1728.0,56.0,1832.0,1125.0,442.0,291.0,30.0,36.0,74.0,327.0,1998.0,2324.0,0.0,1121.0,253.0,1159.0,950.0,41.0,80.0,1074.0,1563.0,309.0,381.0,1876.0,197.0,26.0,42.0,51.0,70.0,844.0,471.0,2478.0,1339.0,5879.094630889984,28849.510269258015,22263.827843834726,8916.728968320052,3.490901696656685,6394.53651674597,24978.596364031426,19769.794866920685,4021.352853726327,3.4165870290261537,8810.126618938393,21840.39647546359,20401.24101609102,6386.7604223557255,3.4171569329882456,9733.30232939857,23154.166367001948,17424.698384031417,3047.087669424844,3.2646488916180276,16920.172379142532,25341.974668838342,8579.357167937625,1069.5188182466322,2.9646285944378428,26333.928149106825,27584.7743754289,6524.1910553116395,1550.9433316359498,2.781988597868094,48986.57047292741,17751.82957578441,4439.123962895157,744.2243486359702,2.455165666847464,39071.71495064602,7114.433004331463,921.6380356402567,827.4428352372632,2.3089188315863702,56192.40847918235,724.3118097554562,767.8838516684718,292.0675730637383,2.2436947020181637,40299.13936519719,54.207139763657736,0.0,0.0,2.201019572539543,25693.22438933646,94.40323668240055,0.0,27.713807180990266,2.178395259576162,40995.550766708984,47.09378847705175,15.255218551992538,10.409173204586603,2.121357479785381
8,01000100111,2992,844.0,50.0,710.0,203.0,16.0,530.0,680.0,528.0,0.0,214.0,951.0,1.0,4.0,177.0,1903.0,698.0,765.0,1018.0,970.0,797.0,5.0,417.0,542.0,97.0,861.0,660.0,0.0,957.0,1050.0,210.0,484.0,556.0,76.0,1105.0,601.0,797.0,115.0,2048.0,1384.0,130.0,434.0,713.0,445.0,213.0,829.0,1648.0,654.0,1235.1039140525177,10581.481275229584,17485.97098354276,23886.786616541885,3.9072240526219657,1896.8502817258689,10430.472826683428,17889.467710689118,16689.409076729815,3.826830663243368,2659.224570020775,11127.10725697303,17416.581313469316,17492.26136294678,3.798195443378796,4294.694223693389,10771.277393636148,16275.817171897477,16699.62333113356,3.6891064435338867,4270.138289996871,12377.63363212866,15100.397223397647,11051.6944552152,3.570703993180282,4771.462391123756,10606.813435465623,16827.767867583745,11359.611969549795,3.511894716144082,13911.84875737181,18264.219442496997,31186.535861151762,8620.59870503332,3.0561237337093763,16837.21049674986,15613.122204075837,11487.5598013732,11220.932107119961,2.749297794151477,37370.899585832325,10126.163144228241,4881.547342749571,1460.3378653186915,2.3813459858906088,39390.73014722966,1222.6721524469467,80.58141630127936,0.0,2.214401733080496,28048.893149979252,89.68307484828051,0.0,4.618967863498377,2.17722539502042,45147.29925292083,177.3532034135779,3.5894631887041264,0.23657211828605915,2.12230184983114
9,01010011100,2921,153.0,70.0,847.0,4.0,7.0,1550.0,374.0,1344.0,23.0,362.0,128.0,0.0,10.0,13.0,1698.0,75.0,2004.0,1046.0,275.0,125.0,79.0,113.0,111.0,105.0,1750.0,1785.0,27.0,1124.0,159.0,721.0,1279.0,65.0,54.0,1012.0,1284.0,272.0,106.0,1752.0,136.0,48.0,68.0,98.0,83.0,569.0,334.0,1801.0,1124.0,1729.1454796735247,30945.841465294066,20860.02453952214,3215.0459378731457,3.4717991831543125,2053.291542074394,27323.74842440992,18381.51593848803,2527.253374476229,3.4624667122083155,2451.111342801758,29404.070623282034,20455.83844967556,2743.4537896717034,3.4526791937721906,7264.856584004705,27417.797001982923,8951.699444543612,3027.3013858571503,3.200607325574709,11407.083037597275,21272.87492738932,6083.875359004601,1731.601896208833,3.017902328533401,16382.020876191562,22660.812730678637,5742.977239627075,2326.4149974539246,2.892855119914964,37625.22732107376,16727.04984235924,3064.572888090058,2336.0375387740173,2.511474532294401,34221.97255436963,4426.400624866861,1234.3366548753438,1311.7996168395637,2.3110025463562773,40840.406646895644,1391.8148501183277,910.4908526926166,539.20167334844,2.2620689191987107,38455.99022729206,24.092062117181218,35.254369631809716,273.7697338001189,2.205888130100735,23994.951561896312,63.722184760620365,477.4360808153048,72.97969224327436,2.1907683177723243,40283.822454786954,13.025941493652613,8.973657971760316,0.0,2.1205735916062904
