,variant,correct_counts_6261_z_11_3,correct_counts_6261_z_8_4,correct_counts_6261_z_11_2,correct_counts_6261_z_11_1,correct_counts_6261_z_8_2,correct_counts_6261_z_8_3,correct_counts_6261_z_11_4,correct_counts_6261_z_8_1,correct_counts_6261_z_12_2,correct_counts_6261_z_12_3,correct_counts_6261_z_10_1,correct_counts_6261_z_75_4,correct_counts_6261_z_95_1,correct_counts_6261_z_105_1,correct_counts_6261_z_105_3,correct_counts_6261_z_95_3,correct_counts_6261_z_9_4,correct_counts_6261_z_10_3,correct_counts_6261_z_12_1,correct_counts_6261_z_10_2,correct_counts_6261_z_95_2,correct_counts_6261_z_105_2,correct_counts_6261_z_75_3,correct_counts_6261_z_9_1,correct_counts_6261_z_12_4,correct_counts_6261_z_75_2,correct_counts_6261_z_9_2,correct_counts_6261_z_10_4,correct_counts_6261_z_95_4,correct_counts_6261_z_9_3,correct_counts_6261_z_75_1,correct_counts_6261_z_105_4,correct_counts_6261_z_7_1,correct_counts_6261_z_7_2,correct_counts_6261_z_7_3,correct_counts_6261_z_7_4,correct_counts_6261_z_0_4,correct_counts_6261_z_115_2,correct_counts_6261_z_85_2,correct_counts_6261_z_85_3,correct_counts_6261_z_115_3,correct_counts_6261_z_115_1,correct_counts_6261_z_85_1,correct_counts_6261_z_0_2,correct_counts_6261_z_115_4,correct_counts_6261_z_85_4,correct_counts_6261_z_0_3,correct_counts_6261_z_0_1,mean_bin1__7_,mean_bin2__7_,mean_bin3__7_,mean_bin4__7_,meanbin__7_,mean_bin1__75_,mean_bin2__75_,mean_bin3__75_,mean_bin4__75_,meanbin__75_,mean_bin1__8_,mean_bin2__8_,mean_bin3__8_,mean_bin4__8_,meanbin__8_,mean_bin1__85_,mean_bin2__85_,mean_bin3__85_,mean_bin4__85_,meanbin__85_,mean_bin1__9_,mean_bin2__9_,mean_bin3__9_,mean_bin4__9_,meanbin__9_,mean_bin1__95_,mean_bin2__95_,mean_bin3__95_,mean_bin4__95_,meanbin__95_,mean_bin1__10_,mean_bin2__10_,mean_bin3__10_,mean_bin4__10_,meanbin__10_,mean_bin1__105_,mean_bin2__105_,mean_bin3__105_,mean_bin4__105_,meanbin__105_,mean_bin1__11_,mean_bin2__11_,mean_bin3__11_,mean_bin4__11_,meanbin__11_,mean_bin1__115_,mean_bin2__115_,mean_bin3__115_,mean_bin4__115_,meanbin__115_,mean_bin1__12_,mean_bin2__12_,mean_bin3__12_,mean_bin4__12_,meanbin__12_,mean_bin1__0_,mean_bin2__0_,mean_bin3__0_,mean_bin4__0_,meanbin__0_
0,01010100111,1092.0,1297.0,522.0,808.0,224.0,457.0,392.0,51.0,17.0,21.0,148.0,1320.0,126.0,1041.0,634.0,711.0,1445.0,790.0,780.0,278.0,415.0,276.0,719.0,72.0,18.0,325.0,112.0,1014.0,620.0,680.0,91.0,1283.0,31.0,138.0,667.0,1200.0,2.0,679.0,150.0,936.0,284.0,1933.0,92.0,8.0,65.0,2865.0,34.0,442.0,1172.9326750863731,5827.930319479113,31791.774740748606,55721.689634511684,4.037214099413327,3943.445490062628,14571.12341772152,36979.55442874408,53473.09741283599,3.9252585815215357,2483.3288782126538,7411.891357913821,31116.670723838008,63451.57482001445,4.076998998374388,2901.727200947493,7195.132200647674,27069.977079313205,48001.53327022145,4.001007446515444,3289.751354420497,8532.037321473603,43412.110338992345,56869.600115152,3.9123414981815934,21240.02740805761,19655.538388897523,48360.20715344899,46607.31131446967,3.5139866992083877,16135.456685486479,12737.575005392255,51916.56650534489,43265.93517206424,3.423998846176574,20558.33630855899,17038.454026296557,32348.13627616409,46116.11426744744,3.200335731603259,35480.91413431689,24163.197100865713,45021.40409417857,17286.233120319233,2.8725075068456873,53098.410522231396,18362.97801011421,7393.135466755099,1470.1545235523802,2.567673145430932,60758.96956768096,987.720419115768,257.5131393411101,83.20710945267525,2.420909986460436,52032.42068597854,15.886238377718877,283.26614496877716,7.135678391959799,2.3848955682792816
1,01000100110,870.0,993.0,413.0,606.0,166.0,360.0,287.0,70.0,7.0,23.0,92.0,1009.0,87.0,967.0,499.0,469.0,1082.0,507.0,458.0,212.0,281.0,175.0,576.0,83.0,85.0,194.0,65.0,747.0,391.0,399.0,70.0,877.0,54.0,153.0,471.0,867.0,2.0,452.0,145.0,714.0,162.0,1478.0,81.0,8.0,62.0,2253.0,13.0,305.0,2043.1730469246502,6461.4010063790165,22449.664022327725,40258.92076093469,3.9822917097577766,3033.419607740483,8697.83982473223,29624.789083388856,40874.511582993575,3.947945679790055,3408.4906171546227,5492.7409170254205,24512.038206962105,48579.34756844591,4.047284103370747,2554.781557355945,6955.294460626085,20649.533797681226,37747.80260307467,3.979272420440841,3792.3522557902957,4951.62880264093,25472.694154791097,42583.32686823147,3.9192832798746133,14665.733210325494,13308.930812723382,31900.05225733836,29392.675361221998,3.4948932137879902,10030.14875043754,9713.546406989777,33318.60660532894,31873.42561492306,3.444402383512085,19096.93680151445,10803.36758913731,25460.12618581369,31522.862207756352,3.1583215530192175,26610.68560073767,19117.625292447396,35868.701064043365,12655.99210594801,2.8735333962997593,40599.819323258154,12223.955906585601,4217.211076106782,1402.3012378499627,2.555373327987215,35676.420592304974,406.7084078711986,282.0382002307397,392.9224613042998,2.425640440791197,35904.72468150103,15.886238377718877,108.30764366453245,7.135678391959799,2.384030469908531
2,01011111101,868.0,907.0,381.0,311.0,143.0,474.0,359.0,23.0,11.0,78.0,81.0,1071.0,95.0,528.0,638.0,485.0,1125.0,617.0,526.0,200.0,192.0,184.0,676.0,36.0,52.0,166.0,62.0,827.0,561.0,494.0,32.0,979.0,6.0,71.0,545.0,1091.0,1.0,375.0,174.0,1139.0,200.0,1363.0,20.0,3.0,71.0,2599.0,17.0,202.0,227.01922743607224,2998.427917992877,25976.78745683357,50660.30282604354,4.091605098223309,1386.7061063956494,7442.4814995131455,34767.98163258831,43386.12676450556,3.991258238168578,1119.9326313508047,4731.698500811055,32274.18363916677,44372.07275385744,4.062582193470301,630.810261075542,8346.353352751303,32940.92296296767,43544.846411624974,3.998099506540021,1644.8756772102486,4723.092088672887,31537.621334503263,44275.64022805952,3.953364006946465,16014.306379091056,9093.646676309216,32988.32696121344,42172.09943131852,3.5828138144017614,8830.891834624357,9163.723025462054,40547.49561240228,35286.91162455337,3.4761280891547695,10427.28296918266,11358.969350864372,32552.22546402632,35189.14720797431,3.2492113513631216,13656.638979916526,17636.35650465486,35786.244279988096,15831.014515802563,2.9639061868032415,37440.83473450667,10141.55633842832,5206.433427292323,1605.8610949572153,2.5632551816734765,40973.356400769466,639.1132123690263,956.4773746955518,240.37609397439516,2.429801285794156,23779.522575944946,5.957339391644579,141.63307248438858,3.5678391959798996,2.3850859933695396
3,01010111101,823.0,813.0,434.0,453.0,184.0,473.0,270.0,6.0,10.0,19.0,89.0,778.0,66.0,452.0,569.0,729.0,982.0,540.0,512.0,183.0,261.0,195.0,824.0,11.0,38.0,98.0,115.0,650.0,457.0,660.0,29.0,665.0,4.0,103.0,706.0,818.0,1.0,342.0,142.0,1261.0,123.0,1215.0,4.0,7.0,53.0,1948.0,22.0,174.0,151.34615162404816,4349.832050046005,33650.66411839358,37983.61843419213,4.002890528331219,1256.7024089210572,4393.754138266797,42379.90660540351,31516.719535747274,3.9570621975687366,292.15633861325335,6088.339329714924,32206.094644147433,39773.42353791191,4.044748353093536,126.16205221510839,6811.391816613132,36469.274676296955,32637.691731375704,3.9677346292694624,502.6009013697982,8760.574035441645,42135.2835643161,38647.71440351506,3.887494520422806,11125.728642315891,12361.67595060784,49584.51619530845,34354.09882373006,3.5803662644023238,9703.07868248849,8384.80656829778,35487.27330745094,27734.573828246306,3.430070907016158,8926.386178163943,12038.038170753003,29031.686973402786,23902.740442597464,3.1986028433767664,19892.14616688806,20089.707934436246,33930.96663874447,11906.334036954573,2.897993028953356,33375.35891593955,9249.099380646627,3201.956557784779,1198.74138074271,2.550189477631536,39882.810793144425,581.0120112445694,232.9880784514806,175.6594532889811,2.422521076998521,20483.351129774357,13.900458580504019,183.28985850920876,3.5678391959798996,2.38641632621621
4,01000100111,810.0,1236.0,306.0,443.0,154.0,366.0,573.0,61.0,15.0,42.0,131.0,1143.0,127.0,749.0,635.0,606.0,1407.0,576.0,566.0,205.0,214.0,183.0,572.0,74.0,34.0,216.0,64.0,967.0,692.0,498.0,78.0,1078.0,26.0,104.0,503.0,1146.0,5.0,414.0,152.0,771.0,228.0,1296.0,60.0,13.0,123.0,2492.0,20.0,315.0,983.749985556313,4392.063429172665,23974.906588600523,53214.21360095866,4.074645771309638,3380.0961343393956,9684.192794547225,29419.061381420877,46302.841168842075,3.9573979917356104,2970.256109234743,5095.675308565752,24920.572177078142,60467.34500966682,4.09965096297494,1892.4307832266259,7291.06729665631,22298.025991613762,41752.11899106173,4.004944908132932,3381.1333364877332,4875.449897984916,31792.986689438512,55374.06737855977,3.9597561381389,21408.599054153306,10135.627024636313,41218.404409268755,52019.77327356937,3.5727113615935275,14282.059633775194,9392.816101098606,37853.09152794767,41260.51214140643,3.449259334583995,14791.732848329188,11297.235821783586,32399.158573129644,38747.60029642115,3.229179709077643,19453.025942453445,14164.632783266108,33394.9975423852,25267.886678425817,2.9836671086708595,35600.38284366885,11196.278197624864,5935.334107113248,2781.984713799119,2.589075462904347,44089.200993983875,871.518016866854,515.0262786822202,157.16898452171992,2.4257867125646198,37081.92876941909,25.815137363793177,166.62714409928068,17.839195979899497,2.3848874094302692
5,01001111101,742.0,973.0,274.0,158.0,76.0,359.0,533.0,19.0,23.0,31.0,58.0,874.0,56.0,218.0,337.0,404.0,1023.0,391.0,400.0,154.0,118.0,141.0,555.0,8.0,95.0,76.0,40.0,722.0,520.0,441.0,27.0,1154.0,5.0,65.0,494.0,961.0,1.0,407.0,80.0,810.0,186.0,812.0,16.0,185.0,93.0,2118.0,13.0,159.0,189.1826895300602,2745.0396432329158,23545.9321168363,44623.78644897144,4.087295475570715,1170.033277271329,3407.4011684518014,28544.718648056973,35405.67207486262,4.025380064865637,925.161738941969,2514.7488535779034,24443.949211942767,47600.91156505325,4.132690777418315,504.64820886043356,3837.403840345426,23425.941703251814,35485.950250027585,4.051633266155404,365.52792826894415,3047.1561862405724,28154.030381611214,40261.31551404879,3.99406205972964,9440.012181358938,5588.803686481705,27478.936272845836,39090.0030379423,3.677762813483775,6323.354647014971,7056.066729605782,25695.414561506142,30806.711236913587,3.5131312581070846,4305.203953185264,8704.427600390633,17194.514077393214,41479.34206128943,3.3881517495480797,6938.099546066916,12683.363995473574,30591.46688450595,23503.98533961773,3.066768213276456,22305.178139706102,11006.969145974203,4841.98308738186,2103.4518567749437,2.6218006992237317,31158.44593214408,1336.3276258625096,380.1384437892578,439.1486332224527,2.437831925723358,18717.544997897257,367.369262484749,108.30764366453245,3.5678391959798996,2.3915761109938436
6,01011111100,694.0,712.0,551.0,549.0,175.0,460.0,127.0,13.0,4.0,9.0,52.0,865.0,44.0,453.0,580.0,457.0,844.0,480.0,504.0,239.0,232.0,253.0,672.0,26.0,41.0,140.0,83.0,514.0,295.0,530.0,28.0,557.0,5.0,83.0,692.0,777.0,0.0,276.0,126.0,1073.0,82.0,1329.0,7.0,1.0,44.0,2084.0,21.0,158.0,189.1826895300602,3505.2044675128,32983.37049564923,36079.794038346314,4.006812793404235,1213.3678430961932,6276.791626095423,34562.25393062033,35041.08277432055,3.970249697604949,633.0054003287156,5790.540123370172,31320.937708896025,34832.32172077894,4.021221092754281,220.7835913764397,6043.911048544046,31032.142527887896,34916.298546297214,3.99965208508313,1187.9657668740685,6322.849086449187,33835.90952892051,33216.56920220643,3.8911268947249797,7417.152428210594,10988.156400540302,31083.84622943205,22176.059415755728,3.5524012620487238,5669.214511116871,10950.649015427154,31544.24293995639,21931.64761187477,3.4268163592506666,8946.13482015103,15618.58285743851,29592.93224002393,20020.791618837273,3.1558546886536685,24107.700321460365,25505.596939802697,28612.50406717942,5600.386750715669,2.819309507160945,36506.8740734845,7464.185465083244,2134.6377051898526,995.1815236354573,2.5226764121762777,39259.64187450154,232.40480449782774,110.3627740033329,189.52730486442695,2.418928854368298,18599.82458910545,1.9857797972148596,174.95850130424472,0.0,2.3862837608985115
7,01001100111,656.0,953.0,210.0,259.0,118.0,208.0,619.0,53.0,21.0,38.0,91.0,951.0,102.0,606.0,293.0,383.0,1447.0,452.0,362.0,123.0,159.0,166.0,425.0,49.0,30.0,136.0,40.0,782.0,499.0,337.0,48.0,920.0,19.0,82.0,310.0,911.0,2.0,428.0,132.0,550.0,161.0,853.0,31.0,24.0,121.0,1750.0,22.0,240.0,718.8942202142288,3462.97308838614,14775.787360767717,42302.04938086679,4.098268063972107,2080.0591595934743,6097.454722492697,21858.56833409768,38524.93609061139,4.004320389107993,2580.7143244170716,3904.4784831867446,14162.510964022551,46622.475561660576,4.113384964664536,977.75590466709,6331.7163365699535,15906.50362566481,29320.30828023998,3.9932477603395373,2238.858560647283,3047.1561862405724,21514.531153294734,56948.312364446334,4.033389742604404,17194.307901760923,7530.676153818568,26050.575724009792,37511.36829987155,3.5476478109686846,9921.125394454524,5635.689660659164,29704.162101792266,33366.825744136324,3.4835095046377034,11967.67704417555,10247.765827410249,14949.533010908639,33068.45294314236,3.243455169048573,11373.213812856528,9720.826419888506,27045.82517012925,27296.373218055112,3.0604866912278013,23431.424819174023,11574.89630092619,4191.17890897032,2736.7491899975075,2.6221990316433246,28198.393568590393,1220.1252236135956,465.9761569029612,138.67851575445874,2.4350278638247653,28252.8981100336,47.65871513315663,183.28985850920876,7.135678391959799,2.3858542559065605
8,01100100111,637.0,1108.0,308.0,400.0,137.0,350.0,499.0,33.0,3.0,57.0,116.0,1227.0,101.0,628.0,426.0,549.0,1591.0,369.0,566.0,133.0,226.0,154.0,454.0,51.0,17.0,139.0,76.0,1014.0,543.0,495.0,56.0,1071.0,22.0,99.0,396.0,1084.0,4.0,419.0,73.0,702.0,214.0,1178.0,40.0,42.0,86.0,2625.0,28.0,320.0,832.4038339322649,4180.906533539363,18874.876757625858,50335.25963650889,4.092140064543916,2426.7356861923863,6231.957400194742,23350.094173365524,49705.674640568,4.039726594261288,1606.8598623728935,4533.165696581221,23831.148256768713,54205.35458795375,4.115832642522712,1261.620522151084,3501.6310043152016,20302.482809484904,43980.46242035997,4.086264721353599,2330.240542714519,5789.596753857088,31601.462673237074,62615.59431363795,3.989035783696826,17025.736255665226,10703.979941905638,37341.425776713775,40818.98394154359,3.556930008299226,12646.709294029943,6093.8758119322665,24249.636760091475,43265.93517206424,3.505931410250541,12402.147167891495,9506.963478440834,21735.49850732792,38495.99250228854,3.266315816252822,17564.8089773846,14257.212082503142,26262.485721604164,22004.66920163086,2.97314072541309,32358.989961297768,11331.49894880391,5570.883767202786,1945.127523469303,2.5878381164303126,44089.200993983875,174.3036033733708,698.9642353544417,78.58449226085996,2.421549213119581,37670.53081337813,83.4027514830241,233.27800173899297,14.271356783919598,2.3860035731801417
9,01000111101,625.0,636.0,339.0,258.0,80.0,351.0,297.0,13.0,14.0,35.0,68.0,846.0,86.0,245.0,440.0,518.0,861.0,445.0,372.0,102.0,199.0,105.0,540.0,11.0,57.0,104.0,20.0,614.0,372.0,595.0,21.0,798.0,3.0,30.0,501.0,760.0,2.0,339.0,88.0,933.0,202.0,921.0,7.0,67.0,70.0,1628.0,23.0,145.0,113.50961371803612,1266.9413737998073,23879.578928208473,35290.40343519073,4.075828029365011,910.025882322145,4662.7594936708865,27773.23976567705,34271.39425095398,4.010936596269534,633.0054003287156,2647.104056397793,23899.237251788054,31114.26490788681,4.072672484126151,220.7835913764397,4221.144224379969,26983.214332264124,27276.263931560392,3.9967839410314165,502.6009013697982,1523.5780931202862,37985.596546618304,33885.623321208215,3.9525341572690795,14497.161564229798,9425.185878049655,35232.8935379558,27964.3867886818,3.512231372967294,7413.588206845138,4673.498742985647,29244.141892251235,26198.505123912662,3.480922811241876,4838.41728683665,6482.020553482386,22449.81066484574,28683.288531116956,3.3194724600450805,11329.301790413067,15692.19122067716,25767.745017272533,13096.96744065003,2.9566784019305805,25299.346141218375,9167.9669299392,5258.497761565246,1583.2433330564095,2.5974334085754527,28977.354716893995,813.4168157423971,429.1885655685169,263.48917993347163,2.432076716756077,17069.459274811965,133.0472464133956,191.6212157141728,7.135678391959799,2.3898573094164033
