110141,97376,74127.2,40821.8,39300,68073.7,15967,280.17,0.794343
77962.7,71231,71729.5,31507.6,31643,65255.6,26726.5,305.91,0.827679
89509.9,81858,71662.2,42124.8,42502,64954.4,5865.23,274.23,0.858157
58907.6,56009,68927.6,18428.3,18189,66398.4,15115.4,323.73,1.01912
79642.3,72741,71753.7,21854.4,18785,76244.2,4318.47,325.71,1.03722
99772.8,89741,72862,52525.4,51529,66803.3,19080.4,325.71,1.09532
43826.3,42045,68312.6,17587,18009,64000.4,23633.8,302.94,1.13913
86553.5,79103,71708.7,20870.2,20459,66853.3,12914.8,339.57,1.15818
83106.9,69695,78147.6,54585.3,49643,72060.6,20004.6,287.1,1.22009
112283,88720,82941.9,55415.9,46884,77462.2,42374.5,334.62,1.22485
34691.1,33318,68237,23934.5,25026,62677.6,19247.9,279.18,1.27343
71893.1,59871,78695.7,38628.6,30107,84085.5,12195.5,302.94,1.34105
49659.3,46981,69272.2,19298.2,20305,62286.6,14087.1,332.64,1.44201
42484,41208,67565.3,29591.7,31308,61943.4,11160.7,274.23,1.47154
141671,100908,92009.8,56724.9,36808,100998,38858.9,353.43,1.47439
110898,98245,73976.6,60127.1,58273,67621.2,17524.7,282.15,1.51725
152163,107266,92966.8,40257.7,21942,120241,39476.4,296.01,1.58869
52004.9,49739,68521.5,23827.4,25215,61929.4,15844.9,318.78,1.64298
75609.5,69197,71609.3,34320.8,34121,65919.7,18443.3,349.47,1.70489
37246.6,36582,66726.7,13970.6,14258,64215,19967.7,352.44,1.77346
58321.4,54141,70596.3,25980.1,26057,65342.5,13786.4,309.87,1.7868
81469.1,66308,80520.6,50959.4,41456,80559.5,27698.2,274.23,1.83823
154352,111534,90695.5,51461.6,35354,95394.7,29750.5,294.03,1.89728
142673,126789,73746.2,51123.6,48609,68926.3,21883.4,363.33,2.0211
76146.3,70357,70928.6,24235.5,23569,67389.4,12927.7,285.12,2.13158
42135.3,39999,69036.3,19044.8,19803,63026.7,4735.88,276.21,2.16206
117824,106660,72395.4,44358.4,41440,70151.4,19486.5,308.88,2.27636
49922.5,47178,69348.5,20651.3,20590,65731,23212.5,302.94,2.30588
94369.2,84528,73166.1,32715.5,31620,67806.5,8501.04,276.21,2.41065
105949,88853,78145.5,40076.8,35969,73020.5,13554.7,290.07,2.47637
91122.1,80428,74250,48765,47656,67061.1,2996.62,312.84,2.48208
125179,105444,77801.6,49555.2,44384,73171.6,15957.4,288.09,2.48589
95402.8,84904,73639.9,42216.4,41516,66641.7,13684.7,273.24,2.644
60958.6,57989,68892.1,18397.4,18049,66801,9772.54,309.87,2.69067
114425,83574,89728.1,66168.8,56210,77147.1,30737.1,355.41,2.73544
104296,91229,74922.7,55365.9,51449,70525.4,30580.9,309.87,2.75544
68152,62192,71816.5,22473.2,22980,64090.5,26746.5,320.76,2.8002
63158.8,57582,71883.2,24138,23418,67550.8,3337.57,344.52,2.81639
85941.8,74225,75881.1,35733.3,29813,78550.3,21848.2,334.62,2.8945
75560.1,68844,71929.4,29790.5,29784,65550.2,25548.5,302.94,2.91831
58888.6,54751,70488.6,19259,20235,62374.9,23348.8,332.64,2.94688
84787.5,62445,88984.5,50428.6,35881,92107,34882.8,305.91,3.04689
84244.1,73768,74843,52070.8,49164,69410.8,1296.59,351.45,3.05736
133620,98303,89081.1,72025.9,56315,83819.5,25359,320.76,3.12499
88365.2,78789,73501.4,11854.8,10913,71191.7,21186,301.95,3.12499
112598,83922,87929.4,50435.8,37862,87300.2,16170.5,282.15,3.13261
67775.9,59880,74177.7,34316,32284,69661,14532.2,330.66,3.16023
80998.9,71526,74215.6,31788.5,29426,70797.6,12841,272.25,3.18023
34325.4,32822,68537.9,17573.9,18834,61151.3,14028.2,362.34,3.20785
86575.4,77793,72934.7,45346.1,44309,67070,21616.4,323.73,3.28405
56708.3,53657,69262.9,24145.1,24861,63648.8,15021.8,365.31,3.42977
57036.1,54838,68162.9,19755.2,20034,64624,3118.64,278.19,3.48311
