_7_,2.2900107067490723,3.5319855873760737,4.16500853162324,4.521449239753915,0.1613416635741389,0.36295008070024287,0.10088970931630686,0.1399463245965533
_75_,2.282216198070167,3.5228247221284774,4.148451825444571,4.503242978035214,0.16735026652723903,0.37353683743410976,0.09557409970947398,0.13812612375556668
_8_,2.2823158549165443,3.4574889611184427,4.127184483696428,4.500758198913871,0.17030862882767342,0.3729381393798757,0.10655823102500142,0.13993759895074814
_85_,2.2605474533017547,3.4252548095454967,4.105368980010245,4.483001725731685,0.1863607748382431,0.3722293817336048,0.10731510236153442,0.1412927622536879
_9_,2.2560898296506626,3.370040192005082,4.058717377819521,4.449331451809167,0.18519672804120021,0.3586975564436233,0.11268297227046184,0.1456965152858204
_95_,2.2557940452650556,3.2651996927912887,3.873717195825259,4.272531536960786,0.16911948297593807,0.303924780418306,0.10866648110942173,0.1597335733736762
_10_,2.2401695674441227,3.07285432108517,3.5330333403033114,3.880925542861658,0.15548969348083827,0.2096565734551792,0.0918129591080903,0.1475435334490879
_105_,2.2459082063605247,2.883060831667139,3.2177658344653826,3.549995620545203,0.1684254675355368,0.1293877697277177,0.0784839814646203,0.17739275380085803
_11_,2.2835613054891186,2.713206852983675,2.884160276555156,3.1295554762068285,0.18280895522806453,0.0510755672621942,0.05016243493175733,0.16857085915549322
_115_,2.3083628341031277,2.645415807731604,2.708050713523993,2.858266586461131,0.17300221421764245,0.016427758185996906,0.022344409688192464,0.1839198025573489
_12_,2.240554342537109,2.6442096049733013,2.712736340920923,3.1999791620011053,0.13751707092012413,0.01663978312353077,0.033622919175277106,0.4890782287985603
_0_,2.162969563206786,2.6548499001191743,2.7511825778465067,3.2958531269111333,0.12138494675847843,0.013869063616302676,0.05947058338049975,0.3351003635849079
